Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,3e-06,22.157218,[41 13] ; [ 64 100],[26.00917431 27.99082569] ; [78.99082569 85.00917431],1
s4,1,0.532819,0.389013,[ 5 49] ; [ 11 153],[ 3.96330275 50.03669725] ; [ 12.03669725 151.96330275],0
n1,1,0.545469,0.365498,[3 8] ; [17 29],[3.85964912 7.14035088] ; [16.14035088 29.85964912],0
a8,1,0.575334,0.313839,[ 4 43] ; [ 17 132],[ 5.03571429 41.96428571] ; [ 15.96428571 133.03571429],0
b5,1,0.580048,0.306156,[30 24] ; [84 80],[28.23853211 25.76146789] ; [85.76146789 78.23853211],0
d5,1,0.594903,0.282753,[42 12] ; [133  31],[43.34862385 10.65137615] ; [131.65137615  32.34862385],0
u2,1,0.604741,0.267904,[5 4] ; [17 20],[4.30434783 4.69565217] ; [17.69565217 19.30434783],0
a6,1,0.689435,0.159697,[41 13] ; [120  44],[39.88073394 14.11926606] ; [121.11926606  42.88073394],0
b1,1,0.742256,0.108154,[22 32] ; [71 93],[23.03669725 30.96330275] ; [69.96330275 94.03669725],0
p5,1,0.757128,0.095639,[ 3 51] ; [ 11 152],[ 3.48387097 50.51612903] ; [ 10.51612903 152.48387097],0
b4,1,0.808278,0.058878,[30 24] ; [88 76],[29.2293578 24.7706422] ; [88.7706422 75.2293578],0
d2,1,0.813025,0.055944,[30 24] ; [87 75],[29.25 24.75] ; [87.75 74.25],0
u3,1,0.8744,0.024987,[5 4] ; [20 18],[4.78723404 4.21276596] ; [20.21276596 17.78723404],0
d4,1,0.950069,0.003921,[44 10] ; [133  31],[43.8440367 10.1559633] ; [133.1559633  30.8440367],0
