Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,36.636984,[217  38] ; [18 23],[202.44932432  52.55067568] ; [32.55067568  8.44932432],1
r3,1,6e-05,16.092153,[248   7] ; [34  7],[242.93918919  12.06081081] ; [39.06081081  1.93918919],1
n4,1,0.0001,15.130611,[219  36] ; [25 16],[210.2027027  44.7972973] ; [33.7972973  7.2027027],1
p10,1,0.000215,13.691411,[214  39] ; [24 16],[205.50853242  47.49146758] ; [32.49146758  7.50853242],1
p11,1,0.00024,13.487297,[209  47] ; [23 18],[199.97306397  56.02693603] ; [32.02693603  8.97306397],1
r4,1,0.000413,12.471511,[238  18] ; [31 10],[231.86531987  24.13468013] ; [37.13468013  3.86531987],1
p2,1,0.000696,11.498795,[217  39] ; [25 15],[209.2972973  46.7027027] ; [32.7027027  7.2972973],1
a2,1,0.001745,9.799994,[ 79 177] ; [ 3 38],[ 70.68013468 185.31986532] ; [11.31986532 29.68013468],0
p9,1,0.001892,9.651684,[214  36] ; [27 14],[207.04467354  42.95532646] ; [33.95532646  7.04467354],0
v4,1,0.002542,9.110327,[247   9] ; [35  6],[243.07070707  12.92929293] ; [38.92929293  2.07070707],0
s7,1,0.002695,9.003522,[139 102] ; [12 26],[130.43369176 110.56630824] ; [20.56630824 17.43369176],0
u1,1,0.002947,8.839972,[ 57 199] ; [ 1 40],[ 49.99326599 206.00673401] ; [ 8.00673401 32.99326599],0
p7,1,0.003355,8.603735,[167  80] ; [18 23],[158.66319444  88.33680556] ; [26.33680556 14.66319444],0
s5,1,0.003546,8.502732,[ 81 167] ; [ 4 36],[ 73.19444444 174.80555556] ; [11.80555556 28.19444444],0
s6,1,0.003933,8.31447,[172  76] ; [19 22],[163.90311419  84.09688581] ; [27.09688581 13.90311419],0
r2,1,0.004649,8.011066,[246   7] ; [36  5],[242.67346939  10.32653061] ; [39.32653061  1.67346939],0
s8,1,0.004876,7.92487,[134 119] ; [12 29],[125.63945578 127.36054422] ; [20.36054422 20.63945578],0
d1,1,0.008883,6.846223,[167  89] ; [18 23],[159.46127946  96.53872054] ; [25.53872054 15.46127946],0
d2,1,0.011017,6.462562,[141 113] ; [14 27],[133.45762712 120.54237288] ; [21.54237288 19.45762712],0
a3,1,0.02649,4.923745,[196  58] ; [25 16],[190.28474576  63.71525424] ; [30.71525424 10.28474576],0
b1,1,0.029067,4.763638,[ 86 170] ; [21 20],[ 92.22895623 163.77104377] ; [14.77104377 26.22895623],0
d5,1,0.040895,4.180364,[214  41] ; [29 12],[209.34121622  45.65878378] ; [33.65878378  7.34121622],0
v2,1,0.041387,4.160106,[204  48] ; [26 13],[199.17525773  52.82474227] ; [30.82474227  8.17525773],0
p4,1,0.046268,3.971795,[150 103] ; [17 23],[144.20136519 108.79863481] ; [22.79863481 17.20136519],0
s1,1,0.047857,3.915012,[  5 246] ; [ 3 37],[  6.90034364 244.09965636] ; [ 1.09965636 38.90034364],0
d4,1,0.048394,3.896261,[217  37] ; [30 11],[212.67118644  41.32881356] ; [34.32881356  6.67118644],0
p3,1,0.053478,3.728918,[138 118] ; [15 25],[132.32432432 123.67567568] ; [20.67567568 19.32432432],0
p6,1,0.057863,3.597595,[ 88 162] ; [ 8 32],[ 82.75862069 167.24137931] ; [13.24137931 26.75862069],0
d3,1,0.088628,2.89911,[189  67] ; [25 16],[184.45791246  71.54208754] ; [29.54208754 11.45791246],0
a8,1,0.091449,2.848688,[ 36 190] ; [ 2 35],[ 32.6539924 193.3460076] ; [ 5.3460076 31.6539924],0
u2,1,0.107199,2.595031,[31 28] ; [12  4],[33.82666667 25.17333333] ; [9.17333333 6.82666667],0
a4,1,0.112385,2.520358,[121 134] ; [14 27],[116.30067568 138.69932432] ; [18.69932432 22.30067568],0
b5,1,0.140368,2.173923,[162  94] ; [21 20],[157.73737374  98.26262626] ; [25.26262626 15.73737374],0
v1,1,0.158965,1.98404,[164  88] ; [22 19],[159.97269625  92.02730375] ; [26.02730375 14.97269625],0
s2,1,0.213245,1.549258,[137 115] ; [18 23],[133.3105802 118.6894198] ; [21.6894198 19.3105802],0
p1,1,0.250767,1.319024,[ 18 238] ; [ 5 36],[ 19.82491582 236.17508418] ; [ 3.17508418 37.82491582],0
n3,1,0.298713,1.079931,[40 11] ; [7 4],[38.66129032 12.33870968] ; [8.33870968 2.66129032],0
s3,1,0.35342,0.86114,[144 105] ; [20 20],[141.30103806 107.69896194] ; [22.69896194 17.30103806],0
a7,1,0.356308,0.850862,[185  69] ; [27 14],[182.53559322  71.46440678] ; [29.46440678 11.53559322],0
n2,1,0.377624,0.778424,[39 12] ; [7 4],[37.83870968 13.16129032] ; [8.16129032 2.83870968],0
a6,1,0.382424,0.762895,[179  76] ; [26 15],[176.60472973  78.39527027] ; [28.39527027 12.60472973],0
p8,1,0.384619,0.755886,[131 119] ; [18 22],[128.44827586 121.55172414] ; [20.55172414 19.44827586],0
p12,1,0.431804,0.617966,[ 22 232] ; [ 2 38],[ 20.73469388 233.26530612] ; [ 3.26530612 36.73469388],0
b2,1,0.439509,0.597563,[63 99] ; [ 6 14],[ 61.41758242 100.58241758] ; [ 7.58241758 12.41758242],0
b3,1,0.439509,0.597563,[63 99] ; [ 6 14],[ 61.41758242 100.58241758] ; [ 7.58241758 12.41758242],0
r1,1,0.500292,0.454316,[211  45] ; [32  9],[209.45454545  46.54545455] ; [33.54545455  7.45454545],0
a1,1,0.636211,0.223733,[ 14 242] ; [ 3 38],[ 14.65319865 241.34680135] ; [ 2.34680135 38.65319865],0
s4,1,0.783339,0.075609,[ 35 219] ; [ 5 36],[ 34.44067797 219.55932203] ; [ 5.55932203 35.44067797],0
