Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,39.622853,[42  1] ; [ 9 22],[29.63513514 13.36486486] ; [21.36486486  9.63513514],1
v4,1,1e-06,24.891267,[39  2] ; [13 18],[29.61111111 11.38888889] ; [22.38888889  8.61111111],1
r1,1,2e-06,22.607166,[36  7] ; [ 9 22],[26.14864865 16.85135135] ; [18.85135135 12.14864865],1
r2,1,1.3e-05,19.070226,[41  2] ; [15 14],[33.44444444  9.55555556] ; [22.55555556  6.44444444],1
s8,1,0.00165,9.902954,[14 28] ; [ 1 30],[ 8.63013699 33.36986301] ; [ 6.36986301 24.63013699],0
a5,1,0.004149,8.217515,[27 16] ; [ 9 22],[20.91891892 22.08108108] ; [15.08108108 15.91891892],0
n2,1,0.008553,6.913876,[10  1] ; [ 8 11],[6.6 4.4] ; [11.4  7.6],0
p7,1,0.010362,6.571532,[26 17] ; [ 9 21],[20.61643836 22.38356164] ; [14.38356164 15.61643836],0
p11,1,0.013178,6.14506,[25 18] ; [ 9 22],[19.75675676 23.24324324] ; [14.24324324 16.75675676],0
v3,1,0.020239,5.391125,[15 25] ; [ 4 27],[10.70422535 29.29577465] ; [ 8.29577465 22.70422535],0
p6,1,0.033726,4.508549,[11 31] ; [ 2 28],[ 7.58333333 34.41666667] ; [ 5.41666667 24.58333333],0
p4,1,0.036168,4.389189,[17 26] ; [ 5 25],[12.95890411 30.04109589] ; [ 9.04109589 20.95890411],0
u3,1,0.049793,3.84843,[13 11] ; [ 4 13],[ 9.95121951 14.04878049] ; [7.04878049 9.95121951],0
p3,1,0.097333,2.748713,[16 27] ; [ 6 25],[12.78378378 30.21621622] ; [ 9.21621622 21.78378378],0
n3,1,0.114653,2.488889,[7 3] ; [ 7 11],[5. 5.] ; [9. 9.],0
b2,1,0.176296,1.828571,[ 5 23] ; [ 7 13],[ 7. 21.] ; [ 5. 15.],0
b3,1,0.176296,1.828571,[ 5 23] ; [ 7 13],[ 7. 21.] ; [ 5. 15.],0
p2,1,0.180653,1.792241,[22 21] ; [11 20],[19.17567568 23.82432432] ; [13.82432432 17.17567568],0
u2,1,0.18384,1.766308,[13 10] ; [ 6 11],[10.925 12.075] ; [8.075 8.925],0
a4,1,0.185357,1.754139,[16 26] ; [ 7 23],[13.41666667 28.58333333] ; [ 9.58333333 20.41666667],0
n5,1,0.209,1.578343,[20 23] ; [19 12],[22.66216216 20.33783784] ; [16.33783784 14.66216216],0
s4,1,0.216523,1.527265,[ 6 36] ; [ 8 23],[ 8.05479452 33.94520548] ; [ 5.94520548 25.05479452],0
s3,1,0.220804,1.499141,[22 21] ; [11 19],[19.43835616 23.56164384] ; [13.56164384 16.43835616],0
s6,1,0.226512,1.462633,[18 24] ; [ 9 22],[15.53424658 26.46575342] ; [11.46575342 19.53424658],0
s2,1,0.312846,1.018622,[17 25] ; [ 9 22],[14.95890411 27.04109589] ; [11.04109589 19.95890411],0
v2,1,0.3314,0.943418,[15 26] ; [ 8 23],[13.09722222 27.90277778] ; [ 9.90277778 21.09722222],0
d3,1,0.350443,0.871853,[17 26] ; [ 9 22],[15.10810811 27.89189189] ; [10.89189189 20.10810811],0
p1,1,0.395383,0.722324,[ 2 41] ; [ 3 28],[ 2.90540541 40.09459459] ; [ 2.09459459 28.90540541],0
v1,1,0.405178,0.692906,[15 28] ; [ 8 23],[13.36486486 29.63513514] ; [ 9.63513514 21.36486486],0
d5,1,0.448227,0.57513,[26 17] ; [16 15],[24.40540541 18.59459459] ; [17.59459459 13.40540541],0
n6,1,0.448227,0.57513,[26 17] ; [16 15],[24.40540541 18.59459459] ; [17.59459459 13.40540541],0
n4,1,0.451891,0.565905,[24 19] ; [20 11],[25.56756757 17.43243243] ; [18.43243243 12.56756757],0
s5,1,0.4946,0.466504,[11 31] ; [ 6 25],[ 9.78082192 32.21917808] ; [ 7.21917808 23.78082192],0
p8,1,0.604815,0.267795,[12 31] ; [ 7 24],[11.04054054 31.95945946] ; [ 7.95945946 23.04054054],0
a6,1,0.722952,0.125682,[17 26] ; [11 20],[16.27027027 26.72972973] ; [11.72972973 19.27027027],0
a1,1,0.735412,0.1142,[ 2 41] ; [ 2 29],[ 2.32432432 40.67567568] ; [ 1.67567568 29.32432432],0
d1,1,0.746443,0.104544,[14 29] ; [ 9 22],[13.36486486 29.63513514] ; [ 9.63513514 21.36486486],0
u1,1,0.759044,0.094087,[ 2 41] ; [ 1 30],[ 1.74324324 41.25675676] ; [ 1.25675676 29.74324324],0
a2,1,0.759044,0.094087,[ 2 41] ; [ 1 30],[ 1.74324324 41.25675676] ; [ 1.25675676 29.74324324],0
s1,1,0.763316,0.090679,[ 5 37] ; [ 3 28],[ 4.60273973 37.39726027] ; [ 3.39726027 27.60273973],0
b4,1,0.777343,0.079966,[25 18] ; [17 14],[24.40540541 18.59459459] ; [17.59459459 13.40540541],0
p12,1,0.813732,0.055514,[ 1 42] ; [ 1 30],[ 1.16216216 41.83783784] ; [ 0.83783784 30.16216216],0
d2,1,0.834041,0.043899,[19 24] ; [14 16],[19.43835616 23.56164384] ; [13.56164384 16.43835616],0
s7,1,0.857298,0.032333,[10 29] ; [ 8 21],[10.32352941 28.67647059] ; [ 7.67647059 21.32352941],0
n1,1,0.930386,0.007632,[3 7] ; [ 6 13],[3.10344828 6.89655172] ; [ 5.89655172 13.10344828],0
a3,1,0.933636,0.006934,[19 24] ; [14 17],[19.17567568 23.82432432] ; [13.82432432 17.17567568],0
b1,1,0.933636,0.006934,[24 19] ; [17 14],[23.82432432 19.17567568] ; [17.17567568 13.82432432],0
b5,1,0.942805,0.005147,[17 26] ; [12 19],[16.85135135 26.14864865] ; [12.14864865 18.85135135],0
p10,1,0.97371,0.001086,[ 8 34] ; [ 6 25],[ 8.05479452 33.94520548] ; [ 5.94520548 25.05479452],0
d4,1,0.9948,4.2e-05,[23 19] ; [17 14],[23.01369863 18.98630137] ; [16.98630137 14.01369863],0
