Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,23.514671,[ 68 104] ; [67 28],[86.96629213 85.03370787] ; [48.03370787 46.96629213],1
s3,1,0.000335,12.861051,[85 84] ; [68 25],[98.69083969 70.30916031] ; [54.30916031 38.69083969],1
a3,1,0.00052,12.042423,[98 75] ; [74 21],[111.02985075  61.97014925] ; [60.97014925 34.02985075],1
s1,1,0.000631,11.681561,[  1 169] ; [ 8 85],[  5.81749049 164.18250951] ; [ 3.18250951 89.81749049],1
d2,1,0.001766,9.778525,[ 58 115] ; [50 44],[ 69.97752809 103.02247191] ; [38.02247191 55.97752809],0
a2,1,0.003157,8.714629,[ 28 146] ; [30 65],[ 37.51672862 136.48327138] ; [20.48327138 74.51672862],0
p6,1,0.003808,8.373011,[ 42 128] ; [39 54],[ 52.35741445 117.64258555] ; [28.64258555 64.35741445],0
p3,1,0.005434,7.729089,[ 66 107] ; [53 42],[76.81716418 96.18283582] ; [42.18283582 52.81716418],0
s5,1,0.006973,7.279943,[ 53 118] ; [44 48],[ 63.06844106 107.93155894] ; [33.93155894 58.06844106],0
p1,1,0.009537,6.719442,[  6 166] ; [11 84],[ 10.95131086 161.04868914] ; [ 6.04868914 88.95131086],0
a4,1,0.041179,4.168615,[ 63 109] ; [47 48],[ 70.86142322 101.13857678] ; [39.13857678 55.86142322],0
n4,1,0.052613,3.756161,[118  56] ; [75 20],[124.8401487  49.1598513] ; [68.1598513 26.8401487],0
b1,1,0.064271,3.423587,[ 52 122] ; [39 56],[ 58.86245353 115.13754647] ; [32.13754647 62.86245353],0
p4,1,0.068061,3.329186,[93 80] ; [62 33],[100.05597015  72.94402985] ; [54.94402985 40.05597015],0
u1,1,0.06937,3.297873,[ 22 152] ; [20 75],[ 27.16728625 146.83271375] ; [14.83271375 80.16728625],0
n3,1,0.090885,2.858619,[35  8] ; [13  8],[32.25 10.75] ; [15.75  5.25],0
u2,1,0.111169,2.537528,[37 37] ; [14  6],[40.14893617 33.85106383] ; [10.85106383  9.14893617],0
s4,1,0.149098,2.081454,[ 33 135] ; [26 69],[ 37.68821293 130.31178707] ; [21.31178707 73.68821293],0
a5,1,0.169362,1.888581,[116  58] ; [71 24],[120.95910781  53.04089219] ; [66.04089219 28.95910781],0
b5,1,0.216302,1.528741,[114  60] ; [55 40],[109.31598513  64.68401487] ; [59.68401487 35.31598513],0
r2,1,0.227964,1.453518,[158  14] ; [90  4],[160.36090226  11.63909774] ; [87.63909774  6.36090226],0
p5,1,0.235896,1.40495,[ 14 158] ; [12 83],[ 16.74906367 155.25093633] ; [ 9.25093633 85.74906367],0
u3,1,0.280878,1.162835,[39 34] ; [14  7],[41.15957447 31.84042553] ; [11.84042553  9.15957447],0
p7,1,0.281628,1.159218,[98 71] ; [59 32],[102.05  66.95] ; [54.95 36.05],0
p9,1,0.296974,1.087732,[136  35] ; [78 14],[139.14068441  31.85931559] ; [74.85931559 17.14068441],0
r4,1,0.302022,1.065246,[150  24] ; [86  9],[152.65427509  21.34572491] ; [83.34572491 11.65427509],0
d1,1,0.318117,0.996673,[86 88] ; [53 42],[89.91078067 84.08921933] ; [49.08921933 45.91078067],0
v3,1,0.31916,0.992386,[ 53 115] ; [35 58],[ 56.64367816 111.35632184] ; [31.35632184 61.64367816],0
a8,1,0.356514,0.850137,[ 17 141] ; [13 75],[ 19.26829268 138.73170732] ; [10.73170732 77.26829268],0
p2,1,0.360764,0.835233,[139  33] ; [81 14],[141.72284644  30.27715356] ; [78.27715356 16.72284644],0
r3,1,0.394593,0.724743,[162  12] ; [89  4],[163.57303371  10.42696629] ; [87.42696629  5.57303371],0
v1,1,0.394903,0.723791,[88 82] ; [44 51],[84.67924528 85.32075472] ; [47.32075472 47.67924528],0
d3,1,0.394908,0.723775,[121  53] ; [70 24],[124.00746269  49.99253731] ; [66.99253731 27.00746269],0
r1,1,0.427342,0.630037,[133  40] ; [77 18],[135.55970149  37.44029851] ; [74.44029851 20.55970149],0
n5,1,0.467304,0.528345,[123  50] ; [70 23],[125.52255639  47.47744361] ; [67.47744361 25.52255639],0
p8,1,0.470591,0.520587,[78 94] ; [46 46],[80.78787879 91.21212121] ; [43.21212121 48.78787879],0
a7,1,0.493721,0.468406,[129  45] ; [74 21],[131.30855019  42.69144981] ; [71.69144981 23.30855019],0
a6,1,0.509643,0.434801,[118  56] ; [60 34],[115.56716418  58.43283582] ; [62.43283582 31.56716418],0
p12,1,0.596494,0.280317,[ 14 159] ; [ 6 89],[ 12.91044776 160.08955224] ; [ 7.08955224 87.91044776],0
b2,1,0.604618,0.268088,[21 56] ; [20 44],[22.39007092 54.60992908] ; [18.60992908 45.39007092],0
b3,1,0.604618,0.268088,[21 56] ; [20 44],[22.39007092 54.60992908] ; [18.60992908 45.39007092],0
p11,1,0.63356,0.227263,[131  43] ; [69 26],[129.36802974  44.63197026] ; [70.63197026 24.36802974],0
d5,1,0.748337,0.102934,[134  40] ; [74 20],[135.04477612  38.95522388] ; [72.95522388 21.04477612],0
v4,1,0.842926,0.039264,[163  10] ; [88  6],[162.6329588  10.3670412] ; [88.3670412  5.6329588],0
n6,1,0.854032,0.033847,[142  31] ; [78 16],[142.54681648  30.45318352] ; [77.45318352 16.54681648],0
p10,1,0.863963,0.029354,[130  40] ; [71 23],[129.43181818  40.56818182] ; [71.56818182 22.43181818],0
n2,1,0.894498,0.017587,[35  9] ; [17  4],[35.2  8.8] ; [16.8  4.2],0
v2,1,0.922971,0.009349,[90 74] ; [51 43],[89.62790698 74.37209302] ; [51.37209302 42.62790698],0
u4,1,0.9424,0.005221,[  2 172] ; [ 1 94],[  1.94052045 172.05947955] ; [ 1.05947955 93.94052045],0
n1,1,0.945198,0.004725,[16 27] ; [ 8 13],[16.125 26.875] ; [ 7.875 13.125],0
d4,1,0.956291,0.003004,[143  31] ; [77 17],[142.8358209  31.1641791] ; [77.1641791 16.8358209],0
a1,1,0.974452,0.001026,[  9 165] ; [ 5 90],[  9.05576208 164.94423792] ; [ 4.94423792 90.05576208],0
b4,1,0.995321,3.4e-05,[108  66] ; [59 36],[108.02230483  65.97769517] ; [58.97769517 36.02230483],0
