Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.9e-05,18.29757,[15 32] ; [15  1],[22.38095238 24.61904762] ; [7.61904762 8.38095238],1
p5,1,0.000488,12.162186,[ 3 43] ; [7 9],[ 7.41935484 38.58064516] ; [ 2.58064516 13.41935484],1
p7,1,0.023498,5.131316,[17 30] ; [11  5],[20.88888889 26.11111111] ; [7.11111111 8.88888889],0
v3,1,0.050861,3.812838,[ 9 38] ; [7 9],[11.93650794 35.06349206] ; [ 4.06349206 11.93650794],0
s5,1,0.051326,3.797609,[ 5 42] ; [ 5 11],[ 7.46031746 39.53968254] ; [ 2.53968254 13.46031746],0
b4,1,0.057567,3.606127,[33 14] ; [7 9],[29.84126984 17.15873016] ; [10.15873016  5.84126984],0
d5,1,0.069956,3.284043,[23 24] ; [12  4],[26.11111111 20.88888889] ; [8.88888889 7.11111111],0
n6,1,0.077777,3.110744,[26 20] ; [13  3],[28.93548387 17.06451613] ; [10.06451613  5.93548387],0
p6,1,0.100584,2.696253,[ 6 40] ; [ 5 11],[ 8.16129032 37.83870968] ; [ 2.83870968 13.16129032],0
p12,1,0.145513,2.118666,[ 3 44] ; [ 3 13],[ 4.47619048 42.52380952] ; [ 1.52380952 14.47619048],0
s2,1,0.149049,2.081961,[ 9 37] ; [ 6 10],[11.12903226 34.87096774] ; [ 3.87096774 12.12903226],0
p2,1,0.211734,1.559534,[27 20] ; [12  4],[29.0952381 17.9047619] ; [9.9047619 6.0952381],0
a6,1,0.218161,1.516424,[21 26] ; [10  6],[23.12698413 23.87301587] ; [7.87301587 8.12698413],0
s3,1,0.232778,1.423804,[10 35] ; [ 6 10],[11.80327869 33.19672131] ; [ 4.19672131 11.80327869],0
p1,1,0.242748,1.364565,[ 2 45] ; [ 2 14],[ 2.98412698 44.01587302] ; [ 1.01587302 14.98412698],0
p8,1,0.253611,1.3033,[13 33] ; [7 9],[14.83870968 31.16129032] ; [ 5.16129032 10.83870968],0
b3,1,0.271067,1.21134,[ 7 19] ; [5 6],[ 8.43243243 17.56756757] ; [3.56756757 7.43243243],0
b2,1,0.271067,1.21134,[ 7 19] ; [5 6],[ 8.43243243 17.56756757] ; [3.56756757 7.43243243],0
a8,1,0.314695,1.010869,[ 6 37] ; [ 4 12],[ 7.28813559 35.71186441] ; [ 2.71186441 13.28813559],0
s6,1,0.328749,0.953819,[17 30] ; [8 8],[18.65079365 28.34920635] ; [6.34920635 9.65079365],0
n5,1,0.345921,0.888363,[26 21] ; [11  5],[27.6031746 19.3968254] ; [9.3968254 6.6031746],0
r4,1,0.360036,0.837766,[12 35] ; [ 6 10],[13.42857143 33.57142857] ; [ 4.57142857 11.42857143],0
b1,1,0.411524,0.674393,[29 18] ; [8 8],[27.6031746 19.3968254] ; [9.3968254 6.6031746],0
n4,1,0.427939,0.628409,[24 23] ; [10  6],[25.36507937 21.63492063] ; [8.63492063 7.36507937],0
v4,1,0.427939,0.628409,[24 23] ; [10  6],[25.36507937 21.63492063] ; [8.63492063 7.36507937],0
a5,1,0.427939,0.628409,[24 23] ; [10  6],[25.36507937 21.63492063] ; [8.63492063 7.36507937],0
v2,1,0.46638,0.53054,[17 29] ; [ 4 11],[15.83606557 30.16393443] ; [5.16393443 9.83606557],0
s8,1,0.479457,0.500097,[13 34] ; [ 3 13],[11.93650794 35.06349206] ; [ 4.06349206 11.93650794],0
a7,1,0.514095,0.425724,[25 22] ; [7 9],[23.87301587 23.12698413] ; [8.12698413 7.87301587],0
u2,1,0.525741,0.402618,[13 10] ; [3 4],[12.26666667 10.73333333] ; [3.73333333 3.26666667],0
s7,1,0.583546,0.300537,[ 9 33] ; [ 4 10],[ 9.75 32.25] ; [ 3.25 10.75],0
p9,1,0.599558,0.275663,[27 17] ; [11  5],[27.86666667 16.13333333] ; [10.13333333  5.86666667],0
