Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,107.750597,[127  52] ; [ 18 123],[81.109375 97.890625] ; [63.890625 77.109375],1
d5,1,0.0,88.601787,[177   2] ; [80 61],[143.759375  35.240625] ; [113.240625  27.759375],1
d3,1,0.0,85.274487,[170   9] ; [70 70],[134.67084639  44.32915361] ; [105.32915361  34.67084639],1
d4,1,0.0,63.815181,[175   4] ; [90 51],[148.234375  30.765625] ; [116.765625  24.234375],1
a2,1,0.0,60.134161,[ 74 106] ; [  5 136],[ 44.29906542 135.70093458] ; [ 34.70093458 106.29906542],1
u1,1,0.0,43.73959,[ 53 127] ; [  2 139],[ 30.8411215 149.1588785] ; [ 24.1588785 116.8411215],1
a4,1,0.0,33.5656,[97 83] ; [ 31 110],[ 71.77570093 108.22429907] ; [56.22429907 84.77570093],1
a5,1,0.0,26.242996,[143  37] ; [74 67],[121.68224299  58.31775701] ; [95.31775701 45.68224299],1
a3,1,2e-06,23.076103,[143  37] ; [76 64],[123.1875  56.8125] ; [95.8125 44.1875],1
a6,1,7e-06,20.222891,[153  26] ; [90 51],[135.928125  43.071875] ; [107.071875  33.928125],1
r2,1,0.000778,11.291813,[171   6] ; [120  19],[162.99683544  14.00316456] ; [128.00316456  10.99683544],1
s8,1,0.001202,10.487768,[ 73 106] ; [ 33 107],[ 59.47962382 119.52037618] ; [46.52037618 93.47962382],0
r1,1,0.012385,6.254916,[148  31] ; [100  41],[138.725  40.275] ; [109.275  31.725],0
b1,1,0.017704,5.62517,[ 56 124] ; [62 79],[ 66.1682243 113.8317757] ; [51.8317757 89.1682243],0
n4,1,0.032623,4.565435,[132  48] ; [87 53],[123.1875  56.8125] ; [95.8125 44.1875],0
v2,1,0.033824,4.503588,[86 88] ; [50 84],[76.83116883 97.16883117] ; [59.16883117 74.83116883],0
n2,1,0.088395,2.903362,[34 22] ; [28  8],[37.73913043 18.26086957] ; [24.26086957 11.73913043],0
r4,1,0.088463,2.902129,[159  21] ; [115  26],[153.64485981  26.35514019] ; [120.35514019  20.64485981],0
p12,1,0.124202,2.36351,[ 12 168] ; [  4 135],[  9.02821317 170.97178683] ; [  6.97178683 132.02821317],0
v4,1,0.133102,2.255948,[169  10] ; [125  14],[165.49056604  13.50943396] ; [128.50943396  10.49056604],0
