Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,77.18947,[216  45] ; [224 228],[161.06591865  99.93408135] ; [278.93408135 173.06591865],1
p7,1,0.0,70.091052,[215  41] ; [234 212],[163.73789174  92.26210826] ; [285.26210826 160.73789174],1
p8,1,0.0,45.71714,[177  82] ; [188 260],[133.71287129 125.28712871] ; [231.28712871 216.71287129],1
p3,1,0.0,44.21073,[176  85] ; [188 264],[133.2454418 127.7545582] ; [230.7545582 221.2454418],1
s8,1,0.0,29.783148,[156 104] ; [175 276],[121.04078762 138.95921238] ; [209.95921238 241.04078762],1
s7,1,1e-06,24.172095,[157  94] ; [185 245],[126.05286344 124.94713656] ; [215.94713656 214.05286344],1
v1,1,2e-06,23.13714,[171  86] ; [208 228],[140.55266955 116.44733045] ; [238.44733045 197.55266955],1
p5,1,1.1e-05,19.257492,[ 44 217] ; [ 29 419],[ 26.87306065 234.12693935] ; [ 46.12693935 401.87306065],1
s5,1,2e-05,18.228122,[112 136] ; [127 311],[ 86.40233236 161.59766764] ; [152.59766764 285.40233236],1
p9,1,2.2e-05,18.023192,[240  20] ; [357  87],[220.48295455  39.51704545] ; [376.51704545  67.48295455],1
s6,1,2.3e-05,17.915825,[200  53] ; [284 162],[175.18168813  77.81831187] ; [308.81831187 137.18168813],1
n4,1,0.000316,12.970151,[222  39] ; [331 120],[202.71488764  58.28511236] ; [350.28511236 100.71488764],1
p2,1,0.000444,12.337737,[237  24] ; [365  86],[220.67696629  40.32303371] ; [381.32303371  69.67696629],1
p1,1,0.000655,11.611692,[ 30 230] ; [ 21 428],[ 18.70239774 241.29760226] ; [ 32.29760226 416.70239774],1
s2,1,0.00068,11.542389,[158 103] ; [212 236],[136.20592384 124.79407616] ; [233.79407616 214.20592384],1
a1,1,0.001761,9.783055,[ 21 240] ; [ 13 440],[ 12.42857143 248.57142857] ; [ 21.57142857 431.42857143],0
a4,1,0.002538,9.113251,[149 112] ; [205 247],[129.58485273 131.41514727] ; [224.41514727 227.58485273],0
u1,1,0.002973,8.824014,[ 70 191] ; [ 79 374],[ 54.46638655 206.53361345] ; [ 94.53361345 358.46638655],0
b2,1,0.003893,8.333104,[77 92] ; [ 84 180],[ 62.83833718 106.16166282] ; [ 98.16166282 165.83833718],0
b3,1,0.003893,8.333104,[77 92] ; [ 84 180],[ 62.83833718 106.16166282] ; [ 98.16166282 165.83833718],0
n5,1,0.003913,8.323882,[208  51] ; [317 133],[191.7842031  67.2157969] ; [333.2157969 116.7842031],0
p10,1,0.004668,8.003588,[226  33] ; [352  95],[212.04249292  46.95750708] ; [365.95750708  81.04249292],0
d4,1,0.008822,6.858433,[243  18] ; [393  60],[232.48739496  28.51260504] ; [403.51260504  49.48739496],0
d1,1,0.009799,6.671056,[198  63] ; [302 151],[182.77310924  78.22689076] ; [317.22689076 135.77310924],0
p12,1,0.010148,6.608679,[ 28 231] ; [ 25 426],[ 19.33380282 239.66619718] ; [ 33.66619718 417.33380282],0
n6,1,0.013353,6.121721,[231  28] ; [371  80],[219.6028169  39.3971831] ; [382.3971831  68.6028169],0
d3,1,0.019871,5.423158,[206  54] ; [323 130],[192.90322581  67.09677419] ; [336.09677419 116.90322581],0
d2,1,0.04752,3.926887,[154 107] ; [232 220],[141.29873773 119.70126227] ; [244.70126227 207.29873773],0
a2,1,0.073896,3.194286,[ 80 181] ; [111 342],[ 69.81932773 191.18067227] ; [121.18067227 331.81932773],0
b1,1,0.099162,2.718964,[106 155] ; [156 297],[ 95.77310924 165.22689076] ; [166.22689076 286.77310924],0
s3,1,0.104381,2.637301,[156 104] ; [239 206],[145.67375887 114.32624113] ; [249.32624113 195.67375887],0
s4,1,0.124351,2.361651,[ 50 205] ; [ 68 382],[ 42.68085106 212.31914894] ; [ 75.31914894 374.68085106],0
a3,1,0.128639,2.308853,[202  57] ; [330 123],[193.52247191  65.47752809] ; [338.47752809 114.52247191],0
p11,1,0.135166,2.23215,[214  47] ; [350 103],[206.16806723  54.83193277] ; [357.83193277  95.16806723],0
a6,1,0.157061,2.002298,[171  89] ; [321 132],[179.41093969  80.58906031] ; [312.58906031 140.41093969],0
v4,1,0.20219,1.626481,[252   9] ; [424  25],[248.50140845  12.49859155] ; [427.49859155  21.50140845],0
r2,1,0.204205,1.612045,[250   8] ; [425  23],[246.6713881  11.3286119] ; [428.3286119  19.6713881],0
u4,1,0.230245,1.439346,[  9 252] ; [  9 444],[  6.57983193 254.42016807] ; [ 11.42016807 441.57983193],0
r4,1,0.230636,1.436936,[246  15] ; [416  37],[241.99159664  19.00840336] ; [420.00840336  32.99159664],0
a5,1,0.248577,1.331286,[208  53] ; [344 109],[201.78151261  59.21848739] ; [350.21848739 102.78151261],0
s1,1,0.327349,0.959355,[  9 250] ; [ 10 437],[  6.97025496 252.02974504] ; [ 12.02974504 434.97025496],0
v3,1,0.354257,0.858149,[107 146] ; [166 263],[101.27419355 151.72580645] ; [171.72580645 257.27419355],0
a7,1,0.360073,0.83764,[190  70] ; [345 108],[195.0911641  64.9088359] ; [339.9088359 113.0911641],0
n1,1,0.38204,0.764126,[23 31] ; [38 69],[20.45962733 33.54037267] ; [40.54037267 66.45962733],0
u3,1,0.412613,0.671258,[37 21] ; [70 52],[34.47777778 23.52222222] ; [72.52222222 49.47777778],0
v2,1,0.562738,0.334985,[154 102] ; [249 181],[150.39067055 105.60932945] ; [252.60932945 177.39067055],0
u2,1,0.615655,0.252022,[35 24] ; [67 54],[33.43333333 25.56666667] ; [68.56666667 52.43333333],0
n2,1,0.666915,0.185233,[39 16] ; [80 28],[40.15337423 14.84662577] ; [78.84662577 29.15337423],0
n3,1,0.703708,0.144643,[39 15] ; [81 27],[40. 14.] ; [80. 28.],0
b5,1,0.70468,0.143649,[157 104] ; [279 174],[159.37815126 101.62184874] ; [276.62184874 176.37815126],0
a8,1,0.710778,0.137501,[ 35 200] ; [ 57 355],[ 33.41576507 201.58423493] ; [ 58.58423493 353.41576507],0
r1,1,0.735597,0.114034,[217  44] ; [368  80],[215.35260931  45.64739069] ; [369.64739069  78.35260931],0
b4,1,0.771987,0.083971,[155 106] ; [264 189],[153.16386555 107.83613445] ; [265.83613445 187.16386555],0
