Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.032404,4.57702,[ 3 15] ; [6 5],[ 5.5862069 12.4137931] ; [3.4137931 7.5862069],0
d2,1,0.03308,4.541625,[ 1 17] ; [4 7],[ 3.10344828 14.89655172] ; [1.89655172 9.10344828],0
n6,1,0.033807,4.504456,[10  7] ; [2 9],[7.28571429 9.71428571] ; [4.71428571 6.28571429],0
a4,1,0.035987,4.397744,[ 2 16] ; [5 6],[ 4.34482759 13.65517241] ; [2.65517241 8.34482759],0
d5,1,0.039406,4.24329,[ 6 12] ; [8 3],[8.68965517 9.31034483] ; [5.31034483 5.68965517],0
p2,1,0.047388,3.931571,[10  8] ; [2 9],[ 7.44827586 10.55172414] ; [4.55172414 6.44827586],0
a6,1,0.07558,3.157469,[ 4 14] ; [6 5],[ 6.20689655 11.79310345] ; [3.79310345 7.20689655],0
d4,1,0.086628,2.93595,[9 9] ; [9 2],[11.17241379  6.82758621] ; [6.82758621 4.17241379],0
d1,1,0.103332,2.653345,[ 2 16] ; [4 7],[ 3.72413793 14.27586207] ; [2.27586207 8.72413793],0
u3,1,0.168843,1.893182,[2 9] ; [3 3],[3.23529412 7.76470588] ; [1.76470588 4.23529412],0
n4,1,0.195646,1.674579,[11  7] ; [4 7],[9.31034483 8.68965517] ; [5.68965517 5.31034483],0
p7,1,0.242187,1.367817,[ 7 11] ; [2 9],[ 5.5862069 12.4137931] ; [3.4137931 7.5862069],0
b5,1,0.260426,1.266488,[12  6] ; [5 6],[10.55172414  7.44827586] ; [6.44827586 4.55172414],0
n3,1,0.263552,1.25,[2 7] ; [3 3],[3. 6.] ; [2. 4.],0
n1,1,0.291841,1.111111,[1 8] ; [2 4],[1.8 7.2] ; [1.2 4.8],0
v2,1,0.295366,1.095001,[ 2 15] ; [3 8],[ 3.03571429 13.96428571] ; [1.96428571 9.03571429],0
s7,1,0.307434,1.041667,[ 4 11] ; [1 9],[ 3. 12.] ; [2. 8.],0
n5,1,0.315594,1.007119,[10  8] ; [4 7],[8.68965517 9.31034483] ; [5.31034483 5.68965517],0
u2,1,0.348723,0.878099,[3 8] ; [3 3],[3.88235294 7.11764706] ; [2.11764706 3.88235294],0
b1,1,0.408384,0.683502,[14  4] ; [7 4],[13.03448276  4.96551724] ; [7.96551724 3.03448276],0
b4,1,0.473701,0.51333,[9 9] ; [7 4],[9.93103448 8.06896552] ; [6.06896552 4.93103448],0
p10,1,0.502716,0.449198,[ 5 12] ; [2 9],[ 4.25 12.75] ; [2.75 8.25],0
d3,1,0.513919,0.426079,[ 6 12] ; [5 6],[ 6.82758621 11.17241379] ; [4.17241379 6.82758621],0
r1,1,0.523094,0.407788,[ 7 11] ; [3 8],[ 6.20689655 11.79310345] ; [3.79310345 7.20689655],0
p4,1,0.523094,0.407788,[ 7 11] ; [3 8],[ 6.20689655 11.79310345] ; [3.79310345 7.20689655],0
a8,1,0.560776,0.338363,[ 2 15] ; [2 8],[ 2.51851852 14.48148148] ; [1.48148148 8.51851852],0
s4,1,0.565927,0.329545,[ 3 15] ; [ 1 10],[ 2.48275862 15.51724138] ; [1.51724138 9.48275862],0
v3,1,0.565927,0.329545,[ 3 15] ; [ 1 10],[ 2.48275862 15.51724138] ; [1.51724138 9.48275862],0
a3,1,0.56917,0.324074,[ 7 11] ; [5 5],[ 7.71428571 10.28571429] ; [4.28571429 5.71428571],0
s1,1,0.592104,0.287071,[ 2 16] ; [2 9],[ 2.48275862 15.51724138] ; [1.51724138 9.48275862],0
a1,1,0.592104,0.287071,[ 2 16] ; [2 9],[ 2.48275862 15.51724138] ; [1.51724138 9.48275862],0
p3,1,0.648807,0.207407,[ 5 13] ; [2 8],[ 4.5 13.5] ; [2.5 7.5],0
p1,1,0.715441,0.132903,[ 1 17] ; [ 1 10],[ 1.24137931 16.75862069] ; [ 0.75862069 10.24137931],0
r3,1,0.72759,0.121336,[ 7 11] ; [5 6],[ 7.44827586 10.55172414] ; [4.55172414 6.44827586],0
v1,1,0.794381,0.067926,[ 4 14] ; [2 9],[ 3.72413793 14.27586207] ; [2.27586207 8.72413793],0
s6,1,0.794381,0.067926,[ 4 14] ; [2 9],[ 3.72413793 14.27586207] ; [2.27586207 8.72413793],0
v4,1,0.812126,0.056494,[9 9] ; [5 6],[8.68965517 9.31034483] ; [5.31034483 5.68965517],0
p9,1,0.824016,0.049454,[ 5 11] ; [3 8],[ 4.74074074 11.25925926] ; [3.25925926 7.74074074],0
s8,1,0.86239,0.030044,[ 2 16] ; [ 1 10],[ 1.86206897 16.13793103] ; [1.13793103 9.86206897],0
b2,1,0.887593,0.01998,[4 7] ; [3 6],[3.85 7.15] ; [3.15 5.85],0
b3,1,0.887593,0.01998,[4 7] ; [3 6],[3.85 7.15] ; [3.15 5.85],0
s3,1,0.90261,0.014973,[ 5 12] ; [3 8],[ 4.85714286 12.14285714] ; [3.14285714 7.85714286],0
n2,1,1.0,0.0,[3 6] ; [2 4],[3. 6.] ; [2. 4.],0
