Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4.6e-05,16.622041,[59 15] ; [1 7],[54.14634146 19.85365854] ; [5.85365854 2.14634146],1
r1,1,0.000255,13.376911,[61 13] ; [2 6],[56.85365854 17.14634146] ; [6.14634146 1.85365854],1
n5,1,0.005399,7.740801,[47 27] ; [1 7],[43.31707317 30.68292683] ; [4.68292683 3.31707317],0
n4,1,0.013579,6.092071,[51 23] ; [2 6],[47.82926829 26.17073171] ; [5.17073171 2.82926829],0
n6,1,0.041306,4.163436,[53 20] ; [3 5],[50.4691358 22.5308642] ; [5.5308642 2.4691358],0
a5,1,0.09616,2.768108,[57 17] ; [4 4],[55.04878049 18.95121951] ; [5.95121951 2.04878049],0
v4,1,0.111168,2.537534,[62 11] ; [5 3],[60.38271605 12.61728395] ; [6.61728395 1.38271605],0
p7,1,0.114166,2.495591,[30 43] ; [1 7],[27.9382716 45.0617284] ; [3.0617284 4.9382716],0
p8,1,0.120238,2.414218,[30 44] ; [1 7],[27.97560976 46.02439024] ; [3.02439024 4.97560976],0
d2,1,0.152078,2.051282,[60 12] ; [5 3],[58.5 13.5] ; [6.5 1.5],0
p2,1,0.176607,1.825946,[46 28] ; [3 5],[44.2195122 29.7804878] ; [4.7804878 3.2195122],0
n3,1,0.228191,1.452101,[12 16] ; [3 1],[13.125 14.875] ; [1.875 2.125],0
r3,1,0.251756,1.313535,[65  8] ; [6 2],[63.98765432  9.01234568] ; [7.01234568 0.98765432],0
a4,1,0.27899,1.172003,[42 31] ; [3 5],[40.55555556 32.44444444] ; [4.44444444 3.55555556],0
s1,1,0.298425,1.081219,[ 3 70] ; [1 7],[ 3.60493827 69.39506173] ; [0.39506173 7.60493827],0
p10,1,0.302766,1.061971,[22 52] ; [1 7],[20.75609756 53.24390244] ; [2.24390244 5.75609756],0
b4,1,0.319535,0.990848,[50 24] ; [4 4],[48.73170732 25.26829268] ; [5.26829268 2.73170732],0
s8,1,0.361354,0.833182,[20 53] ; [1 7],[18.92592593 54.07407407] ; [2.07407407 5.92592593],0
s7,1,0.366582,0.815217,[24 45] ; [1 5],[23. 46.] ; [2. 4.],0
v1,1,0.406984,0.687595,[26 48] ; [4 4],[27.07317073 46.92682927] ; [2.92682927 5.07317073],0
v2,1,0.412132,0.672643,[34 38] ; [5 3],[35.1 36.9] ; [3.9 4.1],0
p11,1,0.413808,0.667833,[39 35] ; [3 5],[37.90243902 36.09756098] ; [4.09756098 3.90243902],0
b2,1,0.45128,0.567434,[13 34] ; [1 6],[12.18518519 34.81481481] ; [1.81481481 5.18518519],0
b3,1,0.45128,0.567434,[13 34] ; [1 6],[12.18518519 34.81481481] ; [1.81481481 5.18518519],0
a3,1,0.590117,0.290162,[53 21] ; [5 3],[52.34146341 21.65853659] ; [5.65853659 2.34146341],0
a6,1,0.650174,0.20568,[52 22] ; [5 3],[51.43902439 22.56097561] ; [5.56097561 2.43902439],0
b5,1,0.659606,0.194003,[43 31] ; [4 4],[42.41463415 31.58536585] ; [4.58536585 3.41463415],0
a2,1,0.667808,0.184177,[24 50] ; [2 6],[23.46341463 50.53658537] ; [2.53658537 5.46341463],0
p4,1,0.700891,0.147547,[33 41] ; [3 5],[32.48780488 41.51219512] ; [3.51219512 4.48780488],0
s3,1,0.700891,0.147547,[33 41] ; [3 5],[32.48780488 41.51219512] ; [3.51219512 4.48780488],0
u2,1,0.70386,0.144487,[11  9] ; [2 1],[11.30434783  8.69565217] ; [1.69565217 1.30434783],0
b1,1,0.755047,0.097338,[42 32] ; [5 3],[42.41463415 31.58536585] ; [4.58536585 3.41463415],0
p1,1,0.783061,0.075808,[ 7 67] ; [1 7],[ 7.2195122 66.7804878] ; [0.7804878 7.2195122],0
p6,1,0.859377,0.031388,[12 59] ; [1 6],[11.83333333 59.16666667] ; [1.16666667 5.83333333],0
v3,1,0.867427,0.027865,[20 52] ; [2 6],[19.8 52.2] ; [2.2 5.8],0
n2,1,0.893488,0.017927,[15 13] ; [2 2],[14.875 13.125] ; [2.125 1.875],0
s4,1,0.902325,0.015061,[10 61] ; [1 7],[ 9.88607595 61.11392405] ; [1.11392405 6.88607595],0
p3,1,0.931194,0.007455,[22 51] ; [2 5],[21.9 51.1] ; [2.1 4.9],0
s2,1,0.938206,0.00601,[26 46] ; [3 5],[26.1 45.9] ; [2.9 5.1],0
a7,1,0.949806,0.003963,[54 19] ; [6 2],[54.07407407 18.92592593] ; [5.92592593 2.07407407],0
s6,1,0.970656,0.001353,[36 37] ; [4 4],[36.04938272 36.95061728] ; [3.95061728 4.04938272],0
u3,1,1.0,0.0,[14  7] ; [2 1],[14.  7.] ; [2. 1.],0
