Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,71.844327,[12 87] ; [72 29],[41.58 57.42] ; [42.42 58.58],1
d5,1,0.0,64.521259,[49 50] ; [100   1],[73.755 25.245] ; [75.245 25.755],1
d3,1,0.0,63.788127,[38 61] ; [93  8],[64.845 34.155] ; [66.155 34.845],1
d4,1,0.0,44.923089,[55 44] ; [97  4],[75.24 23.76] ; [76.76 24.24],1
a3,1,0.0,29.88235,[41 58] ; [80 21],[59.895 39.105] ; [61.105 39.895],1
a2,1,0.0,25.904159,[ 2 97] ; [28 73],[14.85 84.15] ; [15.15 85.85],1
u1,1,4e-06,21.195581,[ 1 98] ; [22 79],[11.385 87.615] ; [11.615 89.385],1
a4,1,7e-06,20.329417,[19 80] ; [50 51],[34.155 64.845] ; [34.845 66.155],1
r1,1,0.000198,13.854192,[64 35] ; [88 13],[75.24 23.76] ; [76.76 24.24],1
a5,1,0.001168,10.540587,[55 44] ; [78 23],[65.835 33.165] ; [67.165 33.835],0
r4,1,0.001578,9.984852,[78 21] ; [95  6],[85.635 13.365] ; [87.365 13.635],0
s8,1,0.002835,8.910812,[29 70] ; [50 50],[39.30150754 59.69849246] ; [39.69849246 60.30150754],0
r2,1,0.004909,7.912775,[84 14] ; [96  3],[89.54314721  8.45685279] ; [90.45685279  8.54314721],0
n4,1,0.013641,6.084002,[61 37] ; [79 22],[68.94472362 29.05527638] ; [71.05527638 29.94472362],0
p4,1,0.082495,3.01504,[57 41] ; [70 30],[62.85858586 35.14141414] ; [64.14141414 35.85858586],0
s7,1,0.082708,3.010862,[38 58] ; [49 45],[43.95789474 52.04210526] ; [43.04210526 50.95789474],0
u3,1,0.136249,2.21982,[24 32] ; [13  8],[26.90909091 29.09090909] ; [10.09090909 10.90909091],0
b1,1,0.15566,2.015889,[43 56] ; [34 67],[38.115 60.885] ; [38.885 62.115],0
a1,1,0.157192,2.001033,[ 2 97] ; [ 6 95],[ 3.96 95.04] ; [ 4.04 96.96],0
v4,1,0.1832,1.771468,[91  7] ; [97  3],[93.05050505  4.94949495] ; [94.94949495  5.05050505],0
u2,1,0.188841,1.726637,[29 29] ; [14  7],[31.56962025 26.43037975] ; [11.43037975  9.56962025],0
