Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.067742,3.336898,[14 12] ; [ 3 10],[11.33333333 14.66666667] ; [5.66666667 7.33333333],0
p9,1,0.096821,2.757147,[ 9 16] ; [ 1 10],[ 6.94444444 18.05555556] ; [3.05555556 7.94444444],0
n4,1,0.141032,2.166667,[20  6] ; [7 6],[18.  8.] ; [9. 4.],0
r1,1,0.162587,1.95,[12 14] ; [ 3 10],[10. 16.] ; [5. 8.],0
d1,1,0.162587,1.95,[12 14] ; [ 3 10],[10. 16.] ; [5. 8.],0
a3,1,0.189446,1.721923,[18  7] ; [6 6],[16.21621622  8.78378378] ; [7.78378378 4.21621622],0
p8,1,0.191355,1.707158,[ 7 19] ; [ 1 11],[ 5.47368421 20.52631579] ; [2.52631579 9.47368421],0
b5,1,0.249745,1.324728,[ 9 17] ; [7 6],[10.66666667 15.33333333] ; [5.33333333 7.66666667],0
d3,1,0.253579,1.303476,[13 13] ; [4 9],[11.33333333 14.66666667] ; [5.66666667 7.33333333],0
v3,1,0.299625,1.075862,[ 8 18] ; [ 2 11],[ 6.66666667 19.33333333] ; [3.33333333 9.66666667],0
v1,1,0.299625,1.075862,[ 8 18] ; [ 2 11],[ 6.66666667 19.33333333] ; [3.33333333 9.66666667],0
d2,1,0.307431,1.041678,[12 13] ; [4 9],[10.52631579 14.47368421] ; [5.47368421 7.52631579],0
n2,1,0.329114,0.952381,[8 6] ; [2 4],[7. 7.] ; [3. 3.],0
b1,1,0.357168,0.847826,[14 12] ; [9 4],[15.33333333 10.66666667] ; [7.66666667 5.33333333],0
d5,1,0.361054,0.834225,[16 10] ; [6 7],[14.66666667 11.33333333] ; [7.33333333 5.66666667],0
a5,1,0.361054,0.834225,[16 10] ; [6 7],[14.66666667 11.33333333] ; [7.33333333 5.66666667],0
a4,1,0.372944,0.793833,[11 13] ; [4 9],[ 9.72972973 14.27027027] ; [5.27027027 7.72972973],0
p7,1,0.374333,0.789231,[ 3 22] ; [ 3 10],[ 3.94736842 21.05263158] ; [ 2.05263158 10.94736842],0
s6,1,0.420113,0.65,[ 5 21] ; [4 9],[ 6. 20.] ; [ 3. 10.],0
n5,1,0.420113,0.65,[21  5] ; [9 4],[20.  6.] ; [10.  3.],0
u3,1,0.437558,0.602679,[1 7] ; [2 5],[1.6 6.4] ; [1.4 5.6],0
s4,1,0.455414,0.557143,[ 2 24] ; [ 2 11],[ 2.66666667 23.33333333] ; [ 1.33333333 11.66666667],0
n1,1,0.550097,0.357143,[9 5] ; [3 3],[8.4 5.6] ; [3.6 2.4],0
a1,1,0.574922,0.314516,[ 6 20] ; [ 2 11],[ 5.33333333 20.66666667] ; [ 2.66666667 10.33333333],0
d4,1,0.647901,0.208556,[14 12] ; [8 5],[14.66666667 11.33333333] ; [7.33333333 5.66666667],0
a7,1,0.650506,0.205263,[14 12] ; [6 7],[13.33333333 12.66666667] ; [6.66666667 6.33333333],0
v2,1,0.663778,0.188967,[ 3 23] ; [ 2 10],[ 3.42105263 22.57894737] ; [ 1.57894737 10.42105263],0
b3,1,0.668129,0.183799,[ 8 10] ; [4 7],[ 7.44827586 10.55172414] ; [4.55172414 6.44827586],0
b2,1,0.668129,0.183799,[ 8 10] ; [4 7],[ 7.44827586 10.55172414] ; [4.55172414 6.44827586],0
s5,1,0.708992,0.139286,[ 3 23] ; [ 1 12],[ 2.66666667 23.33333333] ; [ 1.33333333 11.66666667],0
n6,1,0.715478,0.132867,[10 15] ; [6 7],[10.52631579 14.47368421] ; [5.47368421 7.52631579],0
s2,1,0.734849,0.114706,[ 3 23] ; [ 2 11],[ 3.33333333 22.66666667] ; [ 1.66666667 11.33333333],0
p4,1,0.734849,0.114706,[ 3 23] ; [ 2 11],[ 3.33333333 22.66666667] ; [ 1.66666667 11.33333333],0
s1,1,0.767957,0.087054,[ 5 21] ; [ 2 11],[ 4.66666667 21.33333333] ; [ 2.33333333 10.66666667],0
p1,1,0.767957,0.087054,[ 5 21] ; [ 2 11],[ 4.66666667 21.33333333] ; [ 2.33333333 10.66666667],0
b4,1,0.817941,0.052989,[15 11] ; [8 5],[15.33333333 10.66666667] ; [7.66666667 5.33333333],0
a6,1,0.819382,0.052139,[15 11] ; [7 6],[14.66666667 11.33333333] ; [7.33333333 5.66666667],0
n3,1,0.829454,0.046398,[5 8] ; [2 4],[4.78947368 8.21052632] ; [2.21052632 3.78947368],0
s3,1,1.0,0.0,[ 6 18] ; [3 9],[ 6. 18.] ; [3. 9.],0
s7,1,1.0,0.0,[ 4 20] ; [ 2 10],[ 4. 20.] ; [ 2. 10.],0
p3,1,1.0,0.0,[ 4 22] ; [ 2 11],[ 4. 22.] ; [ 2. 11.],0
a2,1,1.0,0.0,[ 4 22] ; [ 2 11],[ 4. 22.] ; [ 2. 11.],0
p11,1,1.0,0.0,[ 4 22] ; [ 2 11],[ 4. 22.] ; [ 2. 11.],0
