Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,53.556039,[22 79] ; [53 14],[45.08928571 55.91071429] ; [29.91071429 37.08928571],1
d3,1,0.0,49.829058,[34 67] ; [61  8],[56.44117647 44.55882353] ; [38.55882353 30.44117647],1
d5,1,0.0,48.702109,[44 57] ; [66  3],[65.35294118 35.64705882] ; [44.64705882 24.35294118],1
d4,1,0.0,40.786949,[51 50] ; [65  2],[69.73809524 31.26190476] ; [46.26190476 20.73809524],1
a4,1,0.0,32.224544,[23 77] ; [46 23],[40.82840237 59.17159763] ; [28.17159763 40.82840237],1
a2,1,0.0,28.868983,[ 5 96] ; [26 44],[18.30994152 82.69005848] ; [12.69005848 57.30994152],1
u1,1,0.0,27.380639,[  1 100] ; [19 51],[11.8128655 89.1871345] ; [ 8.1871345 61.8128655],1
a5,1,1e-06,24.740778,[39 62] ; [54 16],[54.92982456 46.07017544] ; [38.07017544 31.92982456],1
a3,1,7e-06,20.221574,[43 55] ; [55 15],[57.16666667 40.83333333] ; [40.83333333 29.16666667],1
a6,1,0.00032,12.95188,[45 56] ; [50 19],[56.44117647 44.55882353] ; [38.55882353 30.44117647],1
a7,1,0.000775,11.298984,[48 52] ; [51 18],[58.57988166 41.42011834] ; [40.42011834 28.57988166],1
v2,1,0.003826,8.364809,[27 72] ; [33 34],[35.78313253 63.21686747] ; [24.21686747 42.78313253],0
r1,1,0.015308,5.88071,[54 46] ; [50 19],[61.53846154 38.46153846] ; [42.46153846 26.53846154],0
r2,1,0.034054,4.491979,[75 25] ; [60  8],[80.35714286 19.64285714] ; [54.64285714 13.35714286],0
a8,1,0.038738,4.272321,[12 82] ; [ 2 61],[ 8.38216561 85.61783439] ; [ 5.61783439 57.38216561],0
p1,1,0.065465,3.393224,[ 4 95] ; [ 8 62],[ 7.0295858 91.9704142] ; [ 4.9704142 65.0295858],0
p7,1,0.099627,2.711511,[46 54] ; [23 46],[40.82840237 59.17159763] ; [28.17159763 40.82840237],0
r3,1,0.120151,2.415355,[74 26] ; [58 11],[78.10650888 21.89349112] ; [53.89349112 15.10650888],0
s7,1,0.141595,2.16054,[15 81] ; [16 48],[18.6 77.4] ; [12.4 51.6],0
p3,1,0.168809,1.89349,[30 71] ; [14 55],[26.14117647 74.85882353] ; [17.85882353 51.14117647],0
n6,1,0.206032,1.59909,[54 46] ; [44 25],[57.98816568 42.01183432] ; [40.01183432 28.98816568],0
s6,1,0.221869,1.492243,[34 67] ; [30 40],[37.80116959 63.19883041] ; [26.19883041 43.80116959],0
u3,1,0.226945,1.459908,[21 37] ; [8 7],[23.04109589 34.95890411] ; [5.95890411 9.04109589],0
s4,1,0.232499,1.425509,[17 84] ; [ 7 61],[14.34319527 86.65680473] ; [ 9.65680473 58.34319527],0
