Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,28.881101,[88 23] ; [31 45],[70.63636364 40.36363636] ; [48.36363636 27.63636364],1
d5,1,0.0,26.227891,[85 26] ; [30 46],[68.26203209 42.73796791] ; [46.73796791 29.26203209],1
d1,1,3.5e-05,17.119738,[55 56] ; [15 61],[41.55080214 69.44919786] ; [28.44919786 47.55080214],1
d4,1,5.3e-05,16.343355,[84 27] ; [35 40],[71.01612903 39.98387097] ; [47.98387097 27.01612903],1
a4,1,0.000158,14.279877,[51 58] ; [15 61],[38.88648649 70.11351351] ; [27.11351351 48.88648649],1
s7,1,0.000557,11.914936,[53 51] ; [18 54],[41.95454545 62.04545455] ; [29.04545455 42.95454545],1
p3,1,0.000807,11.224511,[49 60] ; [16 60],[38.2972973 70.7027027] ; [26.7027027 49.2972973],1
r1,1,0.00088,11.064495,[78 33] ; [35 41],[67.07486631 43.92513369] ; [45.92513369 30.07486631],1
a6,1,0.000966,10.892411,[56 55] ; [20 56],[45.11229947 65.88770053] ; [30.88770053 45.11229947],1
d2,1,0.002847,8.902944,[56 54] ; [22 54],[46.12903226 63.87096774] ; [31.87096774 44.12903226],0
r3,1,0.002998,8.808911,[98 13] ; [54 22],[90.22459893 20.77540107] ; [61.77540107 14.22459893],0
p11,1,0.004273,8.164074,[86 25] ; [44 32],[77.1657754 33.8342246] ; [52.8342246 23.1657754],0
r2,1,0.005595,7.676246,[96 12] ; [54 20],[89.01098901 18.98901099] ; [60.98901099 13.01098901],0
p10,1,0.007702,7.101519,[77 31] ; [39 36],[68.45901639 39.54098361] ; [47.54098361 27.45901639],0
p9,1,0.008656,6.892548,[83 25] ; [44 31],[74.95081967 33.04918033] ; [52.04918033 22.95081967],0
v3,1,0.008922,6.838305,[45 60] ; [18 57],[36.75 68.25] ; [26.25 48.75],0
r4,1,0.009139,6.7955,[83 28] ; [43 33],[74.79144385 36.20855615] ; [51.20855615 24.79144385],0
s8,1,0.010606,6.530196,[48 63] ; [19 57],[39.77005348 71.22994652] ; [27.22994652 48.77005348],0
b3,1,0.010747,6.5067,[36 39] ; [12 36],[29.26829268 45.73170732] ; [18.73170732 29.26829268],0
b2,1,0.010747,6.5067,[36 39] ; [12 36],[29.26829268 45.73170732] ; [18.73170732 29.26829268],0
s6,1,0.014885,5.930072,[59 51] ; [27 49],[50.86021505 59.13978495] ; [35.13978495 40.86021505],0
n4,1,0.015045,5.911174,[88 23] ; [48 28],[80.72727273 30.27272727] ; [55.27272727 20.72727273],0
p2,1,0.025835,4.96703,[80 27] ; [45 31],[73.08743169 33.91256831] ; [51.91256831 24.08743169],0
v4,1,0.041847,4.141368,[96 14] ; [56 18],[90.86956522 19.13043478] ; [61.13043478 12.86956522],0
n3,1,0.061129,3.506495,[26  9] ; [15 14],[22.421875 12.578125] ; [18.578125 10.421875],0
v1,1,0.088548,2.900572,[52 56] ; [27 49],[46.36956522 61.63043478] ; [32.63043478 43.36956522],0
u1,1,0.097642,2.743634,[  7 104] ; [ 1 75],[  4.7486631 106.2513369] ; [ 3.2513369 72.7486631],0
d3,1,0.107393,2.592178,[48 63] ; [24 52],[42.73796791 68.26203209] ; [29.26203209 46.73796791],0
s2,1,0.153792,2.034228,[43 67] ; [22 54],[38.44086022 71.55913978] ; [26.55913978 49.44086022],0
n6,1,0.164114,1.935908,[84 26] ; [51 25],[79.83870968 30.16129032] ; [55.16129032 20.83870968],0
p8,1,0.167242,1.907496,[46 61] ; [25 51],[41.5136612 65.4863388] ; [29.4863388 46.5136612],0
b5,1,0.172563,1.860537,[53 58] ; [44 32],[57.57754011 53.42245989] ; [39.42245989 36.57754011],0
n1,1,0.269301,1.220307,[16 20] ; [ 9 20],[13.84615385 22.15384615] ; [11.15384615 17.84615385],0
n5,1,0.338532,0.915983,[84 27] ; [52 23],[81.16129032 29.83870968] ; [54.83870968 20.16129032],0
v2,1,0.370117,0.803272,[47 60] ; [26 44],[44.1299435 62.8700565] ; [28.8700565 41.1299435],0
n2,1,0.453305,0.562375,[25 12] ; [17 12],[23.54545455 13.45454545] ; [18.45454545 10.54545455],0
a1,1,0.481285,0.49595,[  7 104] ; [ 3 73],[  5.93582888 105.06417112] ; [ 4.06417112 71.93582888],0
p12,1,0.485435,0.486628,[  5 103] ; [ 2 74],[  4.10869565 103.89130435] ; [ 2.89130435 73.10869565],0
u3,1,0.548861,0.359362,[ 7 16] ; [17 28],[ 8.11764706 14.88235294] ; [15.88235294 29.11764706],0
p4,1,0.554129,0.349971,[49 60] ; [30 44],[47.05464481 61.94535519] ; [31.94535519 42.05464481],0
p7,1,0.606213,0.265727,[58 51] ; [36 37],[56.2967033 52.7032967] ; [37.7032967 35.2967033],0
b4,1,0.631681,0.229788,[53 58] ; [39 37],[54.60962567 56.39037433] ; [37.39037433 38.60962567],0
p6,1,0.650068,0.205815,[26 80] ; [16 58],[24.73333333 81.26666667] ; [17.26666667 56.73333333],0
s1,1,0.651626,0.203857,[  6 104] ; [ 3 72],[  5.35135135 104.64864865] ; [ 3.64864865 71.35135135],0
s4,1,0.663619,0.189158,[14 97] ; [ 8 68],[13.05882353 97.94117647] ; [ 8.94117647 67.05882353],0
b1,1,0.678825,0.171451,[56 55] ; [36 40],[54.60962567 56.39037433] ; [37.39037433 38.60962567],0
p1,1,0.749294,0.102125,[  6 104] ; [ 5 71],[  6.50537634 103.49462366] ; [ 4.49462366 71.50537634],0
a8,1,0.777756,0.079662,[10 93] ; [ 6 65],[ 9.47126437 93.52873563] ; [ 6.52873563 64.47126437],0
