Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,43.756512,[25 64] ; [122  50],[50.12643678 38.87356322] ; [96.87356322 75.12643678],1
d5,1,1.2e-05,19.103441,[46 43] ; [135  38],[61.48473282 27.51526718] ; [119.51526718  53.48473282],1
a6,1,4.2e-05,16.79509,[42 47] ; [126  47],[57.06870229 31.93129771] ; [110.93129771  62.06870229],1
r3,1,0.000102,15.108136,[66 23] ; [158  14],[76.38314176 12.61685824] ; [147.61685824  24.38314176],1
d4,1,0.000315,12.981012,[53 36] ; [139  34],[65.22137405 23.77862595] ; [126.77862595  46.22137405],1
d1,1,0.001081,10.683632,[25 64] ; [85 88],[37.36641221 51.63358779] ; [ 72.63358779 100.36641221],0
p10,1,0.00533,7.763929,[45 43] ; [117  53],[55.25581395 32.74418605] ; [106.74418605  63.25581395],0
a2,1,0.007901,7.05579,[ 6 83] ; [ 33 140],[13.2480916 75.7519084] ; [ 25.7519084 147.2480916],0
u1,1,0.00835,6.956847,[ 1 88] ; [ 17 156],[ 6.11450382 82.88549618] ; [ 11.88549618 161.11450382],0
b5,1,0.008853,6.852191,[46 43] ; [118  55],[55.70992366 33.29007634] ; [108.29007634  64.70992366],0
p9,1,0.011046,6.457901,[52 35] ; [127  42],[60.83203125 26.16796875] ; [118.16796875  50.83203125],0
a3,1,0.012718,6.207907,[43 45] ; [111  60],[52.32432432 35.67567568] ; [101.67567568  69.32432432],0
r1,1,0.014206,6.012398,[50 39] ; [122  49],[58.87692308 30.12307692] ; [113.12307692  57.87692308],0
v2,1,0.017549,5.64065,[27 58] ; [76 84],[35.73469388 49.26530612] ; [67.26530612 92.73469388],0
r4,1,0.020364,5.380394,[60 29] ; [139  34],[67.59923664 21.40076336] ; [131.40076336  41.59923664],0
u2,1,0.02692,4.895956,[15 31] ; [33 28],[20.63551402 25.36448598] ; [27.36448598 33.63551402],0
u3,1,0.034618,4.463918,[13 33] ; [30 32],[18.31481481 27.68518519] ; [24.68518519 37.31481481],0
r2,1,0.048768,3.883318,[73 15] ; [156  15],[77.80694981 10.19305019] ; [151.19305019  19.80694981],0
v3,1,0.048964,3.876578,[15 71] ; [ 48 119],[21.41501976 64.58498024] ; [ 41.58498024 125.41501976],0
v4,1,0.054592,3.694517,[72 17] ; [153  18],[77.01923077 11.98076923] ; [147.98076923  23.01923077],0
p8,1,0.095899,2.772453,[20 69] ; [ 55 115],[25.77220077 63.22779923] ; [ 49.22779923 120.77220077],0
a5,1,0.098735,2.725852,[44 45] ; [104  69],[50.27480916 38.72519084] ; [97.72519084 75.27480916],0
b1,1,0.098844,2.724095,[38 51] ; [ 56 117],[31.93129771 57.06870229] ; [ 62.06870229 110.93129771],0
a1,1,0.102915,2.659783,[ 8 81] ; [  7 166],[ 5.09541985 83.90458015] ; [  9.90458015 163.09541985],0
a4,1,0.109106,2.567124,[24 64] ; [ 64 108],[29.78461538 58.21538462] ; [ 58.21538462 113.78461538],0
p2,1,0.122917,2.37975,[53 35] ; [120  52],[58.55384615 29.44615385] ; [114.44615385  57.55384615],0
a8,1,0.136171,2.220708,[ 6 79] ; [ 22 143],[ 9.52 75.48] ; [ 18.48 146.52],0
n1,1,0.198599,1.652651,[ 9 28] ; [19 32],[11.77272727 25.22727273] ; [16.22727273 34.77272727],0
s5,1,0.22946,1.444206,[19 66] ; [ 27 140],[15.51587302 69.48412698] ; [ 30.48412698 136.51587302],0
s2,1,0.279175,1.1711,[17 70] ; [ 44 128],[20.49034749 66.50965251] ; [ 40.50965251 131.49034749],0
s6,1,0.315534,1.007368,[31 56] ; [72 99],[34.73255814 52.26744186] ; [ 68.26744186 102.73255814],0
b3,1,0.321353,0.983432,[18 31] ; [23 58],[15.45384615 33.54615385] ; [25.54615385 55.45384615],0
b2,1,0.321353,0.983432,[18 31] ; [23 58],[15.45384615 33.54615385] ; [25.54615385 55.45384615],0
n3,1,0.340298,0.909308,[22 15] ; [36 16],[24.11235955 12.88764045] ; [33.88764045 18.11235955],0
n2,1,0.37822,0.776478,[27 10] ; [34 19],[25.07777778 11.92222222] ; [35.92222222 17.07777778],0
