Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.825822,[ 7 21] ; [97 24],[19.54362416  8.45637584] ; [84.45637584 36.54362416],1
s3,1,0.326654,0.962116,[10 17] ; [56 62],[12.28965517 14.71034483] ; [53.71034483 64.28965517],0
b1,1,0.338434,0.916356,[16 12] ; [57 64],[13.71812081 14.28187919] ; [59.28187919 61.71812081],0
a8,1,0.345267,0.890777,[ 1 25] ; [ 11 104],[ 2.21276596 23.78723404] ; [  9.78723404 105.21276596],0
a1,1,0.497476,0.460317,[ 2 26] ; [  5 116],[ 1.31543624 26.68456376] ; [  5.68456376 115.31543624],0
a2,1,0.542844,0.370294,[ 1 27] ; [  8 113],[ 1.69127517 26.30872483] ; [  7.30872483 113.69127517],0
n5,1,0.556345,0.346072,[18 10] ; [84 36],[19.2972973  8.7027027] ; [82.7027027 37.2972973],0
s1,1,0.633638,0.22716,[ 1 27] ; [  7 113],[ 1.51351351 26.48648649] ; [  6.48648649 113.51351351],0
d3,1,0.641059,0.217359,[10 18] ; [49 72],[11.08724832 16.91275168] ; [47.91275168 73.08724832],0
d2,1,0.649007,0.207154,[13 14] ; [52 68],[11.93877551 15.06122449] ; [53.06122449 66.93877551],0
s4,1,0.655551,0.198973,[ 5 23] ; [26 94],[ 5.86486486 22.13513514] ; [25.13513514 94.86486486],0
p12,1,0.6654,0.18703,[ 1 26] ; [  7 114],[ 1.45945946 25.54054054] ; [  6.54054054 114.45945946],0
d1,1,0.695507,0.153188,[12 16] ; [47 74],[11.08724832 16.91275168] ; [47.91275168 73.08724832],0
v2,1,0.726155,0.122671,[ 7 20] ; [34 82],[ 7.74125874 19.25874126] ; [33.25874126 82.74125874],0
n4,1,0.736645,0.113098,[19  9] ; [86 35],[19.73154362  8.26845638] ; [85.26845638 35.73154362],0
b4,1,0.803378,0.06199,[16 12] ; [66 55],[15.40939597 12.59060403] ; [66.59060403 54.40939597],0
d4,1,0.820686,0.051376,[18 10] ; [75 46],[17.47651007 10.52348993] ; [75.52348993 45.47651007],0
p5,1,0.844186,0.038629,[ 2 26] ; [ 10 111],[ 2.25503356 25.74496644] ; [  9.74496644 111.25503356],0
b5,1,0.881964,0.022046,[12 16] ; [50 71],[11.65100671 16.34899329] ; [50.34899329 70.65100671],0
a4,1,0.947598,0.00432,[10 17] ; [44 77],[ 9.85135135 17.14864865] ; [44.14864865 76.85135135],0
