Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.825822,[ 7 21] ; [97 24],[19.54362416  8.45637584] ; [84.45637584 36.54362416],1
r3,1,2e-06,22.46654,[13 15] ; [105  16],[22.17449664  5.82550336] ; [95.82550336 25.17449664],1
r2,1,0.000107,15.000579,[15 12] ; [105  15],[22.04081633  4.95918367] ; [97.95918367 22.04081633],1
p2,1,0.000147,14.407184,[ 9 18] ; [87 34],[17.51351351  9.48648649] ; [78.48648649 42.51351351],1
n6,1,0.000393,12.563176,[14 14] ; [99 22],[21.23489933  6.76510067] ; [91.76510067 29.23489933],1
p8,1,0.001675,9.875209,[ 4 24] ; [56 64],[11.35135135 16.64864865] ; [48.64864865 71.35135135],0
p7,1,0.002204,9.37125,[ 7 21] ; [68 51],[14.28571429 13.71428571] ; [60.71428571 58.28571429],0
p10,1,0.008678,6.888024,[10 17] ; [78 43],[16.05405405 10.94594595] ; [71.94594595 49.05405405],0
p9,1,0.009751,6.679739,[12 15] ; [84 35],[17.75342466  9.24657534] ; [78.24657534 40.75342466],0
s8,1,0.0104,6.565077,[ 3 25] ; [43 78],[ 8.6442953 19.3557047] ; [37.3557047 83.6442953],0
r1,1,0.011389,6.403597,[10 18] ; [75 46],[15.97315436 12.02684564] ; [69.02684564 51.97315436],0
n2,1,0.011773,6.344763,[4 8] ; [34 13],[7.72881356 4.27118644] ; [30.27118644 16.72881356],0
s7,1,0.012298,6.267446,[ 5 22] ; [51 63],[10.72340426 16.27659574] ; [45.27659574 68.72340426],0
s6,1,0.013649,6.083033,[ 8 19] ; [66 52],[13.77931034 13.22068966] ; [60.22068966 57.77931034],0
p1,1,0.026611,4.915905,[ 6 22] ; [  9 112],[ 2.81879195 25.18120805] ; [ 12.18120805 108.81879195],0
p6,1,0.027083,4.885516,[ 3 23] ; [40 80],[ 7.65753425 18.34246575] ; [35.34246575 84.65753425],0
u2,1,0.030302,4.692082,[ 4 12] ; [27 21],[7.75 8.25] ; [23.25 24.75],0
u3,1,0.037683,4.319287,[ 2 14] ; [20 29],[ 5.41538462 10.58461538] ; [16.58461538 32.41538462],0
p11,1,0.040878,4.181055,[14 14] ; [85 36],[18.60402685  9.39597315] ; [80.39597315 40.60402685],0
d5,1,0.052592,3.756847,[13 15] ; [80 41],[17.47651007 10.52348993] ; [75.52348993 45.47651007],0
b2,1,0.053725,3.721231,[10 10] ; [19 51],[ 6.44444444 13.55555556] ; [22.55555556 47.44444444],0
b3,1,0.053725,3.721231,[10 10] ; [19 51],[ 6.44444444 13.55555556] ; [22.55555556 47.44444444],0
s2,1,0.06351,3.443265,[ 5 23] ; [43 76],[ 9.14285714 18.85714286] ; [38.85714286 80.14285714],0
a3,1,0.109448,2.562173,[12 16] ; [72 49],[15.7852349 12.2147651] ; [68.2147651 52.7852349],0
v3,1,0.118857,2.432315,[ 3 24] ; [29 87],[ 6.04195804 20.95804196] ; [25.95804196 90.04195804],0
n3,1,0.120296,2.413468,[4 7] ; [28 17],[6.28571429 4.71428571] ; [25.71428571 19.28571429],0
a6,1,0.120343,2.412847,[ 8 20] ; [54 67],[11.65100671 16.34899329] ; [50.34899329 70.65100671],0
p4,1,0.122387,2.3865,[ 9 19] ; [57 61],[12.65753425 15.34246575] ; [53.34246575 64.65753425],0
a5,1,0.131444,2.275368,[13 15] ; [75 46],[16.53691275 11.46308725] ; [71.46308725 49.53691275],0
n1,1,0.153019,2.041894,[6 6] ; [13 33],[3.93103448 8.06896552] ; [15.06896552 30.93103448],0
p3,1,0.18556,1.752524,[ 8 20] ; [51 70],[11.08724832 16.91275168] ; [47.91275168 73.08724832],0
u4,1,0.255352,1.293783,[ 1 27] ; [  1 120],[ 0.37583893 27.62416107] ; [  1.62416107 119.37583893],0
s5,1,0.282393,1.155537,[ 5 22] ; [33 82],[ 7.22535211 19.77464789] ; [30.77464789 84.22535211],0
