Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,73.242211,[22 59] ; [112  19],[51.19811321 29.80188679] ; [82.80188679 48.19811321],1
n6,1,0.000106,15.019965,[42 38] ; [103  29],[54.71698113 25.28301887] ; [90.28301887 41.71698113],1
s4,1,0.002333,9.267001,[26 55] ; [ 19 112],[17.19339623 63.80660377] ; [ 27.80660377 103.19339623],0
n1,1,0.007819,7.074567,[ 8 23] ; [27 21],[13.73417722 17.26582278] ; [21.26582278 26.73417722],0
p5,1,0.009291,6.765976,[ 1 79] ; [ 14 116],[ 5.71428571 74.28571429] ; [  9.28571429 120.71428571],0
s8,1,0.016588,5.739403,[20 60] ; [54 77],[28.05687204 51.94312796] ; [45.94312796 85.05687204],0
v1,1,0.025059,5.019776,[27 52] ; [66 66],[34.81990521 44.18009479] ; [58.18009479 73.81990521],0
s7,1,0.041824,4.142319,[25 48] ; [60 62],[31.82051282 41.17948718] ; [53.17948718 68.82051282],0
u2,1,0.042289,4.123594,[17 12] ; [14 27],[12.84285714 16.15714286] ; [18.15714286 22.84285714],0
r3,1,0.067144,3.351506,[74  7] ; [107  23],[69.48341232 11.51658768] ; [111.51658768  18.48341232],0
b2,1,0.077211,3.122643,[ 6 27] ; [25 46],[ 9.83653846 23.16346154] ; [21.16346154 49.83653846],0
b3,1,0.077211,3.122643,[ 6 27] ; [25 46],[ 9.83653846 23.16346154] ; [21.16346154 49.83653846],0
a1,1,0.082641,3.01219,[ 2 79] ; [ 11 121],[ 4.94366197 76.05633803] ; [  8.05633803 123.94366197],0
p6,1,0.083125,3.002711,[18 61] ; [44 85],[23.54807692 55.45192308] ; [38.45192308 90.54807692],0
p9,1,0.088542,2.900675,[42 34] ; [86 42],[47.68627451 28.31372549] ; [80.31372549 47.68627451],0
p2,1,0.141606,2.160417,[47 33] ; [90 41],[51.94312796 28.05687204] ; [85.05687204 45.94312796],0
p10,1,0.142044,2.155675,[37 40] ; [75 53],[42.06829268 34.93170732] ; [69.93170732 58.06829268],0
p4,1,0.152777,2.044304,[30 49] ; [63 68],[34.98571429 44.01428571] ; [58.01428571 72.98571429],0
n2,1,0.15878,1.985806,[19 12] ; [38 12],[21.81481481  9.18518519] ; [35.18518519 14.81481481],0
b4,1,0.201071,1.634579,[49 32] ; [68 64],[44.49295775 36.50704225] ; [72.50704225 59.49295775],0
d4,1,0.20146,1.631756,[66 15] ; [96 34],[62.18957346 18.81042654] ; [99.81042654 30.18957346],0
p7,1,0.218446,1.514554,[33 47] ; [64 64],[37.30769231 42.69230769] ; [59.69230769 68.30769231],0
v2,1,0.272959,1.201815,[39 37] ; [56 73],[35.2195122 40.7804878] ; [59.7804878 69.2195122],0
d1,1,0.301926,1.06567,[47 34] ; [67 65],[43.35211268 37.64788732] ; [70.64788732 61.35211268],0
u1,1,0.310985,1.026489,[11 70] ; [ 25 107],[13.69014085 67.30985915] ; [ 22.30985915 109.69014085],0
a3,1,0.314995,1.009615,[50 30] ; [90 40],[53.33333333 26.66666667] ; [86.66666667 43.33333333],0
b1,1,0.32988,0.94937,[38 43] ; [71 61],[41.45070423 39.54929577] ; [67.54929577 64.45070423],0
u3,1,0.361686,0.832032,[17 12] ; [20 22],[15.11267606 13.88732394] ; [21.88732394 20.11267606],0
s1,1,0.363178,0.826873,[ 7 74] ; [  7 122],[ 5.4 75.6] ; [  8.6 120.4],0
a4,1,0.379552,0.772151,[33 48] ; [61 69],[36.08530806 44.91469194] ; [57.91469194 72.08530806],0
d5,1,0.401594,0.703548,[65 15] ; [100  31],[62.55924171 17.44075829] ; [102.44075829  28.55924171],0
p12,1,0.410432,0.677549,[ 1 78] ; [  4 127],[ 1.88095238 77.11904762] ; [  3.11904762 127.88095238],0
n3,1,0.420464,0.649019,[22  8] ; [31 17],[20.38461538  9.61538462] ; [32.61538462 15.38461538],0
s6,1,0.439135,0.598541,[47 32] ; [83 45],[49.61352657 29.38647343] ; [80.38647343 47.61352657],0
p1,1,0.453272,0.562456,[ 6 74] ; [ 14 118],[ 7.54716981 72.45283019] ; [ 12.45283019 119.54716981],0
r1,1,0.461485,0.54229,[58 23] ; [99 31],[60.27014218 20.72985782] ; [96.72985782 33.27014218],0
