Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.04557,3.997403,[ 4 10] ; [4 1],[5.89473684 8.10526316] ; [2.10526316 2.89473684],0
r1,1,0.088676,2.898254,[5 9] ; [4 1],[6.63157895 7.36842105] ; [2.36842105 2.63157895],0
b5,1,0.088676,2.898254,[9 5] ; [1 4],[7.36842105 6.63157895] ; [2.63157895 2.36842105],0
v2,1,0.153338,2.03873,[6 8] ; [4 1],[7.36842105 6.63157895] ; [2.63157895 2.36842105],0
b1,1,0.153338,2.03873,[6 8] ; [4 1],[7.36842105 6.63157895] ; [2.63157895 2.36842105],0
a3,1,0.211088,1.563946,[10  4] ; [2 3],[8.84210526 5.15789474] ; [3.15789474 1.84210526],0
v3,1,0.211088,1.563946,[ 4 10] ; [3 2],[5.15789474 8.84210526] ; [1.84210526 3.15789474],0
a5,1,0.36308,0.827211,[8 6] ; [4 1],[8.84210526 5.15789474] ; [3.15789474 1.84210526],0
b4,1,0.36308,0.827211,[8 6] ; [4 1],[8.84210526 5.15789474] ; [3.15789474 1.84210526],0
s8,1,0.418222,0.655306,[ 3 11] ; [2 3],[ 3.68421053 10.31578947] ; [1.31578947 3.68421053],0
a8,1,0.421317,0.646639,[ 1 13] ; [1 4],[ 1.47368421 12.52631579] ; [0.52631579 4.47368421],0
a2,1,0.421317,0.646639,[ 1 13] ; [1 4],[ 1.47368421 12.52631579] ; [0.52631579 4.47368421],0
p4,1,0.509893,0.434286,[6 8] ; [3 2],[6.63157895 7.36842105] ; [2.36842105 2.63157895],0
d2,1,0.509893,0.434286,[6 8] ; [3 2],[6.63157895 7.36842105] ; [2.36842105 2.63157895],0
d3,1,0.509893,0.434286,[8 6] ; [2 3],[7.36842105 6.63157895] ; [2.63157895 2.36842105],0
n5,1,0.516407,0.421062,[9 5] ; [4 1],[9.57894737 4.42105263] ; [3.42105263 1.57894737],0
n4,1,0.516407,0.421062,[9 5] ; [4 1],[9.57894737 4.42105263] ; [3.42105263 1.57894737],0
d4,1,0.636982,0.222711,[10  4] ; [3 2],[9.57894737 4.42105263] ; [3.42105263 1.57894737],0
n6,1,0.647743,0.208757,[9 4] ; [4 1],[9.38888889 3.61111111] ; [3.61111111 1.38888889],0
u2,1,0.659243,0.194444,[2 2] ; [2 1],[2.28571429 1.71428571] ; [1.71428571 1.28571429],0
s6,1,0.6885,0.160714,[9 5] ; [3 1],[9.33333333 4.66666667] ; [2.66666667 1.33333333],0
p11,1,0.700668,0.147778,[7 7] ; [2 3],[6.63157895 7.36842105] ; [2.36842105 2.63157895],0
a6,1,0.700668,0.147778,[7 7] ; [2 3],[6.63157895 7.36842105] ; [2.36842105 2.63157895],0
p8,1,0.709815,0.138462,[4 9] ; [2 3],[4.33333333 8.66666667] ; [1.66666667 3.33333333],0
s7,1,0.771084,0.084656,[5 7] ; [2 2],[5.25 6.75] ; [1.75 2.25],0
d1,1,0.864591,0.029082,[5 9] ; [2 3],[5.15789474 8.84210526] ; [1.84210526 3.15789474],0
p2,1,0.864591,0.029082,[9 5] ; [3 2],[8.84210526 5.15789474] ; [3.15789474 1.84210526],0
p6,1,0.864591,0.029082,[5 9] ; [2 3],[5.15789474 8.84210526] ; [1.84210526 3.15789474],0
s5,1,0.879563,0.022959,[ 3 11] ; [1 3],[ 3.11111111 10.88888889] ; [0.88888889 3.11111111],0
v1,1,0.911557,0.012338,[6 8] ; [2 3],[5.89473684 8.10526316] ; [2.10526316 2.89473684],0
d5,1,0.911557,0.012338,[8 6] ; [3 2],[8.10526316 5.89473684] ; [2.89473684 2.10526316],0
p3,1,0.911557,0.012338,[8 6] ; [3 2],[8.10526316 5.89473684] ; [2.89473684 2.10526316],0
p7,1,0.911557,0.012338,[6 8] ; [2 3],[5.89473684 8.10526316] ; [2.10526316 2.89473684],0
p9,1,0.911557,0.012338,[8 6] ; [3 2],[8.10526316 5.89473684] ; [2.89473684 2.10526316],0
p10,1,0.911557,0.012338,[8 6] ; [3 2],[8.10526316 5.89473684] ; [2.89473684 2.10526316],0
s3,1,0.946375,0.004524,[11  3] ; [4 1],[11.05263158  2.94736842] ; [3.94736842 1.05263158],0
s4,1,0.946375,0.004524,[ 3 11] ; [1 4],[ 2.94736842 11.05263158] ; [1.05263158 3.94736842],0
a4,1,0.946375,0.004524,[ 3 11] ; [1 4],[ 2.94736842 11.05263158] ; [1.05263158 3.94736842],0
