Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,2.2e-05,18.039726,[32 29] ; [18 74],[19.93464052 41.06535948] ; [30.06535948 61.93464052],1
p8,1,0.000107,15.008278,[29 31] ; [17 74],[18.2781457 41.7218543] ; [27.7218543 63.2781457],1
p4,1,0.000118,14.825382,[34 27] ; [23 69],[22.7254902 38.2745098] ; [34.2745098 57.7254902],1
p2,1,0.000896,11.031474,[48 13] ; [48 44],[38.2745098 22.7254902] ; [57.7254902 34.2745098],1
b2,1,0.003908,8.326232,[ 7 34] ; [22 26],[13.35955056 27.64044944] ; [15.64044944 32.35955056],0
b3,1,0.003908,8.326232,[ 7 34] ; [22 26],[13.35955056 27.64044944] ; [15.64044944 32.35955056],0
s3,1,0.004691,7.994831,[33 27] ; [29 62],[24.63576159 35.36423841] ; [37.36423841 53.63576159],0
s8,1,0.012691,6.211674,[17 44] ; [11 81],[11.16339869 49.83660131] ; [16.83660131 75.16339869],0
s6,1,0.013532,6.098185,[34 26] ; [33 58],[26.62251656 33.37748344] ; [40.37748344 50.62251656],0
v4,1,0.021886,5.254787,[52  8] ; [65 27],[46.18421053 13.81578947] ; [70.81578947 21.18421053],0
n3,1,0.046766,3.953772,[16  4] ; [18 16],[12.59259259  7.40740741] ; [21.40740741 12.59259259],0
r4,1,0.059817,3.542439,[36 25] ; [40 52],[30.30065359 30.69934641] ; [45.69934641 46.30065359],0
b4,1,0.104265,2.639059,[29 32] ; [56 36],[33.88888889 27.11111111] ; [51.11111111 40.88888889],0
a6,1,0.119537,2.423378,[37 24] ; [44 48],[32.29411765 28.70588235] ; [48.70588235 43.29411765],0
s7,1,0.132363,2.264564,[19 39] ; [19 69],[15.09589041 42.90410959] ; [22.90410959 65.09589041],0
a4,1,0.14119,2.164943,[14 47] ; [31 60],[18.05921053 42.94078947] ; [26.94078947 64.05921053],0
u1,1,0.157015,2.002737,[ 1 60] ; [ 6 86],[ 2.79084967 58.20915033] ; [ 4.20915033 87.79084967],0
d2,1,0.168345,1.897619,[19 42] ; [38 52],[23.02649007 37.97350993] ; [33.97350993 56.02649007],0
r3,1,0.179661,1.800423,[50 11] ; [66 25],[46.55263158 14.44736842] ; [69.44736842 21.55263158],0
d1,1,0.193276,1.692471,[17 44] ; [35 57],[20.73202614 40.26797386] ; [31.26797386 60.73202614],0
s4,1,0.206251,1.597546,[15 46] ; [15 77],[11.96078431 49.03921569] ; [18.03921569 73.96078431],0
s2,1,0.230477,1.437917,[25 36] ; [29 63],[21.52941176 39.47058824] ; [32.47058824 59.52941176],0
p1,1,0.273146,1.200877,[ 3 58] ; [ 9 83],[ 4.78431373 56.21568627] ; [ 7.21568627 84.78431373],0
p11,1,0.32313,0.976236,[40 21] ; [53 39],[37.07843137 23.92156863] ; [55.92156863 36.07843137],0
b1,1,0.330207,0.948085,[23 38] ; [42 50],[25.91503268 35.08496732] ; [39.08496732 52.91503268],0
p12,1,0.343619,0.896883,[ 2 59] ; [ 1 90],[ 1.20394737 59.79605263] ; [ 1.79605263 89.20394737],0
n1,1,0.349396,0.87565,[ 8 11] ; [10 24],[ 6.45283019 12.54716981] ; [11.54716981 22.45283019],0
s1,1,0.349921,0.873743,[ 3 58] ; [ 2 90],[ 1.99346405 59.00653595] ; [ 3.00653595 88.99346405],0
n4,1,0.392095,0.732434,[40 21] ; [54 38],[37.47712418 23.52287582] ; [56.52287582 35.47712418],0
v3,1,0.400237,0.707614,[15 46] ; [17 73],[12.92715232 48.07284768] ; [19.07284768 70.92715232],0
v2,1,0.408406,0.683435,[21 40] ; [25 64],[18.70666667 42.29333333] ; [27.29333333 61.70666667],0
u3,1,0.419804,0.650863,[ 8 18] ; [17 25],[ 9.55882353 16.44117647] ; [15.44117647 26.55882353],0
p10,1,0.444514,0.584602,[41 20] ; [55 35],[38.78145695 22.21854305] ; [57.21854305 32.78145695],0
a8,1,0.470516,0.520764,[ 4 55] ; [ 9 79],[ 5.21768707 53.78231293] ; [ 7.78231293 80.21768707],0
v1,1,0.544838,0.366646,[23 36] ; [30 58],[21.27210884 37.72789116] ; [31.72789116 56.27210884],0
n6,1,0.557925,0.343309,[45 15] ; [65 27],[43.42105263 16.57894737] ; [66.57894737 25.42105263],0
n2,1,0.56771,0.326529,[15  5] ; [23 11],[14.07407407  5.92592593] ; [23.92592593 10.07407407],0
p9,1,0.596561,0.280213,[45 16] ; [60 26],[43.57142857 17.42857143] ; [61.42857143 24.57142857],0
d4,1,0.611379,0.258172,[38 23] ; [61 31],[39.47058824 21.52941176] ; [59.52941176 32.47058824],0
a3,1,0.628558,0.234022,[35 25] ; [50 42],[33.55263158 26.44736842] ; [51.44736842 40.55263158],0
a1,1,0.630026,0.232026,[ 4 57] ; [ 8 84],[ 4.78431373 56.21568627] ; [ 7.21568627 84.78431373],0
u2,1,0.633672,0.227115,[11 14] ; [16 26],[10.07462687 14.92537313] ; [16.92537313 25.07462687],0
