Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000113,14.901107,[11 84] ; [16 23],[19.14179104 75.85820896] ; [ 7.85820896 31.14179104],1
p3,1,0.000197,13.86254,[22 73] ; [22 17],[31.19402985 63.80597015] ; [12.80597015 26.19402985],1
p7,1,0.000319,12.956079,[29 66] ; [25 14],[38.28358209 56.71641791] ; [15.71641791 23.28358209],1
p2,1,0.001375,10.23867,[47 48] ; [31  8],[55.29850746 39.70149254] ; [22.70149254 16.29850746],0
n6,1,0.002981,8.819182,[52 43] ; [32  7],[59.55223881 35.44776119] ; [24.44776119 14.55223881],0
p10,1,0.008334,6.960221,[34 59] ; [24 15],[40.86363636 52.13636364] ; [17.13636364 21.86363636],0
r4,1,0.015065,5.908884,[55 41] ; [31  8],[61.15555556 34.84444444] ; [24.84444444 14.15555556],0
p4,1,0.015887,5.815355,[30 65] ; [21 18],[36.15671642 58.84328358] ; [14.84328358 24.15671642],0
b1,1,0.018191,5.577674,[63 33] ; [17 22],[56.88888889 39.11111111] ; [23.11111111 15.88888889],0
p5,1,0.019488,5.457217,[ 5 90] ; [ 7 32],[ 8.50746269 86.49253731] ; [ 3.49253731 35.50746269],0
r3,1,0.025226,5.008275,[62 34] ; [32  6],[67.34328358 28.65671642] ; [26.65671642 11.34328358],0
n1,1,0.02646,4.925682,[16 30] ; [9 4],[19.49152542 26.50847458] ; [5.50847458 7.49152542],0
d3,1,0.032311,4.581914,[48 45] ; [28 11],[53.54545455 39.45454545] ; [22.45454545 16.54545455],0
v4,1,0.042959,4.097029,[71 25] ; [35  4],[75.37777778 20.62222222] ; [30.62222222  8.37777778],0
d1,1,0.044247,4.047117,[36 60] ; [22 17],[41.24444444 54.75555556] ; [16.75555556 22.24444444],0
v1,1,0.050226,3.833888,[25 70] ; [17 22],[29.7761194 65.2238806] ; [12.2238806 26.7761194],0
s6,1,0.060991,3.510228,[38 57] ; [22 16],[42.85714286 52.14285714] ; [17.14285714 20.85714286],0
r2,1,0.073193,3.209926,[74 19] ; [36  3],[77.5 15.5] ; [32.5  6.5],0
a1,1,0.076106,3.146159,[12 84] ; [ 1 38],[ 9.24444444 86.75555556] ; [ 3.75555556 35.24444444],0
s7,1,0.078064,3.104744,[26 62] ; [17 20],[30.272 57.728] ; [12.728 24.272],0
a7,1,0.092448,2.831221,[56 39] ; [29 10],[60.26119403 34.73880597] ; [24.73880597 14.26119403],0
r1,1,0.104332,2.638042,[53 42] ; [27 11],[57.14285714 37.85714286] ; [22.85714286 15.14285714],0
n2,1,0.117987,2.443846,[26 21] ; [11  3],[28.50819672 18.49180328] ; [8.49180328 5.50819672],0
b5,1,0.143688,2.138009,[56 40] ; [28 11],[59.73333333 36.26666667] ; [24.26666667 14.73333333],0
p9,1,0.171082,1.873434,[46 46] ; [24 14],[49.53846154 42.46153846] ; [20.46153846 17.53846154],0
a2,1,0.225862,1.466733,[18 78] ; [ 4 35],[15.64444444 80.35555556] ; [ 6.35555556 32.64444444],0
s8,1,0.290322,1.118128,[21 74] ; [12 27],[23.39552239 71.60447761] ; [ 9.60447761 29.39552239],0
u1,1,0.313917,1.014123,[ 9 87] ; [ 6 33],[10.66666667 85.33333333] ; [ 4.33333333 34.66666667],0
p1,1,0.313917,1.014123,[ 9 87] ; [ 6 33],[10.66666667 85.33333333] ; [ 4.33333333 34.66666667],0
p12,1,0.344319,0.894286,[ 2 94] ; [ 2 37],[ 2.84444444 93.15555556] ; [ 1.15555556 37.84444444],0
d4,1,0.361922,0.831212,[63 32] ; [29 10],[65.2238806 29.7761194] ; [26.7761194 12.2238806],0
n4,1,0.404876,0.693795,[56 39] ; [26 13],[58.13432836 36.86567164] ; [23.86567164 15.13432836],0
a6,1,0.455814,0.556154,[53 42] ; [19 20],[51.04477612 43.95522388] ; [20.95522388 18.04477612],0
s3,1,0.473768,0.513174,[41 54] ; [19 19],[42.85714286 52.14285714] ; [17.14285714 20.85714286],0
b3,1,0.48094,0.496732,[20 37] ; [ 5 14],[18.75 38.25] ; [ 6.25 12.75],0
b2,1,0.48094,0.496732,[20 37] ; [ 5 14],[18.75 38.25] ; [ 6.25 12.75],0
u4,1,0.50692,0.440419,[ 1 95] ; [ 1 38],[ 1.42222222 94.57777778] ; [ 0.57777778 38.42222222],0
a8,1,0.567073,0.327605,[11 82] ; [ 3 33],[10.09302326 82.90697674] ; [ 3.90697674 32.09302326],0
n5,1,0.570043,0.32261,[59 37] ; [26 13],[60.44444444 35.55555556] ; [24.55555556 14.44444444],0
b4,1,0.571253,0.320591,[49 47] ; [22 17],[50.48888889 45.51111111] ; [20.51111111 18.48888889],0
a4,1,0.610402,0.25959,[37 58] ; [13 25],[35.71428571 59.28571429] ; [14.28571429 23.71428571],0
v3,1,0.649584,0.206425,[18 74] ; [ 9 30],[18.96183206 73.03816794] ; [ 8.03816794 30.96183206],0
a3,1,0.653943,0.200965,[57 37] ; [24 13],[58.1221374 35.8778626] ; [22.8778626 14.1221374],0
s5,1,0.68462,0.164971,[23 69] ; [ 8 29],[22.10852713 69.89147287] ; [ 8.89147287 28.10852713],0
d5,1,0.714925,0.133407,[62 32] ; [27 12],[62.90225564 31.09774436] ; [26.09774436 12.90225564],0
