Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,132.576119,[244  34] ; [26 71],[200.16  77.84] ; [69.84 27.16],1
s6,1,0.0,35.68926,[251  22] ; [65 32],[233.15675676  39.84324324] ; [82.84324324 14.15675676],1
s7,1,0.0001,15.134421,[217  49] ; [56 35],[203.41176471  62.58823529] ; [69.58823529 21.41176471],1
s5,1,0.009281,6.768015,[130 132] ; [32 62],[119.2247191 142.7752809] ; [42.7752809 51.2247191],0
n2,1,0.017351,5.66053,[46 13] ; [10 10],[41.82278481 17.17721519] ; [14.17721519  5.82278481],0
n1,1,0.032742,4.559211,[30 27] ; [ 5 15],[25.90909091 31.09090909] ; [ 9.09090909 10.90909091],0
s4,1,0.050022,3.840727,[ 60 217] ; [12 84],[ 53.4691689 223.5308311] ; [18.5308311 77.4691689],0
r2,1,0.055024,3.681344,[274   3] ; [92  4],[271.80160858   5.19839142] ; [94.19839142  1.80160858],0
p12,1,0.107846,2.585501,[ 37 238] ; [ 7 89],[ 32.61455526 242.38544474] ; [11.38544474 84.61455526],0
n5,1,0.109716,2.558302,[226  51] ; [71 25],[220.56032172  56.43967828] ; [76.43967828 19.56032172],0
p1,1,0.110076,2.553136,[ 33 243] ; [ 6 91],[ 28.85790885 247.14209115] ; [10.14209115 86.85790885],0
a6,1,0.125621,2.345805,[192  85] ; [59 38],[185.90106952  91.09893048] ; [65.09893048 31.90106952],0
n6,1,0.127842,2.318511,[249  27] ; [82 15],[244.92225201  31.07774799] ; [86.07774799 10.92225201],0
d1,1,0.15039,2.068288,[194  84] ; [60 37],[188.29866667  89.70133333] ; [65.70133333 31.29866667],0
u2,1,0.172272,1.863061,[35 20] ; [19  5],[37.59493671 17.40506329] ; [16.40506329  7.59493671],0
p10,1,0.223019,1.484836,[245  30] ; [81 15],[241.64420485  33.35579515] ; [84.35579515 11.64420485],0
p2,1,0.231353,1.432524,[237  40] ; [78 19],[233.30213904  43.69786096] ; [81.69786096 15.30213904],0
v3,1,0.244804,1.352713,[122 142] ; [50 44],[126.83798883 137.16201117] ; [45.16201117 48.83798883],0
u3,1,0.257627,1.281465,[42 14] ; [15  9],[39.9 16.1] ; [17.1  6.9],0
a3,1,0.310235,1.029676,[222  55] ; [73 24],[218.48930481  58.51069519] ; [76.51069519 20.48930481],0
s1,1,0.31276,1.018982,[ 12 263] ; [ 2 94],[ 10.37735849 264.62264151] ; [ 3.62264151 92.37735849],0
p4,1,0.335929,0.925907,[189  88] ; [61 36],[185.16042781  91.83957219] ; [64.83957219 32.16042781],0
n3,1,0.336078,0.925333,[44 15] ; [12  7],[42.35897436 16.64102564] ; [13.64102564  5.35897436],0
p11,1,0.353176,0.862013,[227  51] ; [75 22],[223.88266667  54.11733333] ; [78.11733333 18.88266667],0
p9,1,0.360089,0.837583,[253  23] ; [85 11],[250.77419355  25.22580645] ; [87.22580645  8.77419355],0
d3,1,0.395664,0.721463,[199  79] ; [65 32],[195.712  82.288] ; [68.288 28.712],0
b3,1,0.401737,0.703121,[ 81 106] ; [33 34],[ 83.92913386 103.07086614] ; [30.07086614 36.92913386],0
b2,1,0.401737,0.703121,[ 81 106] ; [33 34],[ 83.92913386 103.07086614] ; [30.07086614 36.92913386],0
p8,1,0.426028,0.633626,[165 110] ; [52 42],[161.72086721 113.27913279] ; [55.27913279 38.72086721],0
a5,1,0.435427,0.608303,[219  59] ; [80 17],[221.65866667  56.34133333] ; [77.34133333 19.65866667],0
b4,1,0.455417,0.557134,[157 121] ; [59 38],[160.128 117.872] ; [55.872 41.128],0
b1,1,0.458828,0.548752,[118 160] ; [37 60],[114.90666667 163.09333333] ; [40.09333333 56.90666667],0
