Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-06,23.593494,[ 74 105] ; [51 16],[90.95528455 88.04471545] ; [34.04471545 32.95528455],1
s2,1,1e-06,23.285304,[ 70 110] ; [51 19],[87.12 92.88] ; [33.88 36.12],1
s6,1,2e-06,22.199104,[94 87] ; [59 11],[110.33067729  70.66932271] ; [42.66932271 27.33067729],1
p12,1,0.000209,13.747452,[  3 179] ; [ 9 62],[  8.63241107 173.36758893] ; [ 3.36758893 67.63241107],1
s8,1,0.000354,12.758432,[ 57 125] ; [39 31],[ 69.33333333 112.66666667] ; [26.66666667 43.33333333],1
s4,1,0.000404,12.513041,[ 16 164] ; [18 51],[ 24.57831325 155.42168675] ; [ 9.42168675 59.57831325],1
s7,1,0.002094,9.465013,[ 64 112] ; [41 30],[ 74.81781377 101.18218623] ; [30.18218623 40.81781377],0
p5,1,0.002387,9.225228,[  4 177] ; [ 8 63],[  8.61904762 172.38095238] ; [ 3.38095238 67.61904762],0
v1,1,0.003366,8.597456,[ 71 109] ; [42 28],[81.36 98.64] ; [31.64 38.36],0
p10,1,0.01946,5.459665,[124  57] ; [59 12],[131.44047619  49.55952381] ; [51.55952381 19.44047619],0
b3,1,0.024465,5.061395,[30 72] ; [24 26],[36.23684211 65.76315789] ; [17.76315789 32.23684211],0
b2,1,0.024465,5.061395,[30 72] ; [24 26],[36.23684211 65.76315789] ; [17.76315789 32.23684211],0
a4,1,0.033234,4.533686,[93 88] ; [47 24],[100.55555556  80.44444444] ; [39.44444444 31.55555556],0
a5,1,0.034055,4.491939,[140  42] ; [63  8],[146.03162055  35.96837945] ; [56.96837945 14.03162055],0
p6,1,0.047313,3.934237,[ 38 141] ; [23 46],[ 44.02822581 134.97177419] ; [16.97177419 52.02822581],0
p4,1,0.049279,3.865807,[ 68 112] ; [36 34],[ 74.88 105.12] ; [29.12 40.88],0
a6,1,0.052286,3.766595,[139  42] ; [46 25],[132.87698413  48.12301587] ; [52.12301587 18.87698413],0
n1,1,0.079109,3.083103,[17 44] ; [9 9],[20.07594937 40.92405063] ; [ 5.92405063 12.07594937],0
a8,1,0.108786,2.571772,[ 25 143] ; [ 4 55],[ 21.46255507 146.53744493] ; [ 7.53744493 51.46255507],0
b5,1,0.111235,2.536591,[122  60] ; [40 31],[116.53754941  65.46245059] ; [45.46245059 25.53754941],0
n5,1,0.111502,2.532799,[121  60] ; [54 16],[126.19521912  54.80478088] ; [48.80478088 21.19521912],0
a2,1,0.144729,2.126948,[ 52 130] ; [27 44],[ 56.83003953 125.16996047] ; [22.16996047 48.83003953],0
n6,1,0.168997,1.891821,[145  37] ; [61  9],[148.77777778  33.22222222] ; [57.22222222 12.77777778],0
u2,1,0.18057,1.792928,[29 17] ; [5 7],[26.96551724 19.03448276] ; [7.03448276 4.96551724],0
n3,1,0.187886,1.734119,[36 25] ; [13  4],[38.32051282 22.67948718] ; [10.67948718  6.32051282],0
a7,1,0.193823,1.688315,[144  38] ; [50 20],[140.11111111  41.88888889] ; [53.88888889 16.11111111],0
p2,1,0.194614,1.682338,[131  50] ; [57 14],[135.03174603  45.96825397] ; [52.96825397 18.03174603],0
p7,1,0.203577,1.616522,[83 94] ; [37 29],[87.40740741 89.59259259] ; [32.59259259 33.40740741],0
r1,1,0.225964,1.466089,[146  35] ; [61  9],[149.27091633  31.72908367] ; [57.72908367 12.27091633],0
a3,1,0.239158,1.38555,[136  46] ; [58 13],[139.55731225  42.44268775] ; [54.44268775 16.55731225],0
d3,1,0.270629,1.213555,[162  19] ; [60 11],[159.45238095  21.54761905] ; [62.54761905  8.45238095],0
n4,1,0.299296,1.077326,[132  50] ; [56 15],[135.24110672  46.75889328] ; [52.75889328 18.24110672],0
n2,1,0.310378,1.029066,[36 25] ; [13  5],[37.83544304 23.16455696] ; [11.16455696  6.83544304],0
p9,1,0.32518,0.967997,[134  44] ; [56 13],[136.92307692  41.07692308] ; [53.07692308 15.92307692],0
d2,1,0.390369,0.737792,[123  57] ; [51 18],[125.78313253  54.21686747] ; [48.21686747 20.78313253],0
p1,1,0.391316,0.734849,[  6 176] ; [ 4 67],[  7.19367589 174.80632411] ; [ 2.80632411 68.19367589],0
r4,1,0.399664,0.709336,[154  28] ; [63  8],[156.1027668  25.8972332] ; [60.8972332 10.1027668],0
v3,1,0.478849,0.501483,[ 62 109] ; [28 40],[ 64.39330544 106.60669456] ; [25.60669456 42.39330544],0
v4,1,0.489498,0.477629,[166  15] ; [66  4],[167.29880478  13.70119522] ; [64.70119522  5.29880478],0
u4,1,0.529475,0.395398,[  5 177] ; [ 1 70],[  4.31620553 177.68379447] ; [ 1.68379447 69.31620553],0
r3,1,0.585223,0.297867,[171  11] ; [67  3],[171.88888889  10.11111111] ; [66.11111111  3.88888889],0
p11,1,0.586753,0.295444,[135  47] ; [55 16],[136.6798419  45.3201581] ; [53.3201581 17.6798419],0
p8,1,0.621683,0.24351,[ 66 113] ; [27 40],[ 67.67073171 111.32926829] ; [25.32926829 41.67073171],0
u1,1,0.73365,0.115786,[ 35 147] ; [15 56],[ 35.96837945 146.03162055] ; [14.03162055 56.96837945],0
u3,1,0.746535,0.104466,[26 20] ; [8 5],[26.50847458 19.49152542] ; [7.49152542 5.50847458],0
b1,1,0.762268,0.091508,[ 60 122] ; [22 49],[ 58.98814229 123.01185771] ; [23.01185771 47.98814229],0
v2,1,0.791011,0.070224,[98 76] ; [39 28],[98.91286307 75.08713693] ; [38.08713693 28.91286307],0
b4,1,0.857393,0.03229,[115  67] ; [44 27],[114.37944664  67.62055336] ; [44.62055336 26.37944664],0
a1,1,0.889381,0.019345,[  7 175] ; [ 3 68],[  7.19367589 174.80632411] ; [ 2.80632411 68.19367589],0
s1,1,0.964227,0.002012,[  5 174] ; [ 2 67],[  5.05241935 173.94758065] ; [ 1.94758065 67.05241935],0
