Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,35.128316,[58 31] ; [281  29],[75.61654135 13.38345865] ; [263.38345865  46.61654135],1
p9,1,7e-06,20.329915,[67 22] ; [284  23],[78.88636364 10.11363636] ; [272.11363636  34.88636364],1
p8,1,1.7e-05,18.488254,[31 60] ; [182 123],[48.9469697 42.0530303] ; [164.0530303 140.9469697],1
n5,1,2.8e-05,17.528463,[56 34] ; [257  53],[70.425 19.575] ; [242.575  67.425],1
p7,1,0.000129,14.659091,[45 45] ; [213  84],[60. 30.] ; [198.  99.],1
n4,1,0.000292,13.121393,[58 32] ; [256  55],[70.47381546 19.52618454] ; [243.52618454  67.47381546],1
b1,1,0.000691,11.512454,[51 41] ; [111 200],[36.98263027 55.01736973] ; [125.01736973 185.98263027],1
p2,1,0.001592,9.969261,[67 25] ; [268  41],[76.85785536 15.14214464] ; [258.14214464  50.85785536],0
s3,1,0.001941,9.604106,[74 18] ; [282  25],[82.08521303  9.91478697] ; [273.91478697  33.08521303],0
n6,1,0.002402,9.214038,[70 20] ; [277  31],[78.46733668 11.53266332] ; [268.53266332  39.46733668],0
p12,1,0.005852,7.595274,[ 3 89] ; [ 42 267],[10.32418953 81.67581047] ; [ 34.67581047 274.32418953],0
p3,1,0.041502,4.155411,[41 51] ; [175 134],[49.55610973 42.44389027] ; [166.44389027 142.55610973],0
p1,1,0.067724,3.33735,[14 77] ; [ 27 281],[ 9.35087719 81.64912281] ; [ 31.64912281 276.35087719],0
a5,1,0.0688,3.311411,[64 28] ; [244  66],[70.48756219 21.51243781] ; [237.51243781  72.48756219],0
p6,1,0.073531,3.202385,[33 58] ; [143 162],[40.44444444 50.55555556] ; [135.55555556 169.44444444],0
s1,1,0.076711,3.133241,[ 8 81] ; [ 13 295],[ 4.70780856 84.29219144] ; [ 16.29219144 291.70780856],0
p4,1,0.081988,3.025041,[55 37] ; [214  94],[61.87 30.13] ; [207.13 100.87],0
p5,1,0.092785,2.825379,[ 8 84] ; [ 48 259],[12.9122807 79.0877193] ; [ 43.0877193 263.9122807],0
v1,1,0.102462,2.666792,[46 45] ; [180 119],[52.73333333 38.26666667] ; [173.26666667 125.73333333],0
v4,1,0.117292,2.453109,[87  5] ; [302   7],[89.24688279  2.75311721] ; [299.75311721   9.24688279],0
s8,1,0.142902,2.146432,[54 38] ; [207 102],[59.88029925 32.11970075] ; [201.11970075 107.88029925],0
a3,1,0.166144,1.9174,[65 27] ; [240  69],[69.97506234 22.02493766] ; [235.02493766  73.97506234],0
d1,1,0.188415,1.729968,[55 37] ; [209 102],[60.26799007 31.73200993] ; [203.73200993 107.26799007],0
a6,1,0.209777,1.572964,[55 36] ; [208 100],[59.98245614 31.01754386] ; [203.01754386 104.98245614],0
d4,1,0.265731,1.238654,[76 15] ; [271  37],[79.14035088 11.85964912] ; [267.85964912  40.14035088],0
n3,1,0.299614,1.075913,[26  8] ; [35 18],[23.83908046 10.16091954] ; [37.16091954 15.83908046],0
v3,1,0.34049,0.908585,[33 54] ; [131 169],[36.86821705 50.13178295] ; [127.13178295 172.86821705],0
r3,1,0.361515,0.832625,[86  4] ; [302   8],[87.3  2.7] ; [300.7   9.3],0
b2,1,0.371888,0.797346,[15 32] ; [ 79 124],[17.672 29.328] ; [ 76.328 126.672],0
b3,1,0.371888,0.797346,[15 32] ; [ 79 124],[17.672 29.328] ; [ 76.328 126.672],0
r4,1,0.391721,0.733594,[83  9] ; [289  22],[84.92307692  7.07692308] ; [287.07692308  23.92307692],0
d2,1,0.427951,0.628377,[52 39] ; [162 147],[48.685 42.315] ; [165.315 143.685],0
n1,1,0.516478,0.420921,[13 21] ; [24 29],[14.45977011 19.54022989] ; [22.54022989 30.45977011],0
a8,1,0.532743,0.389157,[10 72] ; [ 43 245],[11.74594595 70.25405405] ; [ 41.25405405 246.74594595],0
u2,1,0.546147,0.364266,[14 11] ; [44 26],[15.26315789  9.73684211] ; [42.73684211 27.26315789],0
u3,1,0.551301,0.354991,[16  9] ; [50 21],[17.1875  7.8125] ; [48.8125 22.1875],0
s5,1,0.556734,0.345391,[43 44] ; [159 141],[45.41085271 41.58914729] ; [156.58914729 143.41085271],0
s4,1,0.571543,0.320107,[25 67] ; [ 74 231],[22.94206549 69.05793451] ; [ 76.05793451 228.94206549],0
a4,1,0.659377,0.194281,[43 49] ; [153 157],[44.85572139 47.14427861] ; [151.14427861 158.85572139],0
d5,1,0.662629,0.190346,[78 13] ; [259  50],[76.6675 14.3325] ; [260.3325  48.6675],0
r2,1,0.676284,0.174339,[89  3] ; [294  13],[88.31077694  3.68922306] ; [294.68922306  12.31077694],0
s7,1,0.707181,0.141109,[58 23] ; [224  80],[59.32987013 21.67012987] ; [222.67012987  81.32987013],0
u4,1,0.718163,0.13026,[ 4 88] ; [ 11 300],[ 3.42431762 88.57568238] ; [ 11.57568238 299.42431762],0
a2,1,0.74191,0.108455,[25 67] ; [ 90 221],[26.25310174 65.74689826] ; [ 88.74689826 222.25310174],0
a7,1,0.74196,0.108412,[68 24] ; [223  86],[66.76309227 25.23690773] ; [224.23690773  84.76309227],0
d3,1,0.759342,0.093848,[66 25] ; [219  90],[64.8375 26.1625] ; [220.1625  88.8375],0
