Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,4e-06,21.487979,[ 8 32] ; [45 23],[19.62962963 20.37037037] ; [33.37037037 34.62962963],1
s2,1,1.1e-05,19.246793,[ 7 33] ; [42 27],[17.98165138 22.01834862] ; [31.01834862 37.98165138],1
s5,1,0.00047,12.229651,[ 5 35] ; [30 36],[13.20754717 26.79245283] ; [21.79245283 44.20754717],1
s8,1,0.008222,6.984549,[ 6 34] ; [27 42],[12.11009174 27.88990826] ; [20.88990826 48.11009174],0
s7,1,0.009259,6.772235,[ 7 32] ; [29 39],[13.12149533 25.87850467] ; [22.87850467 45.12149533],0
s4,1,0.030566,4.677156,[ 4 36] ; [19 50],[ 8.44036697 31.55963303] ; [14.55963303 54.44036697],0
r3,1,0.04164,4.149766,[36  4] ; [67  1],[38.14814815  1.85185185] ; [64.85185185  3.14814815],0
b4,1,0.074805,3.174316,[21 19] ; [48 21],[25.32110092 14.67889908] ; [43.67889908 25.32110092],0
a6,1,0.076908,3.129061,[23 17] ; [51 18],[27.1559633 12.8440367] ; [46.8440367 22.1559633],0
a2,1,0.086428,2.939681,[ 4 36] ; [16 53],[ 7.33944954 32.66055046] ; [12.66055046 56.33944954],0
p10,1,0.101265,2.685501,[24 15] ; [52 16],[27.70093458 11.29906542] ; [48.29906542 19.70093458],0
p3,1,0.106058,2.611993,[10 28] ; [29 40],[13.85046729 24.14953271] ; [25.14953271 43.85046729],0
a7,1,0.125728,2.344476,[28 12] ; [57 12],[31.19266055  8.80733945] ; [53.80733945 15.19266055],0
p9,1,0.170425,1.879202,[27 12] ; [55 13],[29.88785047  9.11214953] ; [52.11214953 15.88785047],0
a3,1,0.178553,1.809628,[31  9] ; [45 24],[27.88990826 12.11009174] ; [48.11009174 20.88990826],0
p4,1,0.208439,1.582235,[16 23] ; [37 32],[19.13888889 19.86111111] ; [33.86111111 35.13888889],0
p7,1,0.211367,1.562042,[19 20] ; [41 26],[22.0754717 16.9245283] ; [37.9245283 29.0754717],0
a4,1,0.226081,1.465349,[10 30] ; [25 44],[12.8440367 27.1559633] ; [22.1559633 46.8440367],0
r2,1,0.254662,1.297546,[36  4] ; [65  3],[37.40740741  2.59259259] ; [63.59259259  4.40740741],0
b1,1,0.279148,1.171231,[15 25] ; [19 50],[12.47706422 27.52293578] ; [21.52293578 47.47706422],0
