Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.000215,13.69088,[26 26] ; [37  6],[34.48421053 17.51578947] ; [28.51578947 14.48421053],1
s2,1,0.000268,13.278288,[13 38] ; [27 16],[21.70212766 29.29787234] ; [18.29787234 24.70212766],1
a3,1,0.000306,13.035209,[13 39] ; [26 16],[21.57446809 30.42553191] ; [17.42553191 24.57446809],1
s8,1,0.00049,12.151669,[11 41] ; [24 19],[19.15789474 32.84210526] ; [15.84210526 27.15789474],1
s3,1,0.003565,8.493092,[21 29] ; [31 12],[27.95698925 22.04301075] ; [24.04301075 18.95698925],0
p6,1,0.004897,7.91727,[15 36] ; [23 16],[21.53333333 29.46666667] ; [16.46666667 22.53333333],0
p2,1,0.006782,7.329821,[39 13] ; [41  2],[43.78947368  8.21052632] ; [36.21052632  6.78947368],0
p5,1,0.008953,6.832206,[ 5 47] ; [13 29],[ 9.95744681 42.04255319] ; [ 8.04255319 33.95744681],0
p8,1,0.010808,6.496585,[24 28] ; [31 12],[30.10526316 21.89473684] ; [24.89473684 18.10526316],0
s6,1,0.042707,4.106961,[29 22] ; [33 10],[33.63829787 17.36170213] ; [28.36170213 14.63829787],0
p9,1,0.053122,3.740089,[36 16] ; [37  6],[39.95789474 12.04210526] ; [33.04210526  9.95789474],0
v3,1,0.061209,3.504316,[15 36] ; [19 20],[19.26666667 31.73333333] ; [14.73333333 24.26666667],0
s5,1,0.062993,3.456769,[ 9 40] ; [14 25],[12.80681818 36.19318182] ; [10.19318182 28.80681818],0
p1,1,0.075503,3.159131,[ 6 46] ; [11 32],[ 9.30526316 42.69473684] ; [ 7.69473684 35.30526316],0
d1,1,0.081054,3.043637,[13 39] ; [18 25],[16.96842105 35.03157895] ; [14.03157895 28.96842105],0
d5,1,0.09674,2.75848,[33 19] ; [34  9],[36.67368421 15.32631579] ; [30.32631579 12.67368421],0
b4,1,0.125897,2.342384,[27 25] ; [29 14],[30.65263158 21.34736842] ; [25.34736842 17.65263158],0
r3,1,0.145966,2.113906,[47  5] ; [42  1],[48.71578947  3.28421053] ; [40.28421053  2.71578947],0
n1,1,0.157299,2.0,[3 6] ; [6 3],[4.5 4.5] ; [4.5 4.5],0
p10,1,0.160084,1.97343,[34 18] ; [33  9],[37.06382979 14.93617021] ; [29.93617021 12.06382979],0
d3,1,0.164364,1.933612,[24 28] ; [26 17],[27.36842105 24.63157895] ; [22.63157895 20.36842105],0
p4,1,0.174404,1.844676,[36 16] ; [35  8],[38.86315789 13.13684211] ; [32.13684211 10.86315789],0
p11,1,0.174404,1.844676,[36 16] ; [35  8],[38.86315789 13.13684211] ; [32.13684211 10.86315789],0
p7,1,0.224841,1.473205,[35 17] ; [33  9],[37.61702128 14.38297872] ; [30.38297872 11.61702128],0
n5,1,0.246078,1.345434,[37 15] ; [35  8],[39.41052632 12.58947368] ; [32.58947368 10.41052632],0
r1,1,0.249024,1.328773,[31 20] ; [31 12],[33.63829787 17.36170213] ; [28.36170213 14.63829787],0
n3,1,0.256839,1.285714,[8 1] ; [6 3],[7. 2.] ; [7. 2.],0
p12,1,0.2765,1.184214,[ 2 50] ; [ 4 39],[ 3.28421053 48.71578947] ; [ 2.71578947 40.28421053],0
u2,1,0.309547,1.032606,[18 20] ; [10  6],[19.7037037 18.2962963] ; [8.2962963 7.7037037],0
v1,1,0.434902,0.609696,[25 26] ; [24 18],[26.87096774 24.12903226] ; [22.12903226 19.87096774],0
r4,1,0.436945,0.604291,[43  9] ; [38  5],[44.33684211  7.66315789] ; [36.66315789  6.33684211],0
a1,1,0.449149,0.572799,[ 1 51] ; [ 2 41],[ 1.64210526 50.35789474] ; [ 1.35789474 41.64210526],0
a4,1,0.470645,0.520461,[ 9 43] ; [10 33],[10.4 41.6] ; [ 8.6 34.4],0
s1,1,0.478888,0.501395,[ 2 50] ; [ 3 39],[ 2.76595745 49.23404255] ; [ 2.23404255 39.76595745],0
u1,1,0.496397,0.462632,[ 2 50] ; [ 3 40],[ 2.73684211 49.26315789] ; [ 2.26315789 40.73684211],0
d2,1,0.497305,0.460682,[14 38] ; [ 9 34],[12.58947368 39.41052632] ; [10.41052632 32.58947368],0
a8,1,0.528995,0.396322,[ 6 44] ; [ 3 35],[ 5.11363636 44.88636364] ; [ 3.88636364 34.11363636],0
n4,1,0.639747,0.219073,[39 13] ; [34  9],[39.95789474 12.04210526] ; [33.04210526  9.95789474],0
b1,1,0.644492,0.212916,[23 29] ; [17 26],[21.89473684 30.10526316] ; [18.10526316 24.89473684],0
r2,1,0.669301,0.182421,[47  5] ; [39  3],[47.57446809  4.42553191] ; [38.42553191  3.57446809],0
b5,1,0.681316,0.168648,[30 22] ; [23 20],[29.01052632 22.98947368] ; [23.98947368 19.01052632],0
b2,1,0.762838,0.091057,[ 7 21] ; [ 8 20],[ 7.5 20.5] ; [ 7.5 20.5],0
b3,1,0.762838,0.091057,[ 7 21] ; [ 8 20],[ 7.5 20.5] ; [ 7.5 20.5],0
a6,1,0.794303,0.067979,[28 24] ; [22 21],[27.36842105 24.63157895] ; [22.63157895 20.36842105],0
n6,1,0.844711,0.038365,[44  8] ; [37  6],[44.33684211  7.66315789] ; [36.66315789  6.33684211],0
s4,1,0.901991,0.015165,[10 41] ; [ 8 35],[ 9.76595745 41.23404255] ; [ 8.23404255 34.76595745],0
v2,1,0.905268,0.014163,[22 28] ; [19 23],[22.2826087 27.7173913] ; [18.7173913 23.2826087],0
u3,1,0.950215,0.003898,[21 18] ; [9 8],[20.89285714 18.10714286] ; [9.10714286 7.89285714],0
a7,1,0.960729,0.002424,[37 14] ; [31 12],[36.89361702 14.10638298] ; [31.10638298 11.89361702],0
n2,1,1.0,0.0,[7 2] ; [7 2],[7. 2.] ; [7. 2.],0
