Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.007452,7.160628,[2 1] ; [ 5 41],[0.42857143 2.57142857] ; [ 6.57142857 39.42857143],0
r4,1,0.079549,3.074096,[2 1] ; [10 36],[0.73469388 2.26530612] ; [11.26530612 34.73469388],0
s3,1,0.148854,2.083956,[2 1] ; [12 32],[0.89361702 2.10638298] ; [13.10638298 30.89361702],0
s8,1,0.171963,1.865744,[1 2] ; [ 4 42],[0.30612245 2.69387755] ; [ 4.69387755 41.30612245],0
a8,1,0.1796,1.80093,[1 2] ; [ 4 41],[0.3125 2.6875] ; [ 4.6875 40.3125],0
p10,1,0.217771,1.519,[2 1] ; [14 30],[1.0212766 1.9787234] ; [14.9787234 29.0212766],0
a2,1,0.25013,1.322576,[1 2] ; [ 5 41],[0.36734694 2.63265306] ; [ 5.63265306 40.36734694],0
p8,1,0.259796,1.269841,[1 2] ; [ 5 40],[0.375 2.625] ; [ 5.625 39.375],0
b5,1,0.267031,1.231936,[2 1] ; [16 30],[1.10204082 1.89795918] ; [16.89795918 29.10204082],0
p9,1,0.356127,0.851504,[2 1] ; [17 26],[1.23913043 1.76086957] ; [17.76086957 25.23913043],0
s5,1,0.423711,0.64,[1 2] ; [ 7 38],[0.5 2.5] ; [ 7.5 37.5],0
d1,1,0.433994,0.612111,[2 1] ; [20 26],[1.34693878 1.65306122] ; [20.65306122 25.34693878],0
n6,1,0.454486,0.559441,[2 1] ; [20 25],[1.375 1.625] ; [20.625 24.375],0
b1,1,0.527064,0.400048,[2 1] ; [22 24],[1.46938776 1.53061224] ; [22.53061224 23.46938776],0
d2,1,0.550985,0.355556,[2 1] ; [22 23],[1.5 1.5] ; [22.5 22.5],0
a5,1,0.575811,0.313056,[2 1] ; [23 23],[1.53061224 1.46938776] ; [23.46938776 22.53061224],0
v3,1,0.640982,0.217461,[1 2] ; [10 36],[0.67346939 2.32653061] ; [10.32653061 35.67346939],0
s2,1,0.657512,0.19656,[1 2] ; [10 35],[0.6875 2.3125] ; [10.3125 34.6875],0
v1,1,0.730647,0.118519,[1 2] ; [11 34],[0.75 2.25] ; [11.25 33.75],0
p11,1,0.730823,0.118357,[1 2] ; [20 26],[1.28571429 1.71428571] ; [19.71428571 26.28571429],0
r1,1,0.785493,0.074075,[1 2] ; [19 27],[1.2244898 1.7755102] ; [18.7755102 27.2244898],0
r2,1,0.795862,0.066929,[2 1] ; [26 18],[1.78723404 1.21276596] ; [26.21276596 17.78723404],0
n5,1,0.841739,0.039868,[2 1] ; [28 18],[1.83673469 1.16326531] ; [28.16326531 17.83673469],0
d4,1,0.915944,0.01114,[2 1] ; [32 14],[2.08163265 0.91836735] ; [31.91836735 14.08163265],0
a4,1,0.937889,0.006072,[1 2] ; [16 29],[1.0625 1.9375] ; [15.9375 29.0625],0
b4,1,0.959249,0.002611,[2 1] ; [30 16],[1.95918367 1.04081633] ; [30.04081633 15.95918367],0
