Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,60.359541,[180 158] ; [ 30 142],[139.17647059 198.82352941] ; [ 70.82352941 101.17647059],1
s1,1,0.404594,0.694631,[ 11 326] ; [  8 160],[ 12.67920792 324.32079208] ; [  6.32079208 161.67920792],0
p1,1,0.458293,0.55006,[ 28 310] ; [ 11 160],[ 25.8978389 312.1021611] ; [ 13.1021611 157.8978389],0
a8,1,0.504129,0.446234,[ 32 274] ; [ 14 150],[ 29.94893617 276.05106383] ; [ 16.05106383 147.94893617],0
s2,1,0.53626,0.382515,[117 220] ; [ 55 117],[113.87819253 223.12180747] ; [ 58.12180747 113.87819253],0
b3,1,0.640101,0.21861,[ 61 126] ; [25 59],[ 59.34317343 127.65682657] ; [26.65682657 57.34317343],0
b2,1,0.640101,0.21861,[ 61 126] ; [25 59],[ 59.34317343 127.65682657] ; [26.65682657 57.34317343],0
n3,1,0.642035,0.21609,[59 21] ; [35 15],[57.84615385 22.15384615] ; [36.15384615 13.84615385],0
u4,1,0.711028,0.137253,[  3 337] ; [  1 172],[  2.65107212 337.34892788] ; [  1.34892788 171.65107212],0
u3,1,0.745857,0.105045,[45 37] ; [53 48],[43.91256831 38.08743169] ; [54.08743169 46.91256831],0
b5,1,0.779474,0.078402,[202 138] ; [105  68],[203.46978558 136.53021442] ; [103.53021442  69.46978558],0
n2,1,0.796855,0.066265,[61 22] ; [35 14],[60.36363636 22.63636364] ; [35.63636364 13.36363636],0
s4,1,0.809397,0.058179,[ 52 283] ; [ 25 145],[ 51.07920792 283.92079208] ; [ 25.92079208 144.07920792],0
p7,1,0.8642,0.029251,[186 148] ; [90 74],[185.10843373 148.89156627] ; [90.89156627 73.10843373],0
p6,1,0.99458,4.6e-05,[ 91 241] ; [ 46 122],[ 90.968 241.032] ; [ 46.032 121.968],0
u2,1,1.0,0.0,[41 41] ; [50 50],[41. 41.] ; [50. 50.],0
