Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,60.359541,[180 158] ; [ 30 142],[139.17647059 198.82352941] ; [ 70.82352941 101.17647059],1
a3,1,0.0,56.492479,[257  83] ; [71 99],[218.66666667 121.33333333] ; [109.33333333  60.66666667],1
d1,1,0.0,49.540705,[210 130] ; [ 50 123],[172.31968811 167.68031189] ; [87.68031189 85.31968811],1
d2,1,0.0,46.276984,[176 160] ; [ 36 136],[140.22047244 195.77952756] ; [ 71.77952756 100.22047244],1
d5,1,0.0,32.434837,[284  55] ; [105  67],[258.06457926  80.93542074] ; [130.93542074  41.06457926],1
a6,1,0.0,27.837313,[258  81] ; [92 81],[231.73828125 107.26171875] ; [118.26171875  54.73828125],1
u1,1,1e-06,23.169775,[ 61 279] ; [  5 168],[ 43.74269006 296.25730994] ; [ 22.25730994 150.74269006],1
n4,1,2e-06,22.340741,[264  76] ; [99 73],[241.0546875  98.9453125] ; [121.9453125  50.0546875],1
r1,1,5e-06,20.985761,[280  58] ; [112  61],[259.28767123  78.71232877] ; [132.71232877  40.28767123],1
d4,1,6e-06,20.632228,[284  55] ; [113  58],[263.88823529  75.11176471] ; [133.11176471  37.88823529],1
d3,1,8.7e-05,15.410404,[247  92] ; [95 76],[227.32941176 111.67058824] ; [114.67058824  56.32941176],1
p4,1,0.000443,12.343548,[186 150] ; [ 66 104],[167.33596838 168.66403162] ; [84.66403162 85.33596838],1
v2,1,0.001019,10.792966,[181 146] ; [65 99],[163.83299389 163.16700611] ; [82.16700611 81.83299389],0
r4,1,0.001867,9.676295,[308  32] ; [140  33],[296.92007797  43.07992203] ; [151.07992203  21.92007797],0
p3,1,0.007192,7.224367,[151 185] ; [ 56 116],[136.91338583 199.08661417] ; [ 70.08661417 101.91338583],0
p10,1,0.011052,6.457002,[257  78] ; [111  57],[245.08946322  89.91053678] ; [122.91053678  45.08946322],0
n5,1,0.016409,5.758502,[243  96] ; [104  66],[231.10609037 107.89390963] ; [115.89390963  54.10609037],0
p2,1,0.020147,5.399153,[273  62] ; [124  47],[262.83596838  72.16403162] ; [134.16403162  36.83596838],0
p8,1,0.021795,5.262112,[162 171] ; [ 64 105],[149.91633466 183.08366534] ; [76.08366534 92.91633466],0
s7,1,0.025299,5.003287,[ 94 229] ; [ 33 134],[ 83.71632653 239.28367347] ; [ 43.28367347 123.71632653],0
a7,1,0.027174,4.879705,[258  82] ; [114  57],[247.5146771  92.4853229] ; [124.4853229  46.5146771],0
s6,1,0.062372,3.473156,[180 153] ; [76 92],[170.15568862 162.84431138] ; [85.84431138 82.15568862],0
v1,1,0.090129,2.872067,[161 173] ; [ 68 101],[152.05964215 181.94035785] ; [76.94035785 92.05964215],0
b1,1,0.102818,2.661273,[131 209] ; [ 54 119],[122.61208577 217.38791423] ; [ 62.38791423 110.61208577],0
v4,1,0.1136,2.503406,[320  19] ; [155  16],[315.73529412  23.26470588] ; [159.26470588  11.73529412],0
n6,1,0.123155,2.376729,[272  67] ; [127  44],[265.21764706  73.78235294] ; [133.78235294  37.21764706],0
v3,1,0.184646,1.759825,[113 213] ; [ 48 119],[106.46247465 219.53752535] ; [ 54.53752535 112.46247465],0
p9,1,0.20564,1.601861,[261  73] ; [122  45],[255.33333333  78.66666667] ; [127.66666667  39.33333333],0
a1,1,0.213538,1.547274,[ 18 322] ; [  5 168],[ 15.24366472 324.75633528] ; [  7.75633528 165.24366472],0
r3,1,0.23312,1.421722,[318  22] ; [154  16],[314.66666667  25.33333333] ; [157.33333333  12.66666667],0
p12,1,0.26182,1.259108,[ 17 318] ; [  5 166],[ 14.56521739 320.43478261] ; [  7.43478261 163.56521739],0
s5,1,0.266201,1.236216,[ 87 242] ; [ 37 132],[ 81.91967871 247.08032129] ; [ 42.08032129 126.91967871],0
p5,1,0.302499,1.063146,[ 26 311] ; [  9 162],[ 23.21850394 313.78149606] ; [ 11.78149606 159.21850394],0
p11,1,0.347374,0.883026,[253  87] ; [122  51],[248.5380117  91.4619883] ; [126.4619883  46.5380117],0
n1,1,0.357371,0.847109,[26 55] ; [20 30],[28.44274809 52.55725191] ; [17.55725191 32.44274809],0
b4,1,0.360167,0.837311,[198 142] ; [108  65],[202.80701754 137.19298246] ; [103.19298246  69.80701754],0
s3,1,0.381955,0.764402,[137 198] ; [76 93],[141.57738095 193.42261905] ; [71.42261905 97.57738095],0
