Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,32.570092,[118  14] ; [87 60],[96.98924731 35.01075269] ; [108.01075269  38.98924731],1
p4,1,0.0,30.390913,[111  21] ; [80 70],[89.40425532 42.59574468] ; [101.59574468  48.40425532],1
p8,1,0.0,27.696939,[100  33] ; [66 83],[78.29078014 54.70921986] ; [87.70921986 61.29078014],1
p10,1,9.5e-05,15.232144,[127   6] ; [120  30],[116.08127208  16.91872792] ; [130.91872792  19.08127208],1
p3,1,0.000201,13.821773,[93 39] ; [74 78],[77.61971831 54.38028169] ; [89.38028169 62.61971831],1
s7,1,0.001079,10.686116,[97 31] ; [82 62],[84.23529412 43.76470588] ; [94.76470588 49.23529412],0
p1,1,0.003331,8.616572,[ 25 107] ; [ 11 140],[ 16.79151943 115.20848057] ; [ 19.20848057 131.79151943],0
p5,1,0.003586,8.482143,[38 95] ; [ 22 130],[ 28. 105.] ; [ 32. 120.],0
s8,1,0.009115,6.800137,[88 44] ; [77 73],[77.23404255 54.76595745] ; [87.76595745 62.23404255],0
n4,1,0.012053,6.303124,[113  20] ; [109  41],[104.33215548  28.66784452] ; [117.66784452  32.33215548],0
p9,1,0.012625,6.220968,[126   7] ; [127  21],[119.74733096  13.25266904] ; [133.25266904  14.74733096],0
v1,1,0.018689,5.530387,[91 42] ; [81 67],[81.40925267 51.59074733] ; [90.59074733 57.40925267],0
s2,1,0.02102,5.325094,[105  28] ; [100  50],[96.34275618 36.65724382] ; [108.65724382  41.34275618],0
a1,1,0.024745,5.041633,[ 13 120] ; [  5 147],[  8.4 124.6] ; [  9.6 142.4],0
d3,1,0.030438,4.684389,[103  29] ; [101  51],[94.81690141 37.18309859] ; [109.18309859  42.81690141],0
n3,1,0.056952,3.624004,[18 12] ; [30  7],[21.49253731  8.50746269] ; [26.50746269 10.49253731],0
p12,1,0.063092,3.454174,[ 22 111] ; [ 14 138],[ 16.8 116.2] ; [ 19.2 132.8],0
r4,1,0.080961,3.045511,[130   3] ; [142  10],[126.93333333   6.06666667] ; [145.06666667   6.93333333],0
u3,1,0.124908,2.35467,[22  8] ; [21 17],[18.97058824 11.02941176] ; [24.02941176 13.97058824],0
a4,1,0.136714,2.214564,[73 60] ; [70 82],[66.73333333 66.26666667] ; [76.26666667 75.73333333],0
n5,1,0.137465,2.206112,[110  23] ; [114  37],[104.90140845  28.09859155] ; [119.09859155  31.90140845],0
p11,1,0.15568,2.01569,[109  24] ; [114  38],[104.06666667  28.93333333] ; [118.93333333  33.06666667],0
u2,1,0.155786,2.014662,[19 11] ; [17 20],[16.11940299 13.88059701] ; [19.88059701 17.11940299],0
s4,1,0.163329,1.943132,[39 91] ; [ 34 116],[33.89285714 96.10714286] ; [ 39.10714286 110.89285714],0
n6,1,0.229904,1.441454,[121  10] ; [133  18],[117.9929078  13.0070922] ; [136.0070922  14.9929078],0
u1,1,0.239566,1.383146,[34 99] ; [ 30 122],[ 29.86666667 103.13333333] ; [ 34.13333333 117.86666667],0
d1,1,0.254563,1.298087,[90 43] ; [93 59],[85.4 47.6] ; [97.6 54.4],0
d5,1,0.287265,1.132393,[113  18] ; [124  28],[109.70671378  21.29328622] ; [127.29328622  24.70671378],0
s6,1,0.307919,1.039581,[118  14] ; [128  22],[115.14893617  16.85106383] ; [130.85106383  19.14893617],0
n1,1,0.331029,0.94487,[17 14] ; [15 20],[15.03030303 15.96969697] ; [16.96969697 18.03030303],0
n2,1,0.345077,0.89148,[25  6] ; [32  4],[26.37313433  4.62686567] ; [30.62686567  5.37313433],0
a5,1,0.365785,0.817935,[109  24] ; [118  34],[105.93333333  27.06666667] ; [121.06666667  30.93333333],0
p2,1,0.383812,0.758456,[116  17] ; [127  25],[113.4  19.6] ; [129.6  22.4],0
b4,1,0.416226,0.660946,[85 48] ; [90 62],[81.66666667 51.33333333] ; [93.33333333 58.66666667],0
b2,1,0.431309,0.619296,[38 46] ; [35 54],[35.44508671 48.55491329] ; [37.55491329 51.44508671],0
b3,1,0.431309,0.619296,[38 46] ; [35 54],[35.44508671 48.55491329] ; [37.55491329 51.44508671],0
a6,1,0.489321,0.478019,[81 50] ; [100  52],[83.7844523 47.2155477] ; [97.2155477 54.7844523],0
r3,1,0.544924,0.366489,[127   5] ; [143   8],[125.93639576   6.06360424] ; [144.06360424   6.93639576],0
d2,1,0.551042,0.355454,[67 65] ; [82 69],[69.49823322 62.50176678] ; [79.50176678 71.49823322],0
b5,1,0.57805,0.309398,[70 63] ; [85 67],[72.33333333 60.66666667] ; [82.66666667 69.33333333],0
a3,1,0.615095,0.252822,[103  29] ; [114  37],[101.2155477  30.7844523] ; [115.7844523  35.2155477],0
v2,1,0.615746,0.251893,[74 57] ; [88 60],[76.06451613 54.93548387] ; [85.93548387 62.06451613],0
a7,1,0.666776,0.185397,[93 40] ; [102  49],[91.32042254 41.67957746] ; [103.67957746  47.32042254],0
a8,1,0.753213,0.09885,[ 17 106] ; [ 17 119],[ 16.14671815 106.85328185] ; [ 17.85328185 118.14671815],0
u4,1,0.763061,0.09088,[  2 131] ; [  3 149],[  2.33333333 130.66666667] ; [  2.66666667 149.33333333],0
v3,1,0.763651,0.090415,[57 75] ; [67 82],[58.24911032 73.75088968] ; [65.75088968 83.24911032],0
a2,1,0.763698,0.090378,[38 95] ; [ 41 111],[36.86666667 96.13333333] ; [ 42.13333333 109.86666667],0
b1,1,0.781864,0.076668,[52 81] ; [57 95],[50.86666667 82.13333333] ; [58.13333333 93.86666667],0
