Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000975,10.874542,[ 6 57] ; [6 7],[ 9.94736842 53.05263158] ; [ 2.05263158 10.94736842],1
s3,1,0.00208,9.477973,[20 44] ; [10  3],[24.93506494 39.06493506] ; [5.06493506 7.93506494],0
s4,1,0.004128,8.226496,[ 8 56] ; [6 7],[11.63636364 52.36363636] ; [ 2.36363636 10.63636364],0
s6,1,0.007435,7.164787,[23 40] ; [10  3],[27.35526316 35.64473684] ; [5.64473684 7.35526316],0
s2,1,0.029693,4.726977,[15 48] ; [7 6],[18.23684211 44.76315789] ; [3.76315789 9.23684211],0
b3,1,0.032218,4.586873,[ 7 30] ; [4 3],[ 9.25 27.75] ; [1.75 5.25],0
b2,1,0.032218,4.586873,[ 7 30] ; [4 3],[ 9.25 27.75] ; [1.75 5.25],0
p3,1,0.042061,4.132738,[16 47] ; [7 6],[19.06578947 43.93421053] ; [3.93421053 9.06578947],0
b4,1,0.060563,3.521906,[31 33] ; [10  3],[34.07792208 29.92207792] ; [6.92207792 6.07792208],0
p6,1,0.06721,3.349876,[10 52] ; [5 8],[12.4 49.6] ; [ 2.6 10.4],0
n3,1,0.068331,3.322668,[22  9] ; [1 3],[20.37142857 10.62857143] ; [2.62857143 1.37142857],0
d5,1,0.069016,3.306267,[37 27] ; [11  2],[39.8961039 24.1038961] ; [8.1038961 4.8961039],0
v3,1,0.075827,3.152159,[ 9 54] ; [4 7],[11.06756757 51.93243243] ; [1.93243243 9.06756757],0
d4,1,0.099177,2.718722,[45 19] ; [12  1],[47.37662338 16.62337662] ; [9.62337662 3.37662338],0
u3,1,0.100735,2.693866,[15 17] ; [5 1],[16.84210526 15.15789474] ; [3.15789474 2.84210526],0
s5,1,0.110135,2.552286,[ 9 54] ; [4 8],[10.92 52.08] ; [2.08 9.92],0
a7,1,0.138044,2.199624,[35 29] ; [10  3],[37.4025974 26.5974026] ; [7.5974026 5.4025974],0
p1,1,0.153581,2.036315,[ 3 61] ; [ 2 11],[ 4.15584416 59.84415584] ; [ 0.84415584 12.15584416],0
n1,1,0.169547,1.886947,[ 6 25] ; [2 2],[ 7.08571429 23.91428571] ; [0.91428571 3.08571429],0
p4,1,0.186525,1.74485,[22 42] ; [7 6],[24.1038961 39.8961039] ; [4.8961039 8.1038961],0
a5,1,0.28636,1.136658,[30 34] ; [4 9],[28.25974026 35.74025974] ; [5.74025974 7.25974026],0
b1,1,0.324099,0.972333,[25 39] ; [7 6],[26.5974026 37.4025974] ; [5.4025974 7.5974026],0
u2,1,0.340597,0.908182,[12 20] ; [3 2],[12.97297297 19.02702703] ; [2.02702703 2.97297297],0
r3,1,0.456165,0.555288,[54 10] ; [12  1],[54.85714286  9.14285714] ; [11.14285714  1.85714286],0
v1,1,0.47974,0.499455,[18 45] ; [5 8],[19.06578947 43.93421053] ; [3.93421053 9.06578947],0
p9,1,0.48094,0.496732,[20 44] ; [5 7],[21.05263158 42.94736842] ; [3.94736842 8.05263158],0
r4,1,0.489618,0.477365,[43 21] ; [10  3],[44.05194805 19.94805195] ; [8.94805195 4.05194805],0
d3,1,0.511032,0.431954,[33 31] ; [8 5],[34.07792208 29.92207792] ; [6.92207792 6.07792208],0
d1,1,0.559678,0.340262,[24 40] ; [6 7],[24.93506494 39.06493506] ; [5.06493506 7.93506494],0
d2,1,0.559678,0.340262,[24 40] ; [6 7],[24.93506494 39.06493506] ; [5.06493506 7.93506494],0
n6,1,0.578606,0.308494,[34 30] ; [8 5],[34.90909091 29.09090909] ; [7.09090909 5.90909091],0
v4,1,0.615715,0.251936,[53 11] ; [10  3],[52.36363636 11.63636364] ; [10.63636364  2.36363636],0
r1,1,0.634567,0.225919,[39 25] ; [7 6],[38.23376623 25.76623377] ; [7.76623377 5.23376623],0
p8,1,0.638916,0.220163,[20 43] ; [5 8],[20.72368421 42.27631579] ; [4.27631579 8.72368421],0
a2,1,0.649111,0.207023,[ 7 57] ; [ 2 11],[ 7.48051948 56.51948052] ; [ 1.51948052 11.48051948],0
a6,1,0.650183,0.205669,[35 29] ; [8 5],[35.74025974 28.25974026] ; [7.25974026 5.74025974],0
a4,1,0.665388,0.187045,[16 48] ; [4 9],[16.62337662 47.37662338] ; [3.37662338 9.62337662],0
n5,1,0.756188,0.096404,[17 47] ; [4 9],[17.45454545 46.54545455] ; [3.54545455 9.45454545],0
p2,1,0.792196,0.069411,[37 27] ; [7 6],[36.57142857 27.42857143] ; [7.42857143 5.57142857],0
n2,1,0.800854,0.063626,[17 13] ; [2 2],[16.76470588 13.23529412] ; [2.23529412 1.76470588],0
a3,1,0.841105,0.040192,[32 31] ; [7 6],[32.32894737 30.67105263] ; [6.67105263 6.32894737],0
p7,1,0.87357,0.025321,[28 36] ; [6 7],[28.25974026 35.74025974] ; [5.74025974 7.25974026],0
p11,1,0.87357,0.025321,[28 36] ; [6 7],[28.25974026 35.74025974] ; [5.74025974 7.25974026],0
r2,1,0.874297,0.025028,[53 11] ; [11  2],[53.19480519 10.80519481] ; [10.80519481  2.19480519],0
b5,1,0.967688,0.001641,[39 25] ; [8 5],[39.06493506 24.93506494] ; [7.93506494 5.06493506],0
v2,1,0.979588,0.000655,[26 37] ; [5 7],[26.04 36.96] ; [4.96 7.04],0
