Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,113.677013,[422  75] ; [60 85],[373.13707165 123.86292835] ; [108.86292835  36.13707165],1
n6,1,0.0,28.275375,[444  55] ; [103  42],[423.84006211  75.15993789] ; [123.15993789  21.84006211],1
a5,1,1e-06,23.665844,[387 114] ; [83 63],[363.94126739 137.05873261] ; [106.05873261  39.94126739],1
p4,1,3.1e-05,17.362767,[307 192] ; [61 84],[285.14285714 213.85714286] ; [82.85714286 62.14285714],1
d2,1,5.6e-05,16.22052,[251 247] ; [ 46 100],[229.66770186 268.33229814] ; [67.33229814 78.66770186],1
a4,1,9.2e-05,15.290227,[238 261] ; [ 43 103],[217.39379845 281.60620155] ; [63.60620155 82.39379845],1
d5,1,9.6e-05,15.205532,[416  84] ; [100  46],[399.38080495 100.61919505] ; [116.61919505  29.38080495],1
s7,1,0.00014,14.499841,[237 246] ; [44 98],[217.1568 265.8432] ; [63.8432 78.1568],1
a2,1,0.000163,14.22119,[129 372] ; [ 16 130],[112.2797527 388.7202473] ; [ 32.7202473 113.2797527],1
d1,1,0.000211,13.727774,[306 195] ; [64 82],[286.50695518 214.49304482] ; [83.49304482 62.50695518],1
v3,1,0.000318,12.962224,[198 288] ; [ 34 107],[179.8277512 306.1722488] ; [52.1722488 88.8277512],1
u1,1,0.000539,11.976039,[ 99 402] ; [ 11 135],[ 85.17774343 415.82225657] ; [ 24.82225657 121.17774343],1
p3,1,0.00073,11.411164,[250 249] ; [50 96],[232.09302326 266.90697674] ; [67.90697674 78.09302326],1
r1,1,0.001309,10.330176,[409  90] ; [101  44],[395.17080745 103.82919255] ; [114.82919255  30.17080745],0
r4,1,0.001686,9.863165,[460  41] ; [121  25],[449.89335394  51.10664606] ; [131.10664606  14.89335394],0
s8,1,0.002629,9.048542,[227 272] ; [ 46 100],[211.20465116 287.79534884] ; [61.79534884 84.20465116],0
p10,1,0.002979,8.820352,[428  68] ; [111  35],[416.42367601  79.57632399] ; [122.57632399  23.42367601],0
a3,1,0.003641,8.454898,[361 139] ; [87 59],[346.74922601 153.25077399] ; [101.25077399  44.74922601],0
v1,1,0.004288,8.157631,[272 215] ; [60 82],[257.04928458 229.95071542] ; [74.95071542 67.04928458],0
a8,1,0.004825,7.943736,[ 75 383] ; [  9 125],[ 64.98648649 393.01351351] ; [ 19.01351351 114.98648649],0
r2,1,0.00489,7.919716,[470  23] ; [129  16],[462.86363636  30.13636364] ; [136.13636364   8.86363636],0
