Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,111.908553,[ 7 71] ; [284 107],[48.39658849 29.60341151] ; [242.60341151 148.39658849],1
d4,1,0.0,74.112709,[41 37] ; [356  35],[66.02558635 11.97441365] ; [330.97441365  60.02558635],1
d3,1,1e-06,24.675368,[37 41] ; [295  96],[55.21535181 22.78464819] ; [276.78464819 114.21535181],1
a4,1,1.1e-05,19.359246,[19 57] ; [205 185],[36.53218884 39.46781116] ; [187.46781116 202.53218884],1
d2,1,1.2e-05,19.208241,[21 57] ; [211 179],[38.66666667 39.33333333] ; [193.33333333 196.66666667],1
a5,1,1.7e-05,18.524001,[45 33] ; [314  77],[59.70575693 18.29424307] ; [299.29424307  91.70575693],1
u1,1,7.8e-05,15.597068,[ 3 75] ; [ 92 299],[15.79957356 62.20042644] ; [ 79.20042644 311.79957356],1
p2,1,0.000251,13.403629,[56 21] ; [342  44],[66.19006479 10.80993521] ; [331.80993521  54.19006479],1
p3,1,0.001182,10.518422,[30 47] ; [228 158],[42.90712743 34.09287257] ; [215.09287257 170.90712743],0
p4,1,0.001283,10.366809,[38 39] ; [265 122],[50.28232759 26.71767241] ; [252.71767241 134.28232759],0
a2,1,0.001845,9.697327,[ 9 69] ; [111 280],[19.95735608 58.04264392] ; [100.04264392 290.95735608],0
s5,1,0.004133,8.224576,[18 56] ; [158 217],[29.00668151 44.99331849] ; [146.99331849 228.00668151],0
p1,1,0.007452,7.160671,[14 63] ; [ 32 357],[ 7.60085837 69.39914163] ; [ 38.39914163 350.60085837],0
p10,1,0.011882,6.328394,[57 19] ; [331  52],[64.24400871 11.75599129] ; [323.75599129  59.24400871],0
a3,1,0.014741,5.94721,[49 28] ; [299  90],[57.50214592 19.49785408] ; [290.49785408  98.50214592],0
n4,1,0.017259,5.669864,[55 23] ; [320  69],[62.63383298 15.36616702] ; [312.36616702  76.63383298],0
p9,1,0.020227,5.392179,[62 15] ; [345  39],[67.98047722  9.01952278] ; [339.01952278  44.98047722],0
p6,1,0.021071,5.320913,[23 52] ; [170 207],[32.02433628 42.97566372] ; [160.97566372 216.02433628],0
s8,1,0.027508,4.85866,[30 47] ; [204 183],[38.83189655 38.16810345] ; [195.16810345 191.83189655],0
r3,1,0.035789,4.407148,[72  6] ; [379  11],[75.16666667  2.83333333] ; [375.83333333  14.16666667],0
s6,1,0.039857,4.223954,[47 29] ; [280 101],[54.38074398 21.61925602] ; [272.61925602 108.38074398],0
p7,1,0.069214,3.301569,[45 31] ; [262 113],[51.73392461 24.26607539] ; [255.26607539 119.73392461],0
a6,1,0.077436,3.117921,[46 32] ; [270 120],[52.66666667 25.33333333] ; [263.33333333 126.66666667],0
v2,1,0.091641,2.845309,[45 30] ; [265 114],[51.21145374 23.78854626] ; [258.78854626 120.21145374],0
s4,1,0.104204,2.64,[ 7 70] ; [ 63 322],[11.66666667 65.33333333] ; [ 58.33333333 326.66666667],0
b1,1,0.111745,2.529361,[36 42] ; [143 248],[29.76972281 48.23027719] ; [149.23027719 241.76972281],0
a7,1,0.114845,2.48625,[51 27] ; [289 101],[56.66666667 21.33333333] ; [283.33333333 106.66666667],0
v3,1,0.141036,2.166624,[33 45] ; [193 182],[38.91390728 39.08609272] ; [187.08609272 187.91390728],0
n6,1,0.159501,1.97895,[63 15] ; [337  51],[66.9527897 11.0472103] ; [333.0472103  54.9527897],0
n2,1,0.175065,1.839023,[13  1] ; [60 18],[11.10869565  2.89130435] ; [61.89130435 16.10869565],0
s2,1,0.184436,1.761511,[36 39] ; [218 169],[41.23376623 33.76623377] ; [212.76623377 174.23376623],0
s1,1,0.217604,1.520105,[ 4 72] ; [ 10 374],[ 2.31304348 73.68695652] ; [ 11.68695652 372.31304348],0
p8,1,0.218979,1.511046,[39 37] ; [224 156],[43.83333333 32.16666667] ; [219.16666667 160.83333333],0
r2,1,0.29509,1.096253,[74  4] ; [377  11],[75.48927039  2.51072961] ; [375.51072961  12.48927039],0
r4,1,0.308208,1.038339,[71  7] ; [368  23],[73.01066098  4.98933902] ; [365.98933902  25.01066098],0
p12,1,0.31812,0.99666,[ 5 72] ; [ 39 345],[ 7.34924078 69.65075922] ; [ 36.65075922 347.34924078],0
n5,1,0.327302,0.959544,[60 18] ; [317  71],[63.10300429 14.89699571] ; [313.89699571  74.10300429],0
s7,1,0.328323,0.955499,[35 39] ; [198 172],[38.83333333 35.16666667] ; [194.16666667 175.83333333],0
r1,1,0.369725,0.80459,[63 15] ; [330  59],[65.64025696 12.35974304] ; [327.35974304  61.64025696],0
s3,1,0.389833,0.739464,[46 29] ; [216 170],[42.62472885 32.37527115] ; [219.37527115 166.62472885],0
b2,1,0.561548,0.337031,[25 29] ; [102 141],[23.09090909 30.90909091] ; [103.90909091 139.09090909],0
