Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,8.9e-05,15.364474,[25  5] ; [28 41],[16.06060606 13.93939394] ; [36.93939394 32.06060606],1
p4,1,0.000294,13.105813,[15 16] ; [10 59],[ 7.75 23.25] ; [17.25 51.75],1
p6,1,0.000369,12.684029,[ 9 21] ; [ 3 65],[ 3.67346939 26.32653061] ; [ 8.32653061 59.67346939],1
p8,1,0.001392,10.216833,[12 18] ; [ 8 60],[ 6.12244898 23.87755102] ; [13.87755102 54.12244898],0
p10,1,0.003058,8.772659,[22  9] ; [26 41],[15.18367347 15.81632653] ; [32.81632653 34.18367347],0
s2,1,0.005544,7.692929,[13 18] ; [11 57],[ 7.51515152 23.48484848] ; [16.48484848 51.51515152],0
s3,1,0.027556,4.855606,[14 15] ; [17 50],[ 9.36458333 19.63541667] ; [21.63541667 45.36458333],0
n6,1,0.028089,4.82258,[10 19] ; [40 28],[14.94845361 14.05154639] ; [35.05154639 32.94845361],0
b3,1,0.03253,4.570366,[ 3 14] ; [20 22],[ 6.62711864 10.37288136] ; [16.37288136 25.62711864],0
b2,1,0.03253,4.570366,[ 3 14] ; [20 22],[ 6.62711864 10.37288136] ; [16.37288136 25.62711864],0
r3,1,0.042008,4.134873,[21  9] ; [32 35],[16.39175258 13.60824742] ; [36.60824742 30.39175258],0
s6,1,0.044219,4.048175,[14 16] ; [18 51],[ 9.6969697 20.3030303] ; [22.3030303 46.6969697],0
u2,1,0.048607,3.888889,[8 4] ; [10 20],[5.14285714 6.85714286] ; [12.85714286 17.14285714],0
v4,1,0.050361,3.8294,[20  7] ; [36 33],[15.75 11.25] ; [40.25 28.75],0
p11,1,0.074574,3.179355,[19 12] ; [29 40],[14.88 16.12] ; [33.12 35.88],0
d1,1,0.080936,3.045996,[ 7 24] ; [28 41],[10.85 20.15] ; [24.15 44.85],0
a2,1,0.095832,2.773579,[ 1 30] ; [10 59],[ 3.41 27.59] ; [ 7.59 61.41],0
b4,1,0.14808,2.09192,[15 16] ; [44 25],[18.29 12.71] ; [40.71 28.29],0
s5,1,0.16393,1.937598,[ 7 24] ; [ 8 60],[ 4.6969697 26.3030303] ; [10.3030303 57.6969697],0
p9,1,0.187438,1.737641,[19 12] ; [30 34],[15.98947368 15.01052632] ; [33.01052632 30.98947368],0
v2,1,0.211016,1.564444,[14 16] ; [22 44],[11.25 18.75] ; [24.75 41.25],0
s8,1,0.228913,1.447606,[ 7 24] ; [ 9 60],[ 4.96 26.04] ; [11.04 57.96],0
v3,1,0.234358,1.414212,[ 4 27] ; [16 53],[ 6.2 24.8] ; [13.8 55.2],0
n4,1,0.243576,1.359779,[15 16] ; [42 27],[17.67 13.33] ; [39.33 29.67],0
a1,1,0.252443,1.309731,[ 2 29] ; [10 59],[ 3.72 27.28] ; [ 8.28 60.72],0
n5,1,0.281309,1.160755,[16 13] ; [46 23],[18.34693878 10.65306122] ; [43.65306122 25.34693878],0
n2,1,0.313732,1.014898,[10  5] ; [19 18],[8.36538462 6.63461538] ; [20.63461538 16.36538462],0
r2,1,0.38118,0.766893,[17 10] ; [35 31],[15.09677419 11.90322581] ; [36.90322581 29.09677419],0
p5,1,0.381544,0.765721,[ 2 28] ; [ 2 67],[ 1.21212121 28.78787879] ; [ 2.78787879 66.21212121],0
v1,1,0.385229,0.753949,[10 19] ; [17 49],[ 8.24210526 20.75789474] ; [18.75789474 47.24210526],0
n3,1,0.405563,0.691769,[9 6] ; [17 19],[7.64705882 7.35294118] ; [18.35294118 17.64705882],0
a5,1,0.415853,0.662004,[13 18] ; [35 34],[14.88 16.12] ; [33.12 35.88],0
