Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-06,24.568719,[67 14] ; [24 33],[53.41304348 27.58695652] ; [37.58695652 19.41304348],1
n6,1,0.003805,8.374497,[66 16] ; [33 24],[58.4028777 23.5971223] ; [40.5971223 16.4028777],0
v3,1,0.014113,6.023915,[23 59] ; [ 6 50],[17.23188406 64.76811594] ; [11.76811594 44.23188406],0
s7,1,0.049412,3.86129,[28 48] ; [12 45],[22.85714286 53.14285714] ; [17.14285714 39.85714286],0
s6,1,0.053875,3.716567,[40 39] ; [19 37],[34.52592593 44.47407407] ; [24.47407407 31.52592593],0
a8,1,0.080211,3.060618,[12 66] ; [ 3 51],[ 8.86363636 69.13636364] ; [ 6.13636364 47.86363636],0
a3,1,0.083319,2.998934,[40 42] ; [19 37],[35.05797101 46.94202899] ; [23.94202899 32.05797101],0
p3,1,0.089386,2.885396,[33 49] ; [15 42],[28.31654676 53.68345324] ; [19.68345324 37.31654676],0
a4,1,0.105361,2.622466,[19 63] ; [ 7 50],[15.3381295 66.6618705] ; [10.6618705 46.3381295],0
v1,1,0.110755,2.54341,[32 48] ; [15 41],[27.64705882 52.35294118] ; [19.35294118 36.64705882],0
a6,1,0.118348,2.439047,[47 35] ; [25 32],[42.47482014 39.52517986] ; [29.52517986 27.47482014],0
a5,1,0.12334,2.374392,[35 47] ; [17 40],[30.67625899 51.32374101] ; [21.32374101 35.67625899],0
p12,1,0.136198,2.220398,[ 6 75] ; [ 1 56],[ 4.10869565 76.89130435] ; [ 2.89130435 54.10869565],0
v2,1,0.14017,2.176095,[26 54] ; [12 45],[22.18978102 57.81021898] ; [15.81021898 41.18978102],0
n1,1,0.143235,2.142857,[12 12] ; [ 6 15],[ 9.6 14.4] ; [ 8.4 12.6],0
p11,1,0.143707,2.137814,[56 26] ; [32 25],[51.91366906 30.08633094] ; [36.08633094 20.91366906],0
d5,1,0.189279,1.723224,[43 39] ; [23 33],[39.2173913 42.7826087] ; [26.7826087 29.2173913],0
u3,1,0.233348,1.420337,[12 29] ; [16 22],[14.53164557 26.46835443] ; [13.46835443 24.53164557],0
p4,1,0.236802,1.399533,[37 45] ; [20 37],[33.62589928 48.37410072] ; [23.37410072 33.62589928],0
n3,1,0.242585,1.365508,[19  5] ; [14  8],[17.2173913  6.7826087] ; [15.7826087  6.2173913],0
n2,1,0.242585,1.365508,[19  5] ; [14  8],[17.2173913  6.7826087] ; [15.7826087  6.2173913],0
d2,1,0.246149,1.345029,[11 70] ; [12 45],[13.5 67.5] ; [ 9.5 47.5],0
s4,1,0.278961,1.172145,[14 68] ; [14 43],[16.51798561 65.48201439] ; [11.48201439 45.51798561],0
p10,1,0.292305,1.108975,[53 26] ; [32 23],[50.1119403 28.8880597] ; [34.8880597 20.1119403],0
b1,1,0.299491,1.07646,[33 49] ; [28 29],[35.98561151 46.01438849] ; [25.01438849 31.98561151],0
p9,1,0.355364,0.85421,[61 19] ; [38 17],[58.66666667 21.33333333] ; [40.33333333 14.66666667],0
p5,1,0.363761,0.824868,[ 8 74] ; [ 3 52],[ 6.58394161 75.41605839] ; [ 4.41605839 50.58394161],0
b4,1,0.417594,0.657077,[46 36] ; [28 29],[43.65467626 38.34532374] ; [30.34532374 26.65467626],0
d3,1,0.472866,0.515271,[25 57] ; [20 35],[26.93430657 55.06569343] ; [18.06569343 36.93430657],0
