Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.146924,2.103896,[25 11] ; [19 17],[22. 14.] ; [22. 14.],0
p8,1,0.238412,1.389961,[15 21] ; [20 16],[17.5 18.5] ; [17.5 18.5],0
p2,1,0.306136,1.047273,[23 13] ; [27  9],[25. 11.] ; [25. 11.],0
p1,1,0.69078,0.158242,[ 3 33] ; [ 4 32],[ 3.5 32.5] ; [ 3.5 32.5],0
p7,1,0.920744,0.0099,[20 14] ; [21 14],[20.20289855 13.79710145] ; [20.79710145 14.20289855],0
b1,1,1.0,0.0,[21 15] ; [21 15],[21. 15.] ; [21. 15.],0
