Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,51.856541,[75 14] ; [ 3 25],[59.33333333 29.66666667] ; [18.66666667  9.33333333],1
v4,1,0.0,29.055187,[82  4] ; [15 13],[73.1754386 12.8245614] ; [23.8245614  4.1754386],1
p11,1,6.6e-05,15.909375,[63 26] ; [ 8 20],[54.00854701 34.99145299] ; [16.99145299 11.00854701],1
n6,1,0.000147,14.405619,[69 20] ; [11 17],[60.85470085 28.14529915] ; [19.14529915  8.85470085],1
p2,1,0.000296,13.095159,[67 21] ; [11 17],[59.17241379 28.82758621] ; [18.82758621  9.17241379],1
p10,1,0.000384,12.606921,[60 24] ; [ 9 18],[52.21621622 31.78378378] ; [16.78378378 10.21621622],1
r1,1,0.000511,12.074774,[58 30] ; [ 8 20],[50.06896552 37.93103448] ; [15.93103448 12.06896552],1
p9,1,0.00149,10.090796,[63 24] ; [10 16],[56.20353982 30.79646018] ; [16.79646018  9.20353982],0
n3,1,0.001946,9.6,[27  3] ; [9 9],[22.5  7.5] ; [13.5  4.5],0
b2,1,0.002286,9.30409,[ 5 37] ; [ 9 10],[ 9.63934426 32.36065574] ; [ 4.36065574 14.63934426],0
b3,1,0.002286,9.30409,[ 5 37] ; [ 9 10],[ 9.63934426 32.36065574] ; [ 4.36065574 14.63934426],0
s3,1,0.00291,8.863019,[46 42] ; [ 5 21],[39.36842105 48.63157895] ; [11.63157895 14.36842105],0
s6,1,0.003925,8.318205,[49 38] ; [ 7 21],[42.36521739 44.63478261] ; [13.63478261 14.36521739],0
s8,1,0.005953,7.564581,[30 59] ; [ 2 26],[24.34188034 64.65811966] ; [ 7.65811966 20.34188034],0
v2,1,0.007051,7.259824,[32 50] ; [ 3 24],[26.33027523 55.66972477] ; [ 8.66972477 18.33027523],0
n5,1,0.010957,6.472279,[57 32] ; [25  3],[62.37606838 26.62393162] ; [19.62393162  8.37606838],0
p7,1,0.013573,6.092822,[44 41] ; [ 7 21],[38.36283186 46.63716814] ; [12.63716814 15.36283186],0
s2,1,0.018359,5.561569,[37 50] ; [ 5 23],[31.77391304 55.22608696] ; [10.22608696 17.77391304],0
b5,1,0.027337,4.869411,[53 36] ; [10 18],[47.92307692 41.07692308] ; [15.07692308 12.92307692],0
r2,1,0.028495,4.797891,[78 10] ; [20  8],[74.34482759 13.65517241] ; [23.65517241  4.34482759],0
d2,1,0.033712,4.509264,[15 74] ; [10 18],[19.01709402 69.98290598] ; [ 5.98290598 22.01709402],0
p4,1,0.038373,4.288406,[31 58] ; [ 4 24],[26.62393162 62.37606838] ; [ 8.37606838 19.62393162],0
a7,1,0.038894,4.265487,[48 40] ; [ 9 19],[43.24137931 44.75862069] ; [13.75862069 14.24137931],0
n2,1,0.042096,4.131355,[26  5] ; [11  8],[22.94  8.06] ; [14.06  4.94],0
n1,1,0.090498,2.865497,[10 20] ; [11  8],[12.85714286 17.14285714] ; [ 8.14285714 10.85714286],0
d5,1,0.092696,2.826912,[41 47] ; [ 8 20],[37.17241379 50.82758621] ; [11.82758621 16.17241379],0
a8,1,0.094606,2.794201,[13 67] ; [ 1 26],[10.46728972 69.53271028] ; [ 3.53271028 23.46728972],0
u3,1,0.121171,2.402124,[23 29] ; [ 3 11],[20.48484848 31.51515152] ; [5.51515152 8.48484848],0
p8,1,0.123586,2.371278,[33 53] ; [ 6 21],[29.68141593 56.31858407] ; [ 9.31858407 17.68141593],0
p1,1,0.133973,2.245858,[ 7 81] ; [ 5 23],[ 9.10344828 78.89655172] ; [ 2.89655172 25.10344828],0
d3,1,0.14492,2.124925,[28 59] ; [ 5 23],[24.96521739 62.03478261] ; [ 8.03478261 19.96521739],0
a6,1,0.145358,2.120298,[49 40] ; [11 17],[45.64102564 43.35897436] ; [14.35897436 13.64102564],0
s1,1,0.15432,2.029017,[ 5 80] ; [ 4 24],[ 6.7699115 78.2300885] ; [ 2.2300885 25.7699115],0
s7,1,0.159165,1.982143,[31 53] ; [ 6 21],[28. 56.] ; [ 9. 18.],0
b1,1,0.184501,1.760993,[32 57] ; [14 14],[34.99145299 54.00854701] ; [11.00854701 16.99145299],0
s5,1,0.185117,1.756059,[19 67] ; [ 3 25],[16.59649123 69.40350877] ; [ 5.40350877 22.59649123],0
v1,1,0.225185,1.47102,[36 51] ; [ 8 20],[33.28695652 53.71304348] ; [10.71304348 17.28695652],0
