Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,2e-05,18.229986,[16 24] ; [89 27],[26.92307692 13.07692308] ; [78.07692308 37.92307692],1
d2,1,4.5e-05,16.627724,[ 8 33] ; [65 50],[19.18589744 21.81410256] ; [53.81410256 61.18589744],1
a4,1,0.00025,13.414677,[ 9 31] ; [65 51],[18.97435897 21.02564103] ; [55.02564103 60.97435897],1
d1,1,0.002799,8.934361,[14 27] ; [71 45],[22.19745223 18.80254777] ; [62.80254777 53.19745223],0
p11,1,0.007622,7.120248,[22 19] ; [88 28],[28.72611465 12.27388535] ; [81.27388535 34.72611465],0
u1,1,0.0101,6.617139,[ 1 40] ; [22 94],[ 6.00636943 34.99363057] ; [16.99363057 99.00636943],0
n2,1,0.022303,5.221993,[5 5] ; [28  5],[7.6744186 2.3255814] ; [25.3255814  7.6744186],0
r1,1,0.022314,5.22111,[26 15] ; [94 22],[31.33757962  9.66242038] ; [88.66242038 27.33757962],0
s2,1,0.025559,4.985615,[15 25] ; [65 47],[21.05263158 18.94736842] ; [58.94736842 53.05263158],0
n4,1,0.038895,4.26545,[25 16] ; [90 26],[30.03184713 10.96815287] ; [84.96815287 31.03184713],0
s7,1,0.055142,3.677778,[11 27] ; [51 58],[16.02721088 21.97278912] ; [45.97278912 63.02721088],0
n5,1,0.06933,3.298803,[23 18] ; [83 33],[27.68152866 13.31847134] ; [78.31847134 37.68152866],0
p8,1,0.081021,3.04431,[ 7 33] ; [37 79],[11.28205128 28.71794872] ; [32.71794872 83.28205128],0
d5,1,0.091998,2.839064,[28 13] ; [94 22],[31.85987261  9.14012739] ; [90.14012739 25.85987261],0
v2,1,0.119289,2.426629,[19 19] ; [72 40],[23.05333333 14.94666667] ; [67.94666667 44.05333333],0
r4,1,0.167708,1.90331,[32  9] ; [101  15],[34.73248408  6.26751592] ; [98.26751592 17.73248408],0
d4,1,0.211877,1.558557,[29 12] ; [93 23],[31.85987261  9.14012739] ; [90.14012739 25.85987261],0
p6,1,0.294067,1.100907,[ 5 36] ; [22 91],[ 7.18831169 33.81168831] ; [19.81168831 93.18831169],0
r3,1,0.297399,1.085819,[36  5] ; [107   8],[37.58333333  3.41666667] ; [105.41666667   9.58333333],0
p12,1,0.301656,1.066858,[ 2 38] ; [ 12 103],[ 3.61290323 36.38709677] ; [ 10.38709677 104.61290323],0
n3,1,0.333342,0.935871,[8 2] ; [21 12],[6.74418605 3.25581395] ; [22.25581395 10.74418605],0
s6,1,0.350176,0.872818,[24 16] ; [77 36],[26.40522876 13.59477124] ; [74.59477124 38.40522876],0
n6,1,0.393693,0.727506,[29 12] ; [89 26],[31.01282051  9.98717949] ; [86.98717949 28.01282051],0
a6,1,0.406759,0.688253,[25 16] ; [79 37],[27.15923567 13.84076433] ; [76.84076433 39.15923567],0
u2,1,0.417244,0.658065,[16  8] ; [15 12],[14.58823529  9.41176471] ; [16.41176471 10.58823529],0
