Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,2e-05,18.229986,[16 24] ; [89 27],[26.92307692 13.07692308] ; [78.07692308 37.92307692],1
p9,1,0.471317,0.518886,[34  6] ; [91 23],[32.46753247  7.53246753] ; [92.53246753 21.46753247],0
b3,1,0.489951,0.476634,[ 9 10] ; [29 46],[ 7.68085106 11.31914894] ; [30.31914894 44.68085106],0
b2,1,0.489951,0.476634,[ 9 10] ; [29 46],[ 7.68085106 11.31914894] ; [30.31914894 44.68085106],0
s8,1,0.491924,0.472316,[13 28] ; [43 71],[14.81290323 26.18709677] ; [41.18709677 72.81290323],0
p3,1,0.514774,0.42435,[13 28] ; [43 72],[14.71794872 26.28205128] ; [41.28205128 73.71794872],0
b1,1,0.537863,0.379515,[13 28] ; [43 73],[14.62420382 26.37579618] ; [41.37579618 74.62420382],0
a8,1,0.550137,0.357072,[ 3 34] ; [12 91],[ 3.96428571 33.03571429] ; [11.03571429 91.96428571],0
v4,1,0.563538,0.333616,[37  4] ; [107   8],[37.84615385  3.15384615] ; [106.15384615   8.84615385],0
v3,1,0.574062,0.315934,[15 24] ; [48 62],[16.48993289 22.51006711] ; [46.51006711 63.48993289],0
p2,1,0.592777,0.286028,[29 12] ; [87 29],[30.29299363 10.70700637] ; [85.70700637 30.29299363],0
p4,1,0.629656,0.232528,[18 23] ; [56 60],[19.32484076 21.67515924] ; [54.67515924 61.32484076],0
s4,1,0.655174,0.199439,[ 5 36] ; [17 96],[ 5.85714286 35.14285714] ; [16.14285714 96.85714286],0
n1,1,0.672583,0.178595,[5 5] ; [14 19],[4.41860465 5.58139535] ; [14.58139535 18.41860465],0
s3,1,0.706582,0.141715,[19 20] ; [59 54],[20.01315789 18.98684211] ; [57.98684211 55.01315789],0
d3,1,0.731219,0.117995,[26 15] ; [77 39],[26.89808917 14.10191083] ; [76.10191083 39.89808917],0
a1,1,0.751739,0.100075,[ 1 40] ; [  4 112],[ 1.30573248 39.69426752] ; [  3.69426752 112.30573248],0
r2,1,0.772529,0.08356,[38  3] ; [109   7],[38.38853503  2.61146497] ; [108.61146497   7.38853503],0
b4,1,0.791962,0.069571,[25 16] ; [68 48],[24.2866242 16.7133758] ; [68.7133758 47.2866242],0
p5,1,0.804217,0.061451,[ 4 36] ; [ 10 105],[ 3.61290323 36.38709677] ; [ 10.38709677 104.61290323],0
p10,1,0.804242,0.061435,[29 11] ; [81 34],[28.38709677 11.61290323] ; [81.61290323 33.38709677],0
u3,1,0.839955,0.040784,[16  9] ; [18  9],[16.34615385  8.65384615] ; [17.65384615  9.34615385],0
s1,1,0.855833,0.033008,[ 2 38] ; [  5 111],[ 1.79487179 38.20512821] ; [  5.20512821 110.79487179],0
a7,1,0.920494,0.009962,[29 12] ; [83 33],[29.24840764 11.75159236] ; [82.75159236 33.24840764],0
b5,1,0.951215,0.003743,[27 14] ; [77 39],[27.15923567 13.84076433] ; [76.84076433 39.15923567],0
p1,1,0.959184,0.002619,[ 4 37] ; [ 11 105],[ 3.91719745 37.08280255] ; [ 11.08280255 104.91719745],0
s5,1,0.962654,0.002192,[10 26] ; [31 79],[10.10958904 25.89041096] ; [30.89041096 79.10958904],0
