Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.001578,9.985575,[119  24] ; [37 22],[110.43564356  32.56435644] ; [45.56435644 13.43564356],0
a8,1,0.004222,8.185787,[ 23 110] ; [ 1 53],[ 17.06951872 115.93048128] ; [ 6.93048128 47.06951872],0
n1,1,0.007003,7.272191,[20  8] ; [ 6 13],[15.4893617 12.5106383] ; [10.5106383  8.4893617],0
p5,1,0.009461,6.733732,[ 35 108] ; [ 5 54],[ 28.31683168 114.68316832] ; [11.68316832 47.31683168],0
b3,1,0.020606,5.359771,[45 48] ; [ 9 26],[39.234375 53.765625] ; [14.765625 20.234375],0
b2,1,0.020606,5.359771,[45 48] ; [ 9 26],[39.234375 53.765625] ; [14.765625 20.234375],0
v3,1,0.033011,4.545208,[72 69] ; [20 38],[65.18592965 75.81407035] ; [26.81407035 31.18592965],0
r1,1,0.048608,3.88884,[125  18] ; [45 14],[120.34653465  22.65346535] ; [49.65346535  9.34653465],0
v2,1,0.073135,3.211228,[87 55] ; [27 30],[81.34673367 60.65326633] ; [32.65326633 24.34673367],0
p12,1,0.077219,3.122488,[ 23 120] ; [ 4 55],[ 19.11386139 123.88613861] ; [ 7.88613861 51.11386139],0
a1,1,0.081034,3.044039,[ 12 133] ; [ 1 58],[  9.24019608 135.75980392] ; [ 3.75980392 55.24019608],0
s6,1,0.081619,3.032362,[131  12] ; [57  1],[133.75124378   9.24875622] ; [54.24875622  3.75124378],0
d4,1,0.109856,2.556286,[130  13] ; [49 10],[126.71782178  16.28217822] ; [52.28217822  6.71782178],0
v1,1,0.11599,2.47065,[96 46] ; [33 26],[91.13432836 50.86567164] ; [37.86567164 21.13432836],0
p8,1,0.150681,2.06534,[91 52] ; [30 27],[86.515 56.485] ; [34.485 22.515],0
b4,1,0.173793,1.849916,[86 59] ; [41 18],[90.26960784 54.73039216] ; [36.73039216 22.26960784],0
a2,1,0.173979,1.848323,[ 43 102] ; [12 47],[ 39.09313725 105.90686275] ; [15.90686275 43.09313725],0
p3,1,0.190874,1.710857,[87 56] ; [30 29],[82.82673267 60.17326733] ; [34.17326733 24.82673267],0
a3,1,0.197794,1.658586,[118  25] ; [44 15],[114.68316832  28.31683168] ; [47.31683168 11.68316832],0
a5,1,0.225967,1.46607,[119  26] ; [44 15],[115.85784314  29.14215686] ; [47.14215686 11.85784314],0
s8,1,0.247777,1.335796,[97 46] ; [35 24],[93.44554455 49.55445545] ; [38.55445545 20.44554455],0
n5,1,0.308755,1.035995,[115  27] ; [44 15],[112.32835821  29.67164179] ; [46.67164179 12.32835821],0
a4,1,0.321359,0.983409,[70 75] ; [33 26],[73.21078431 71.78921569] ; [29.78921569 29.21078431],0
s7,1,0.325619,0.966241,[103  36] ; [46 11],[105.66836735  33.33163265] ; [43.33163265 13.66836735],0
p11,1,0.331726,0.942148,[117  28] ; [44 15],[114.43627451  30.56372549] ; [46.56372549 12.43627451],0
p2,1,0.336457,0.923884,[126  17] ; [49 10],[123.88613861  19.11386139] ; [51.11386139  7.88613861],0
u1,1,0.412234,0.672348,[ 32 113] ; [10 49],[ 29.85294118 115.14705882] ; [12.14705882 46.85294118],0
s2,1,0.428503,0.626877,[133  12] ; [56  3],[134.33823529  10.66176471] ; [54.66176471  4.33823529],0
u3,1,0.494525,0.466667,[17 10] ; [11  4],[18.  9.] ; [10.  5.],0
n2,1,0.511024,0.43197,[25  3] ; [18  1],[25.61702128  2.38297872] ; [17.38297872  1.61702128],0
p10,1,0.527731,0.398758,[125  17] ; [50  9],[123.6318408  18.3681592] ; [51.3681592  7.6318408],0
p1,1,0.529915,0.394555,[ 19 123] ; [ 6 53],[ 17.66169154 124.33830846] ; [ 7.33830846 51.66169154],0
n6,1,0.56644,0.328676,[125  15] ; [51  8],[123.81909548  16.18090452] ; [52.18090452  6.81909548],0
a6,1,0.588827,0.29218,[93 50] ; [36 23],[91.32178218 51.67821782] ; [37.67821782 21.32178218],0
p4,1,0.591556,0.287921,[97 45] ; [38 21],[95.37313433 46.62686567] ; [39.62686567 19.37313433],0
v4,1,0.598674,0.277001,[138   5] ; [56  3],[137.33663366   5.66336634] ; [56.66336634  2.33663366],0
n3,1,0.620725,0.24485,[21  7] ; [13  6],[20.25531915  7.74468085] ; [13.74468085  5.25531915],0
d1,1,0.66228,0.190766,[98 47] ; [38 21],[96.66666667 48.33333333] ; [39.33333333 19.66666667],0
b5,1,0.682073,0.167801,[79 66] ; [34 25],[80.31862745 64.68137255] ; [32.68137255 26.31862745],0
d5,1,0.684804,0.164768,[122  21] ; [49 10],[121.05445545  21.94554455] ; [49.94554455  9.05445545],0
a7,1,0.690614,0.158422,[100  45] ; [39 20],[98.79901961 46.20098039] ; [40.20098039 18.79901961],0
p7,1,0.734833,0.11472,[105  34] ; [41 15],[104.07179487  34.92820513] ; [41.92820513 14.07179487],0
s1,1,0.780669,0.077533,[  6 137] ; [ 3 56],[  6.37128713 136.62871287] ; [ 2.62871287 56.37128713],0
b1,1,0.821661,0.050809,[59 86] ; [23 36],[58.28431373 86.71568627] ; [23.71568627 35.28431373],0
u2,1,0.837046,0.042302,[13 13] ; [7 8],[12.68292683 13.31707317] ; [7.31707317 7.68292683],0
r2,1,0.874205,0.025065,[141   2] ; [58  1],[140.87623762   2.12376238] ; [58.12376238  0.87623762],0
p9,1,0.915754,0.01119,[130  13] ; [53  5],[130.19402985  12.80597015] ; [52.80597015  5.19402985],0
d2,1,0.920931,0.009853,[77 67] ; [32 27],[77.32019704 66.67980296] ; [31.67980296 27.32019704],0
p6,1,0.9353,0.00659,[67 75] ; [27 31],[66.74 75.26] ; [27.26 30.74],0
d3,1,0.959875,0.002531,[102  42] ; [42 17],[102.14778325  41.85221675] ; [41.85221675 17.14778325],0
r4,1,0.976114,0.000896,[135  10] ; [55  4],[135.04901961   9.95098039] ; [54.95098039  4.04901961],0
r3,1,0.993283,7.1e-05,[139   5] ; [56  2],[139.00990099   4.99009901] ; [55.99009901  2.00990099],0
