Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,7.2e-05,15.763942,[73 38] ; [43 67],[58.26244344 52.73755656] ; [57.73755656 52.26244344],1
s2,1,0.071741,3.242725,[50 66] ; [35 76],[43.43612335 72.56387665] ; [41.56387665 69.43612335],0
d3,1,0.122782,2.381472,[83 33] ; [70 43],[77.50218341 38.49781659] ; [75.49781659 37.50218341],0
s6,1,0.126177,2.338919,[61 53] ; [49 64],[55.24229075 58.75770925] ; [54.75770925 58.24229075],0
s4,1,0.144614,2.128163,[25 91] ; [16 97],[20.76855895 95.23144105] ; [20.23144105 92.76855895],0
p5,1,0.162852,1.947543,[  9 106] ; [  4 109],[  6.55701754 108.44298246] ; [  6.44298246 106.55701754],0
s8,1,0.166118,1.917635,[35 81] ; [25 88],[30.3930131 85.6069869] ; [29.6069869 83.3930131],0
d1,1,0.210704,1.566584,[64 52] ; [53 60],[59.26637555 56.73362445] ; [57.73362445 55.26637555],0
a2,1,0.231373,1.432399,[28 88] ; [20 93],[24.31441048 91.68558952] ; [23.68558952 89.31441048],0
a7,1,0.233075,1.421999,[85 30] ; [74 37],[80.90707965 34.09292035] ; [78.09292035 32.90707965],0
d5,1,0.249781,1.324528,[87 29] ; [77 36],[83.07423581 32.92576419] ; [80.92576419 32.07423581],0
p6,1,0.255498,1.292989,[31 82] ; [23 87],[27.3632287 85.6367713] ; [26.6367713 83.3632287],0
p3,1,0.291231,1.113921,[36 79] ; [28 84],[32.42290749 82.57709251] ; [31.57709251 80.42290749],0
s5,1,0.29247,1.108215,[27 81] ; [21 89],[23.77981651 84.22018349] ; [24.22018349 85.77981651],0
v3,1,0.325491,0.966756,[37 72] ; [30 78],[33.65437788 75.34562212] ; [33.34562212 74.65437788],0
r2,1,0.327117,0.960278,[104   8] ; [98 12],[101.90990991  10.09009009] ; [100.09009009   9.90990991],0
p8,1,0.329528,0.95075,[43 71] ; [35 76],[39.52 74.48] ; [38.48 72.52],0
b5,1,0.331355,0.943594,[74 42] ; [65 48],[70.41048035 45.58951965] ; [68.58951965 44.41048035],0
v2,1,0.346457,0.886391,[54 54] ; [48 62],[50.53211009 57.46788991] ; [51.46788991 58.53211009],0
d4,1,0.358721,0.842365,[90 26] ; [81 31],[87. 29.] ; [84. 28.],0
b4,1,0.372703,0.794634,[62 54] ; [67 46],[65.34497817 50.65502183] ; [63.65502183 49.34497817],0
a5,1,0.403167,0.69886,[74 42] ; [66 47],[70.91703057 45.08296943] ; [69.08296943 43.91703057],0
d2,1,0.43185,0.617842,[53 63] ; [57 55],[55.96491228 60.03508772] ; [54.03508772 57.96491228],0
v1,1,0.455204,0.557661,[47 67] ; [40 70],[44.27678571 69.72321429] ; [42.72321429 67.27678571],0
a1,1,0.490725,0.474935,[  4 112] ; [  6 107],[  5.06550218 110.93449782] ; [  4.93449782 108.06550218],0
v4,1,0.524484,0.405066,[99 16] ; [93 19],[97.26872247 17.73127753] ; [94.73127753 17.26872247],0
p7,1,0.53564,0.383681,[50 62] ; [45 66],[47.71300448 64.28699552] ; [47.28699552 63.71300448],0
p4,1,0.563061,0.334432,[46 68] ; [41 71],[43.88495575 70.11504425] ; [43.11504425 68.88495575],0
a8,1,0.598082,0.277898,[10 91] ; [12 86],[11.16582915 89.83417085] ; [10.83417085 87.16582915],0
s7,1,0.632776,0.228315,[38 71] ; [35 75],[36.33333333 72.66666667] ; [36.66666667 73.33333333],0
b3,1,0.635764,0.224325,[21 36] ; [25 51],[19.71428571 37.28571429] ; [26.28571429 49.71428571],0
b2,1,0.635764,0.224325,[21 36] ; [25 51],[19.71428571 37.28571429] ; [26.28571429 49.71428571],0
n5,1,0.656582,0.197702,[66 48] ; [61 50],[64.34666667 49.65333333] ; [62.65333333 48.34666667],0
u1,1,0.66167,0.191501,[21 95] ; [18 95],[19.75545852 96.24454148] ; [19.24454148 93.75545852],0
s1,1,0.669625,0.182041,[  9 106] ; [  7 103],[  8.17777778 106.82222222] ; [  7.82222222 102.17777778],0
p2,1,0.686727,0.162651,[73 43] ; [74 39],[74.4628821 41.5371179] ; [72.5371179 40.4628821],0
n1,1,0.700135,0.148332,[15 29] ; [13 30],[14.16091954 29.83908046] ; [13.83908046 29.16091954],0
s3,1,0.727307,0.121598,[56 58] ; [51 58],[54.69955157 59.30044843] ; [52.30044843 56.69955157],0
r3,1,0.763926,0.090197,[97 17] ; [96 15],[97.78666667 16.21333333] ; [95.21333333 15.78666667],0
n2,1,0.764273,0.089925,[31 14] ; [29 15],[30.33707865 14.66292135] ; [29.66292135 14.33707865],0
a6,1,0.777247,0.080037,[77 39] ; [73 40],[75.98253275 40.01746725] ; [74.01746725 38.98253275],0
r1,1,0.783634,0.075398,[82 32] ; [78 33],[81.06666667 32.93333333] ; [78.93333333 32.06666667],0
r4,1,0.790628,0.070488,[90 26] ; [86 27],[89.15283843 26.84716157] ; [86.84716157 26.15283843],0
