Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,78.557168,[471 115] ; [39 62],[435.02183406 150.97816594] ; [74.97816594 26.02183406],1
n4,1,0.0,56.019661,[488  99] ; [51 51],[459.20609579 127.79390421] ; [79.79390421 22.20609579],1
p10,1,0.0,29.513827,[502  82] ; [63 36],[483.10395315 100.89604685] ; [81.89604685 17.10395315],1
p11,1,9e-06,19.813801,[487 101] ; [65 37],[470.4 117.6] ; [81.6 20.4],1
p9,1,3.8e-05,16.989418,[512  68] ; [72 27],[498.85125184  81.14874816] ; [85.14874816 13.85125184],1
p7,1,0.000153,14.329284,[390 185] ; [46 50],[373.62146051 201.37853949] ; [62.37853949 33.62146051],1
s6,1,0.000643,11.648082,[416 159] ; [56 45],[401.47928994 173.52071006] ; [70.52071006 30.47928994],1
s7,1,0.000786,11.273862,[298 267] ; [32 62],[282.92867982 282.07132018] ; [47.07132018 46.92867982],1
p8,1,0.00203,9.522195,[328 251] ; [40 60],[313.80265096 265.19734904] ; [54.19734904 45.80265096],0
p4,1,0.002576,9.086099,[373 211] ; [48 52],[359.4502924 224.5497076] ; [61.5497076 38.4502924],0
s5,1,0.004888,7.920379,[220 345] ; [23 73],[207.70801815 357.29198185] ; [35.29198185 60.70801815],0
d2,1,0.005131,7.832768,[329 257] ; [42 60],[315.99709302 270.00290698] ; [55.00290698 46.99709302],0
p6,1,0.006273,7.47014,[234 346] ; [25 72],[221.89069424 358.10930576] ; [37.10930576 59.89069424],0
d1,1,0.010812,6.495918,[425 163] ; [61 41],[414.15652174 173.84347826] ; [71.84347826 30.15652174],0
u1,1,0.011854,6.332651,[134 454] ; [12 90],[124.4173913 463.5826087] ; [21.5826087 80.4173913],0
s8,1,0.012737,6.205239,[284 300] ; [36 66],[272.41982507 311.58017493] ; [47.58017493 54.41982507],0
a4,1,0.017859,5.609906,[299 288] ; [39 63],[287.96226415 299.03773585] ; [50.03773585 51.96226415],0
a5,1,0.019523,5.454076,[465 123] ; [70 32],[455.91304348 132.08695652] ; [79.08695652 22.91304348],0
v3,1,0.022801,5.18358,[244 323] ; [28 64],[234.02731411 332.97268589] ; [37.97268589 54.02731411],0
p5,1,0.029237,4.753618,[ 73 511] ; [ 5 95],[ 66.59649123 517.40350877] ; [11.40350877 88.59649123],0
p2,1,0.030789,4.664693,[502  84] ; [78 23],[494.73071325  91.26928675] ; [85.26928675 15.73071325],0
v4,1,0.036459,4.375524,[575  13] ; [96  6],[571.80869565  16.19130435] ; [99.19130435  2.80869565],0
v1,1,0.04031,4.204799,[328 247] ; [46 54],[318.59259259 256.40740741] ; [55.40740741 44.59259259],0
p12,1,0.042638,4.109713,[ 53 531] ; [ 3 96],[ 47.88286969 536.11713031] ; [ 8.11713031 90.88286969],0
a2,1,0.046711,3.955753,[165 423] ; [19 83],[156.8 431.2] ; [27.2 74.8],0
u2,1,0.06325,3.450046,[81 55] ; [24  7],[85.50898204 50.49101796] ; [19.49101796 11.50898204],0
p3,1,0.073522,3.202582,[307 281] ; [43 58],[298.69375907 289.30624093] ; [51.30624093 49.69375907],0
a8,1,0.074079,3.190247,[ 83 451] ; [ 8 86],[ 77.37898089 456.62101911] ; [13.62101911 80.37898089],0
a3,1,0.076499,3.137745,[450 136] ; [70 32],[442.90697674 143.09302326] ; [77.09302326 24.90697674],0
b2,1,0.086431,2.939621,[152 207] ; [18 41],[146.00478469 212.99521531] ; [23.99521531 35.00478469],0
b3,1,0.086431,2.939621,[152 207] ; [18 41],[146.00478469 212.99521531] ; [23.99521531 35.00478469],0
b1,1,0.087538,2.919069,[213 375] ; [46 56],[220.71304348 367.28695652] ; [38.28695652 63.71304348],0
u3,1,0.105335,2.622859,[85 52] ; [24  7],[88.88690476 48.11309524] ; [20.11309524 10.88690476],0
r2,1,0.145391,2.11995,[574  10] ; [98  4],[572.08163265  11.91836735] ; [99.91836735  2.08163265],0
v2,1,0.170294,1.880356,[342 227] ; [50 45],[335.91566265 233.08433735] ; [56.08433735 38.91566265],0
s2,1,0.176074,1.830454,[320 264] ; [48 53],[313.74014599 270.25985401] ; [54.25985401 46.74014599],0
d5,1,0.179732,1.799839,[523  65] ; [86 16],[518.97391304  69.02608696] ; [90.02608696 11.97391304],0
u4,1,0.235808,1.40548,[ 18 570] ; [  1 101],[ 16.19130435 571.80869565] ; [ 2.80869565 99.19130435],0
p1,1,0.279587,1.169098,[ 47 538] ; [ 5 96],[ 44.34402332 540.65597668] ; [ 7.65597668 93.34402332],0
a1,1,0.315359,1.008099,[ 31 557] ; [ 3 99],[ 28.97391304 559.02608696] ; [ 5.02608696 96.97391304],0
a7,1,0.320908,0.985241,[447 140] ; [73 29],[443.01886792 143.98113208] ; [76.98113208 25.01886792],0
n1,1,0.532298,0.390002,[44 72] ; [12 15],[45.42657343 70.57342657] ; [10.57342657 16.42657343],0
b5,1,0.650815,0.204874,[355 233] ; [64 38],[357.06086957 230.93913043] ; [61.93913043 40.06086957],0
r3,1,0.673561,0.177464,[578   9] ; [100   1],[578.46802326   8.53197674] ; [99.53197674  1.46802326],0
d3,1,0.692043,0.156882,[460 128] ; [78 24],[458.46956522 129.53043478] ; [79.53043478 22.46956522],0
n2,1,0.801078,0.06348,[85 32] ; [21  7],[85.53103448 31.46896552] ; [20.46896552  7.53103448],0
s3,1,0.820412,0.051536,[333 249] ; [56 44],[331.96187683 250.03812317] ; [57.03812317 42.96187683],0
n3,1,0.830572,0.045783,[85 33] ; [20  7],[85.44827586 32.55172414] ; [19.55172414  7.44827586],0
s1,1,0.862314,0.030078,[ 16 566] ; [ 3 95],[ 16.26176471 565.73823529] ; [ 2.73823529 95.26176471],0
r1,1,0.872807,0.02563,[508  79] ; [88 13],[508.50581395  78.49418605] ; [87.49418605 13.50581395],0
a6,1,0.933689,0.006923,[411 176] ; [71 31],[410.64441219 176.35558781] ; [71.35558781 30.64441219],0
b4,1,0.965073,0.001917,[353 235] ; [61 41],[352.8 235.2] ; [61.2 40.8],0
s4,1,0.98849,0.000208,[ 96 482] ; [17 85],[ 96.05 481.95] ; [16.95 85.05],0
