Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,2e-06,22.916625,[ 6 33] ; [142 109],[19.90344828 19.09655172] ; [128.09655172 122.90344828],1
p9,1,5.1e-05,16.427221,[27 12] ; [235  22],[34.52027027  4.47972973] ; [227.47972973  29.52027027],1
s7,1,0.000186,13.966386,[18 20] ; [191  59],[27.57638889 10.42361111] ; [181.42361111  68.57638889],1
s8,1,0.001204,10.484732,[16 23] ; [174  83],[25.03378378 13.96621622] ; [164.96621622  92.03378378],0
p4,1,0.001648,9.904851,[20 19] ; [194  63],[28.19594595 10.80405405] ; [185.80405405  71.19594595],0
s3,1,0.002786,8.942857,[28 11] ; [230  28],[33.87878788  5.12121212] ; [224.12121212  33.87878788],0
d5,1,0.00441,8.10678,[25 13] ; [216  39],[31.2559727  6.7440273] ; [209.7440273  45.2559727],0
p6,1,0.012095,6.296959,[14 25] ; [148 110],[21.27272727 17.72727273] ; [140.72727273 117.27272727],0
p8,1,0.016843,5.71262,[19 20] ; [176  82],[25.60606061 13.39393939] ; [169.39393939  88.60606061],0
d1,1,0.025698,4.976236,[18 21] ; [167  91],[24.29292929 14.70707071] ; [160.70707071  97.29292929],0
a5,1,0.030741,4.667382,[24 15] ; [200  58],[29.41414141  9.58585859] ; [194.58585859  63.41414141],0
s4,1,0.038594,4.278668,[ 4 35] ; [ 64 189],[ 9.08219178 29.91780822] ; [ 58.91780822 194.08219178],0
r3,1,0.039826,4.225273,[36  3] ; [251   5],[37.94237288  1.05762712] ; [249.05762712   6.94237288],0
d3,1,0.045954,3.983283,[23 15] ; [194  62],[28.04761905  9.95238095] ; [188.95238095  67.04761905],0
a4,1,0.046959,3.946844,[13 26] ; [130 128],[18.77777778 20.22222222] ; [124.22222222 133.77777778],0
a2,1,0.049762,3.849476,[ 6 33] ; [ 79 179],[11.16161616 27.83838384] ; [ 73.83838384 184.16161616],0
p10,1,0.057795,3.599558,[31  8] ; [231  26],[34.52027027  4.47972973] ; [227.47972973  29.52027027],0
d4,1,0.063956,3.431693,[30  9] ; [224  31],[33.69387755  5.30612245] ; [220.30612245  34.69387755],0
r1,1,0.073408,3.205122,[29 10] ; [220  37],[32.80743243  6.19256757] ; [216.19256757  40.80743243],0
p3,1,0.107089,2.596658,[19 20] ; [160  97],[23.58445946 15.41554054] ; [155.41554054 101.58445946],0
a7,1,0.120056,2.41659,[23 15] ; [187  70],[27.05084746 10.94915254] ; [182.94915254  74.05084746],0
p1,1,0.125592,2.346158,[ 1 38] ; [ 26 230],[ 3.56949153 35.43050847] ; [ 23.43050847 232.56949153],0
u1,1,0.14183,2.15799,[ 5 34] ; [ 60 198],[ 8.53535354 30.46464646] ; [ 56.46464646 201.53535354],0
p2,1,0.171285,1.871662,[32  7] ; [231  27],[34.53535354  4.46464646] ; [228.46464646  29.53535354],0
u3,1,0.174712,1.842039,[5 7] ; [34 20],[7.09090909 4.90909091] ; [31.90909091 22.09090909],0
n6,1,0.187241,1.739194,[32  7] ; [226  27],[34.45890411  4.54109589] ; [223.54109589  29.45890411],0
a3,1,0.192664,1.697129,[27 12] ; [202  55],[30.1722973  8.8277027] ; [198.8277027  58.1722973],0
p12,1,0.222405,1.488784,[ 2 37] ; [ 30 228],[ 4.2020202 34.7979798] ; [ 27.7979798 230.2020202],0
v4,1,0.224904,1.472806,[37  2] ; [251   5],[38.07457627  0.92542373] ; [249.92542373   6.07457627],0
n5,1,0.233173,1.4214,[29 10] ; [210  45],[31.70408163  7.29591837] ; [207.29591837  47.70408163],0
r4,1,0.287983,1.129025,[34  5] ; [238  20],[35.71717172  3.28282828] ; [236.28282828  21.71717172],0
r2,1,0.288955,1.124485,[36  3] ; [244  10],[37.26962457  1.73037543] ; [242.73037543  11.26962457],0
d2,1,0.296267,1.090923,[16 23] ; [128 128],[19.03728814 19.96271186] ; [124.96271186 131.03728814],0
v1,1,0.313719,1.014956,[19 19] ; [149 105],[21.8630137 16.1369863] ; [146.1369863 107.8630137],0
b5,1,0.343832,0.89609,[20 19] ; [153 105],[22.71717172 16.28282828] ; [150.28282828 107.71717172],0
b3,1,0.346832,0.885013,[12 12] ; [65 98],[ 9.88235294 14.11764706] ; [67.11764706 95.88235294],0
b2,1,0.346832,0.885013,[12 12] ; [65 98],[ 9.88235294 14.11764706] ; [67.11764706 95.88235294],0
b1,1,0.452996,0.563144,[14 25] ; [109 149],[16.15151515 22.84848485] ; [106.84848485 151.15151515],0
a6,1,0.505449,0.443477,[25 14] ; [177  78],[26.79591837 12.20408163] ; [175.20408163  79.79591837],0
n4,1,0.564489,0.331991,[30  9] ; [207  49],[31.33220339  7.66779661] ; [205.66779661  50.33220339],0
a8,1,0.580103,0.306069,[ 8 30] ; [ 42 200],[ 6.78571429 31.21428571] ; [ 43.21428571 198.78571429],0
n1,1,0.646408,0.210459,[2 5] ; [18 30],[2.54545455 4.45454545] ; [17.45454545 30.54545455],0
n2,1,0.669141,0.182609,[7 1] ; [39  9],[6.57142857 1.42857143] ; [39.42857143  8.57142857],0
n3,1,0.70178,0.146627,[6 3] ; [35 13],[6.47368421 2.52631579] ; [34.52631579 13.47368421],0
v3,1,0.70671,0.141586,[15 22] ; [110 141],[16.05902778 20.94097222] ; [108.94097222 142.05902778],0
v2,1,0.787726,0.072504,[23 14] ; [149 100],[22.25174825 14.74825175] ; [149.74825175  99.25174825],0
s1,1,0.809691,0.057997,[ 2 37] ; [ 11 246],[ 1.71283784 37.28716216] ; [ 11.28716216 245.71283784],0
b4,1,0.87246,0.025771,[22 17] ; [142 116],[21.53535354 17.46464646] ; [142.46464646 115.53535354],0
a1,1,0.923908,0.009123,[ 3 36] ; [ 21 237],[ 3.15151515 35.84848485] ; [ 20.84848485 237.15151515],0
p11,1,0.938124,0.006026,[32  7] ; [213  45],[32.17171717  6.82828283] ; [212.82828283  45.17171717],0
u2,1,0.953188,0.003446,[7 5] ; [31 23],[6.90909091 5.09090909] ; [31.09090909 22.90909091],0
