Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1e-06,24.553571,[17 68] ; [46 34],[32.45454545 52.54545455] ; [30.54545455 49.45454545],1
v1,1,2.5e-05,17.743395,[31 56] ; [54 25],[44.54819277 42.45180723] ; [40.45180723 38.54819277],1
d5,1,0.006662,7.361946,[49 38] ; [61 19],[57.30538922 29.69461078] ; [52.69461078 27.30538922],0
d2,1,0.019386,5.466373,[15 72] ; [26 53],[21.48795181 65.51204819] ; [19.51204819 59.48795181],0
p7,1,0.019784,5.430861,[47 39] ; [55 21],[54.14814815 31.85185185] ; [47.85185185 28.14814815],0
p11,1,0.022068,5.240384,[57 30] ; [65 15],[63.55688623 23.44311377] ; [58.44311377 21.55688623],0
n3,1,0.028587,4.792325,[10  9] ; [17  3],[13.15384615  5.84615385] ; [13.84615385  6.15384615],0
d1,1,0.028738,4.783252,[23 64] ; [34 46],[29.69461078 57.30538922] ; [27.30538922 52.69461078],0
s8,1,0.028738,4.783252,[23 64] ; [34 46],[29.69461078 57.30538922] ; [27.30538922 52.69461078],0
a3,1,0.036066,4.393966,[35 50] ; [46 34],[41.72727273 43.27272727] ; [39.27272727 40.72727273],0
d4,1,0.038037,4.303364,[53 34] ; [60 19],[59.22289157 27.77710843] ; [53.77710843 25.22289157],0
d3,1,0.044325,4.044119,[42 45] ; [51 29],[48.4491018 38.5508982] ; [44.5508982 35.4491018],0
r3,1,0.053879,3.716431,[74 12] ; [75  4],[77.66060606  8.33939394] ; [71.33939394  7.66060606],0
a4,1,0.07572,3.154455,[13 73] ; [21 59],[17.61445783 68.38554217] ; [16.38554217 63.61445783],0
p10,1,0.155345,2.018968,[57 30] ; [59 19],[61.16363636 25.83636364] ; [54.83636364 23.16363636],0
b5,1,0.164901,1.928697,[57 30] ; [44 36],[52.61676647 34.38323353] ; [48.38323353 31.61676647],0
p5,1,0.188678,1.727913,[ 9 76] ; [14 65],[11.92073171 73.07926829] ; [11.07926829 67.92073171],0
s2,1,0.248844,1.329781,[43 44] ; [32 47],[39.30722892 47.69277108] ; [35.69277108 43.30722892],0
a8,1,0.252032,1.312007,[16 62] ; [10 64],[13.34210526 64.65789474] ; [12.65789474 61.34210526],0
p6,1,0.25476,1.297012,[27 59] ; [30 45],[30.44720497 55.55279503] ; [26.55279503 48.44720497],0
n6,1,0.31015,1.030037,[71 16] ; [69 10],[73.37349398 13.62650602] ; [66.62650602 12.37349398],0
s1,1,0.368995,0.807047,[ 6 80] ; [ 3 76],[ 4.69090909 81.30909091] ; [ 4.30909091 74.69090909],0
a7,1,0.384113,0.757498,[50 37] ; [50 28],[52.72727273 34.27272727] ; [47.27272727 30.72727273],0
a6,1,0.399592,0.709555,[40 47] ; [42 38],[42.71856287 44.28143713] ; [39.28143713 40.71856287],0
n2,1,0.407818,0.685154,[13  6] ; [16  4],[14.12820513  4.87179487] ; [14.87179487  5.12820513],0
s3,1,0.413167,0.669669,[50 34] ; [42 37],[47.41104294 36.58895706] ; [44.58895706 34.41104294],0
r2,1,0.443064,0.588334,[77 10] ; [65 12],[75.32926829 11.67073171] ; [66.67073171 10.32926829],0
p2,1,0.459351,0.547475,[64 23] ; [62 17],[66.03614458 20.96385542] ; [59.96385542 19.03614458],0
p9,1,0.466426,0.530431,[61 25] ; [60 19],[63.06666667 22.93333333] ; [57.93333333 21.06666667],0
u1,1,0.466833,0.529463,[ 4 83] ; [ 2 78],[ 3.1257485 83.8742515] ; [ 2.8742515 77.1257485],0
b1,1,0.50775,0.438701,[37 50] ; [30 50],[34.90419162 52.09580838] ; [32.09580838 47.90419162],0
p4,1,0.51671,0.420454,[49 38] ; [40 38],[46.92727273 40.07272727] ; [42.07272727 35.92727273],0
b4,1,0.528422,0.397426,[48 39] ; [48 32],[50.01197605 36.98802395] ; [45.98802395 34.01197605],0
p1,1,0.572536,0.318457,[11 75] ; [ 8 72],[ 9.84337349 76.15662651] ; [ 9.15662651 70.84337349],0
v4,1,0.610938,0.258811,[76 11] ; [71  8],[77.04216867  9.95783133] ; [69.95783133  9.04216867],0
p12,1,0.622726,0.242055,[ 4 83] ; [ 5 74],[ 4.71686747 82.28313253] ; [ 4.28313253 74.71686747],0
n5,1,0.628006,0.234774,[74 13] ; [65 14],[72.84939759 14.15060241] ; [66.15060241 12.84939759],0
s6,1,0.631402,0.230165,[52 34] ; [50 28],[53.48780488 32.51219512] ; [48.51219512 29.48780488],0
s5,1,0.682093,0.167779,[22 61] ; [18 58],[20.88050314 62.11949686] ; [19.11949686 56.88050314],0
