Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,66.693499,[138  37] ; [113 171],[95.69716776 79.30283224] ; [155.30283224 128.69716776],1
v1,1,0.0,32.296091,[113  64] ; [105 181],[83.33909287 93.66090713] ; [134.66090713 151.33909287],1
s8,1,0.000485,12.170569,[80 98] ; [ 85 207],[ 62.4893617 115.5106383] ; [102.5106383 189.4893617],1
s7,1,0.001688,9.860932,[83 84] ; [ 97 183],[67.24832215 99.75167785] ; [112.75167785 167.24832215],0
p12,1,0.0028,8.933563,[ 16 160] ; [  8 281],[  9.08387097 166.91612903] ; [ 14.91612903 274.08387097],0
p10,1,0.008082,7.015202,[144  31] ; [207  83],[132.09677419  42.90322581] ; [218.90322581  71.09677419],0
p3,1,0.011391,6.403308,[88 89] ; [110 181],[ 74.88461538 102.11538462] ; [123.11538462 167.88461538],0
d2,1,0.017561,5.639386,[102  77] ; [133 158],[89.5 89.5] ; [145.5 145.5],0
n4,1,0.019577,5.449193,[145  33] ; [210  82],[134.44680851  43.55319149] ; [220.55319149  71.44680851],0
n5,1,0.019657,5.442106,[138  40] ; [195  94],[126.92505353  51.07494647] ; [206.07494647  82.92505353],0
d1,1,0.025165,5.012494,[129  50] ; [181 111],[117.81316348  61.18683652] ; [192.18683652  99.81316348],0
n6,1,0.042858,4.100999,[152  27] ; [224  66],[143.50533049  35.49466951] ; [232.49466951  57.50533049],0
p7,1,0.043918,4.059702,[111  62] ; [155 129],[100.69584245  72.30415755] ; [165.30415755 118.69584245],0
r3,1,0.05045,3.826442,[172   7] ; [266  25],[166.81276596  12.18723404] ; [271.18723404  19.81276596],0
a8,1,0.095113,2.785628,[ 27 132] ; [ 31 243],[ 21.29792148 137.70207852] ; [ 36.70207852 237.29792148],0
s4,1,0.121178,2.40203,[ 15 163] ; [ 38 252],[ 20.15811966 157.84188034] ; [ 32.84188034 257.15811966],0
p9,1,0.125995,2.341165,[145  31] ; [220  68],[138.44827586  37.55172414] ; [226.55172414  61.44827586],0
a1,1,0.15115,2.060611,[ 12 167] ; [ 11 281],[  8.74097665 170.25902335] ; [ 14.25902335 277.74097665],0
r4,1,0.153367,2.038443,[156  23] ; [240  52],[150.49681529  28.50318471] ; [245.50318471  46.49681529],0
a3,1,0.15516,2.020772,[134  44] ; [202  90],[127.25106383  50.74893617] ; [208.74893617  83.25106383],0
p11,1,0.172271,1.863072,[144  35] ; [219  73],[137.95541401  41.04458599] ; [225.04458599  66.95541401],0
a2,1,0.178687,1.808508,[ 47 132] ; [ 61 231],[ 41.04458599 137.95541401] ; [ 66.95541401 225.04458599],0
r2,1,0.18732,1.738574,[165  11] ; [259  28],[161.174946  14.825054] ; [262.825054  24.174946],0
v4,1,0.188037,1.732933,[168  11] ; [264  28],[164.17834395  14.82165605] ; [267.82165605  24.17834395],0
a7,1,0.196212,1.670348,[129  49] ; [227  65],[134.82553191  43.17446809] ; [221.17446809  70.82553191],0
s2,1,0.228588,1.449624,[ 75 103] ; [106 184],[ 68.84188034 109.15811966] ; [112.15811966 177.84188034],0
s6,1,0.247765,1.335862,[104  72] ; [156 135],[97.98715203 78.01284797] ; [162.01284797 128.98715203],0
b1,1,0.269354,1.220036,[ 65 114] ; [121 171],[ 70.68789809 108.31210191] ; [115.31210191 176.68789809],0
p6,1,0.310968,1.026559,[ 58 117] ; [ 82 204],[ 53.14533623 121.85466377] ; [ 86.85466377 199.14533623],0
b4,1,0.362633,0.828753,[113  66] ; [172 120],[108.31210191  70.68789809] ; [176.68789809 115.31210191],0
p2,1,0.376089,0.783448,[144  33] ; [226  64],[140.23554604  36.76445396] ; [229.76445396  60.23554604],0
n1,1,0.391802,0.733344,[10 28] ; [27 52],[12.01709402 25.98290598] ; [24.98290598 54.01709402],0
a4,1,0.395165,0.72299,[83 95] ; [124 167],[78.56289979 99.43710021] ; [128.43710021 162.56289979],0
n3,1,0.41355,0.668571,[27 12] ; [48 30],[25. 14.] ; [50. 28.],0
p8,1,0.414866,0.664812,[89 85] ; [137 153],[84.75 89.25] ; [141.25 148.75],0
u4,1,0.429567,0.623995,[  5 174] ; [  5 287],[  3.80042463 175.19957537] ; [  6.19957537 285.80042463],0
r1,1,0.51182,0.430344,[143  36] ; [225  66],[140.15319149  38.84680851] ; [227.84680851  63.15319149],0
d3,1,0.512713,0.428525,[139  40] ; [219  73],[136.0552017  42.9447983] ; [221.9447983  70.0552017],0
a6,1,0.530266,0.393881,[122  57] ; [207  85],[125.03397028  53.96602972] ; [203.96602972  88.03397028],0
a5,1,0.538181,0.378921,[131  48] ; [206  86],[128.07430998  50.92569002] ; [208.92569002  83.07430998],0
u1,1,0.577122,0.310911,[ 33 146] ; [ 48 244],[ 30.78343949 148.21656051] ; [ 50.21656051 241.78343949],0
p5,1,0.58771,0.293935,[ 12 166] ; [ 16 274],[ 10.64957265 167.35042735] ; [ 17.35042735 272.64957265],0
d5,1,0.598809,0.276796,[154  25] ; [246  46],[152.01698514  26.98301486] ; [247.98301486  44.01698514],0
u3,1,0.618402,0.24812,[24 20] ; [52 36],[25.33333333 18.66666667] ; [50.66666667 37.33333333],0
u2,1,0.649585,0.206424,[28 16] ; [53 36],[26.79699248 17.20300752] ; [54.20300752 34.79699248],0
s1,1,0.690049,0.159032,[  6 170] ; [  8 282],[  5.28755365 170.71244635] ; [  8.71244635 281.28755365],0
b5,1,0.712645,0.135649,[111  68] ; [186 106],[112.87261146  66.12738854] ; [184.12738854 107.87261146],0
b3,1,0.846756,0.037349,[43 74] ; [ 61 100],[43.76978417 73.23021583] ; [ 60.23021583 100.76978417],0
b2,1,0.846756,0.037349,[43 74] ; [ 61 100],[43.76978417 73.23021583] ; [ 60.23021583 100.76978417],0
s3,1,0.887028,0.020183,[80 95] ; [135 156],[80.74034335 94.25965665] ; [134.25965665 156.74034335],0
p1,1,0.945004,0.004759,[  9 170] ; [ 15 275],[  9.15991471 169.84008529] ; [ 14.84008529 275.15991471],0
p4,1,0.982265,0.000494,[94 81] ; [156 135],[93.88412017 81.11587983] ; [156.11587983 134.88412017],0
n2,1,1.0,0.0,[25 14] ; [50 28],[25. 14.] ; [50. 28.],0
