Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,66.688001,[45 52] ; [296  49],[74.83484163 22.16515837] ; [266.16515837  78.83484163],1
r3,1,0.0,57.334808,[71 28] ; [331  12],[90.04072398  8.95927602] ; [311.95927602  31.04072398],1
p9,1,0.0,49.55289,[50 46] ; [292  49],[75.13043478 20.86956522] ; [266.86956522  74.13043478],1
r4,1,0.0,34.505423,[66 33] ; [313  33],[84.31685393 14.68314607] ; [294.68314607  51.31685393],1
v4,1,0.0,32.785551,[76 23] ; [326  16],[90.24489796  8.75510204] ; [311.75510204  30.24489796],1
p2,1,0.0,26.478811,[56 42] ; [284  62],[75.04504505 22.95495495] ; [264.95495495  81.04504505],1
b1,1,2e-06,22.526712,[60 39] ; [118 228],[39.6 59.4] ; [138.4 207.6],1
n6,1,5e-06,20.741643,[67 31] ; [301  42],[81.77777778 16.22222222] ; [286.22222222  56.77777778],1
v2,1,2.4e-05,17.806149,[33 64] ; [192 137],[51.23239437 45.76760563] ; [173.76760563 155.23239437],1
p8,1,0.000243,13.467021,[25 74] ; [156 184],[40.81776765 58.18223235] ; [140.18223235 199.81776765],1
a6,1,0.000323,12.932444,[52 46] ; [250  96],[66.65765766 31.34234234] ; [235.34234234 110.65765766],1
p7,1,0.000704,11.479392,[34 63] ; [186 155],[48.72146119 48.27853881] ; [171.27853881 169.72146119],1
u2,1,0.001011,10.807286,[ 9 24] ; [58 38],[17.13953488 15.86046512] ; [49.86046512 46.13953488],0
r1,1,0.001794,9.749375,[66 32] ; [282  62],[77.15837104 20.84162896] ; [270.84162896  73.15837104],0
p4,1,0.001863,9.680094,[33 64] ; [179 166],[46.52488688 50.47511312] ; [165.47511312 179.52488688],0
a1,1,0.002455,9.173767,[11 88] ; [ 12 334],[ 5.11685393 93.88314607] ; [ 17.88314607 328.11685393],0
d1,1,0.005217,7.802764,[43 56] ; [205 141],[55.17303371 43.82696629] ; [192.82696629 153.17303371],0
p3,1,0.00973,6.683665,[30 68] ; [156 189],[41.14672686 56.85327314] ; [144.85327314 200.14672686],0
u3,1,0.009805,6.670027,[10 24] ; [54 44],[16.48484848 17.51515152] ; [47.51515152 50.48484848],0
n3,1,0.009974,6.63959,[20 17] ; [51 14],[25.75490196 11.24509804] ; [45.24509804 19.75490196],0
a5,1,0.024102,5.087245,[65 34] ; [266  80],[73.63820225 25.36179775] ; [257.36179775  88.63820225],0
s8,1,0.030544,4.678427,[28 71] ; [138 205],[37.18099548 61.81900452] ; [128.81900452 214.18099548],0
d4,1,0.030919,4.657474,[70 28] ; [281  64],[77.64785553 20.35214447] ; [273.35214447  71.64785553],0
s3,1,0.049491,3.858615,[43 54] ; [188 150],[51.51034483 45.48965517] ; [179.48965517 158.51034483],0
r2,1,0.05066,3.819462,[84 12] ; [319  22],[88.53089245  7.46910755] ; [314.46910755  26.53089245],0
n1,1,0.065064,3.403353,[22 16] ; [25 39],[17.50980392 20.49019608] ; [29.49019608 34.50980392],0
d5,1,0.06926,3.300475,[72 26] ; [283  63],[78.35585586 19.64414414] ; [276.64414414  69.35585586],0
s6,1,0.072134,3.23378,[52 46] ; [214 125],[59.65217391 38.34782609] ; [206.34782609 132.65217391],0
v1,1,0.074803,3.174355,[40 59] ; [167 163],[47.76923077 51.23076923] ; [159.23076923 170.76923077],0
s2,1,0.088174,2.907395,[37 62] ; [160 180],[44.42596811 54.57403189] ; [152.57403189 187.42596811],0
a7,1,0.111207,2.536991,[62 37] ; [245 100],[68.4527027 30.5472973] ; [238.5472973 106.4527027],0
