Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.006058,7.532856,[ 9 34] ; [22 23],[15.14772727 27.85227273] ; [15.85227273 29.14772727],0
a7,1,0.035121,4.439286,[25 18] ; [37 10],[29.62222222 13.37777778] ; [32.37777778 14.62222222],0
a6,1,0.036702,4.364176,[24 19] ; [36 11],[28.66666667 14.33333333] ; [31.33333333 15.66666667],0
s1,1,0.071109,3.257228,[ 5 38] ; [ 1 46],[ 2.86666667 40.13333333] ; [ 3.13333333 43.86666667],0
b4,1,0.101656,2.679367,[22 21] ; [32 15],[25.8 17.2] ; [28.2 18.8],0
d2,1,0.149978,2.07247,[28 15] ; [37 10],[31.05555556 11.94444444] ; [33.94444444 13.05555556],0
p9,1,0.171395,1.870699,[35  8] ; [42  4],[37.20224719  5.79775281] ; [39.79775281  6.20224719],0
r3,1,0.18081,1.790956,[37  5] ; [45  2],[38.69662921  3.30337079] ; [43.30337079  3.69662921],0
r1,1,0.205455,1.603167,[32 11] ; [40  7],[34.4  8.6] ; [37.6  9.4],0
u2,1,0.229142,1.446181,[6 3] ; [3 5],[4.76470588 4.23529412] ; [4.23529412 3.76470588],0
b5,1,0.230381,1.438509,[24 19] ; [32 15],[26.75555556 16.24444444] ; [29.24444444 17.75555556],0
p7,1,0.260866,1.264155,[26 17] ; [33 13],[28.50561798 14.49438202] ; [30.49438202 15.50561798],0
p10,1,0.277369,1.179937,[36  7] ; [42  4],[37.68539326  5.31460674] ; [40.31460674  5.68539326],0
a8,1,0.294376,1.099499,[ 1 42] ; [ 3 39],[ 2.02352941 40.97647059] ; [ 1.97647059 40.02352941],0
n1,1,0.333804,0.934085,[ 7 10] ; [2 7],[ 5.88461538 11.11538462] ; [3.11538462 5.88461538],0
p3,1,0.3433,0.89807,[28 15] ; [26 21],[25.8 17.2] ; [28.2 18.8],0
b3,1,0.355125,0.85506,[10 17] ; [ 6 18],[ 8.47058824 18.52941176] ; [ 7.52941176 16.47058824],0
b2,1,0.355125,0.85506,[10 17] ; [ 6 18],[ 8.47058824 18.52941176] ; [ 7.52941176 16.47058824],0
u1,1,0.359607,0.839265,[10 33] ; [15 32],[11.94444444 31.05555556] ; [13.05555556 33.94444444],0
a2,1,0.381602,0.765533,[11 32] ; [16 31],[12.9 30.1] ; [14.1 32.9],0
p1,1,0.411816,0.673553,[ 6 37] ; [ 4 43],[ 4.77777778 38.22222222] ; [ 5.22222222 41.77777778],0
p8,1,0.441142,0.59331,[26 17] ; [23 21],[24.2183908 18.7816092] ; [24.7816092 19.2183908],0
n2,1,0.443367,0.587552,[12  5] ; [5 4],[11.11538462  5.88461538] ; [5.88461538 3.11538462],0
s2,1,0.45808,0.550583,[34  9] ; [34 13],[32.48888889 10.51111111] ; [35.51111111 11.48888889],0
u3,1,0.490168,0.476157,[7 2] ; [5 3],[6.35294118 2.64705882] ; [5.64705882 2.35294118],0
a1,1,0.5053,0.443788,[ 2 41] ; [ 1 46],[ 1.43333333 41.56666667] ; [ 1.56666667 45.43333333],0
p11,1,0.52998,0.39443,[31 12] ; [31 16],[29.62222222 13.37777778] ; [32.37777778 14.62222222],0
n5,1,0.550591,0.356259,[30 13] ; [30 17],[28.66666667 14.33333333] ; [31.33333333 15.66666667],0
a4,1,0.560564,0.338728,[23 20] ; [28 19],[24.36666667 18.63333333] ; [26.63333333 20.36666667],0
s8,1,0.588056,0.29339,[28 15] ; [28 19],[26.75555556 16.24444444] ; [29.24444444 17.75555556],0
s3,1,0.624707,0.239308,[31 12] ; [36 11],[32.01111111 10.98888889] ; [34.98888889 12.01111111],0
a5,1,0.63581,0.224264,[36  7] ; [41  6],[36.78888889  6.21111111] ; [40.21111111  6.78888889],0
n6,1,0.63581,0.224264,[36  7] ; [41  6],[36.78888889  6.21111111] ; [40.21111111  6.78888889],0
a3,1,0.636044,0.223954,[34  9] ; [39  8],[34.87777778  8.12222222] ; [38.12222222  8.87777778],0
n3,1,0.694176,0.154602,[12  5] ; [7 2],[12.42307692  4.57692308] ; [6.57692308 2.42307692],0
v4,1,0.720141,0.128358,[41  2] ; [44  3],[40.61111111  2.38888889] ; [44.38888889  2.61111111],0
b1,1,0.74226,0.10815,[17 26] ; [17 30],[16.24444444 26.75555556] ; [17.75555556 29.24444444],0
p4,1,0.823773,0.049593,[32 11] ; [34 13],[31.53333333 11.46666667] ; [34.46666667 12.53333333],0
v1,1,0.832866,0.044532,[21 22] ; [24 23],[21.5 21.5] ; [23.5 23.5],0
s6,1,0.835149,0.043306,[38  4] ; [41  5],[37.70454545  4.29545455] ; [41.29545455  4.70454545],0
s5,1,0.852492,0.034573,[23 17] ; [25 17],[23.41463415 16.58536585] ; [24.58536585 17.41463415],0
p5,1,0.869221,0.027109,[ 5 38] ; [ 6 41],[ 5.25555556 37.74444444] ; [ 5.74444444 41.25555556],0
p6,1,0.889491,0.019307,[24 19] ; [25 21],[23.6741573 19.3258427] ; [25.3258427 20.6741573],0
r4,1,0.895121,0.017379,[39  4] ; [43  4],[39.17777778  3.82222222] ; [42.82222222  4.17777778],0
d3,1,0.895121,0.017379,[39  4] ; [43  4],[39.17777778  3.82222222] ; [42.82222222  4.17777778],0
p12,1,0.931826,0.007318,[ 3 40] ; [ 3 43],[ 2.8988764 40.1011236] ; [ 3.1011236 42.8988764],0
s7,1,0.934971,0.006657,[27 13] ; [30 15],[26.82352941 13.17647059] ; [30.17647059 14.82352941],0
p2,1,0.967919,0.001618,[34  9] ; [37 10],[33.92222222  9.07777778] ; [37.07777778  9.92222222],0
n4,1,0.979118,0.000685,[31 12] ; [34 13],[31.05555556 11.94444444] ; [33.94444444 13.05555556],0
