Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,94.202053,[232  93] ; [ 47 131],[180.26838966 144.73161034] ; [98.73161034 79.26838966],1
p6,1,0.0,45.317081,[166 160] ; [ 35 140],[130.79041916 195.20958084] ; [ 70.20958084 104.79041916],1
p2,1,0.0,40.097822,[302  26] ; [126  52],[277.43873518  50.56126482] ; [150.56126482  27.43873518],1
p3,1,0.0,37.588785,[211 117] ; [ 63 113],[178.31746032 149.68253968] ; [95.68253968 80.31746032],1
p4,1,0.0,30.632494,[245  82] ; [90 88],[216.92079208 110.07920792] ; [118.07920792  59.92079208],1
p10,1,0.0,29.509424,[295  33] ; [125  51],[273.33333333  54.66666667] ; [146.66666667  29.33333333],1
p11,1,0.0,25.363793,[282  48] ; [118  60],[259.84251969  70.15748031] ; [140.15748031  37.84251969],1
r4,1,7e-06,20.230623,[320  10] ; [154  24],[307.91338583  22.08661417] ; [166.08661417  11.91338583],1
p9,1,2.7e-05,17.618243,[300  28] ; [136  38],[284.87649402  43.12350598] ; [151.12350598  22.87649402],1
a8,1,0.000239,13.492869,[ 50 243] ; [  8 152],[ 37.51434879 255.48565121] ; [ 20.48565121 139.51434879],1
v1,1,0.001124,10.611095,[201 123] ; [80 91],[183.92727273 140.07272727] ; [97.07272727 73.92727273],0
n4,1,0.001161,10.551471,[278  51] ; [129  49],[264.10848126  64.89151874] ; [142.89151874  35.10848126],0
s5,1,0.001496,10.083004,[134 187] ; [ 45 121],[117.98562628 203.01437372] ; [ 61.01437372 104.98562628],0
r1,1,0.008826,6.857606,[292  37] ; [142  35],[282.18577075  46.81422925] ; [151.81422925  25.18577075],0
p5,1,0.013525,6.099062,[ 47 282] ; [ 12 163],[ 38.51388889 290.48611111] ; [ 20.48611111 154.51388889],0
n1,1,0.014446,5.982839,[12 38] ; [30 35],[18.26086957 31.73913043] ; [23.73913043 41.26086957],0
r3,1,0.018998,5.501684,[323   6] ; [167  10],[318.59683794  10.40316206] ; [171.40316206   5.59683794],0
a3,1,0.021661,5.272826,[273  55] ; [133  45],[263.17786561  64.82213439] ; [142.82213439  35.17786561],0
v3,1,0.038247,4.293988,[148 168] ; [ 61 104],[137.30561331 178.69438669] ; [71.69438669 93.30561331],0
s8,1,0.038954,4.262878,[177 151] ; [78 98],[165.95238095 162.04761905] ; [89.04761905 86.95238095],0
a5,1,0.04789,3.913854,[287  43] ; [143  35],[279.33070866  50.66929134] ; [150.66929134  27.33070866],0
v2,1,0.051529,3.790982,[205 115] ; [93 76],[195.01022495 124.98977505] ; [102.98977505  66.01022495],0
s7,1,0.052054,3.774035,[178 140] ; [78 89],[167.85154639 150.14845361] ; [88.14845361 78.85154639],0
n5,1,0.058021,3.593076,[259  70] ; [126  51],[250.32608696  78.67391304] ; [134.67391304  42.32608696],0
d3,1,0.061541,3.495367,[298  30] ; [152  26],[291.69960474  36.30039526] ; [158.30039526  19.69960474],0
n3,1,0.104679,2.632768,[40 11] ; [42 23],[36.05172414 14.94827586] ; [45.94827586 19.05172414],0
s6,1,0.11113,2.538079,[233  93] ; [113  62],[225.14171657 100.85828343] ; [120.85828343  54.14171657],0
u3,1,0.148342,2.08922,[34 23] ; [33 12],[37.44117647 19.55882353] ; [29.55882353 15.44117647],0
a1,1,0.151403,2.058063,[ 21 309] ; [  6 172],[ 17.53937008 312.46062992] ; [  9.46062992 168.53937008],0
n6,1,0.190556,1.713316,[289  38] ; [150  28],[284.26336634  42.73663366] ; [154.73663366  23.26336634],0
b5,1,0.228737,1.448699,[199 131] ; [117  61],[205.27559055 124.72440945] ; [110.72440945  67.27559055],0
r2,1,0.239219,1.385188,[319   7] ; [170   7],[316.92644135   9.07355865] ; [172.07355865   4.92644135],0
n2,1,0.252909,1.307163,[38 13] ; [42 23],[35.17241379 15.82758621] ; [44.82758621 20.17241379],0
a7,1,0.319191,0.992257,[252  78] ; [142  35],[256.44970414  73.55029586] ; [137.55029586  39.44970414],0
a2,1,0.428661,0.626447,[121 209] ; [ 59 119],[116.92913386 213.07086614] ; [ 63.07086614 114.92913386],0
u4,1,0.458034,0.550695,[  9 321] ; [  7 171],[ 10.39370079 319.60629921] ; [  5.60629921 172.39370079],0
a6,1,0.461553,0.542126,[245  82] ; [128  50],[241.52673267  85.47326733] ; [131.47326733  46.52673267],0
s1,1,0.46615,0.531088,[  9 317] ; [  7 170],[ 10.36978131 315.63021869] ; [  5.63021869 171.36978131],0
s4,1,0.466345,0.530624,[ 59 267] ; [ 27 147],[ 56.072 269.928] ; [ 29.928 144.072],0
d2,1,0.542762,0.370445,[232  96] ; [129  47],[234.93650794  93.06349206] ; [126.06349206  49.93650794],0
s3,1,0.583807,0.30012,[190 135] ; [99 78],[187.10159363 137.89840637] ; [101.89840637  75.10159363],0
b2,1,0.630872,0.23088,[ 86 124] ; [42 68],[ 84. 126.] ; [44. 66.],0
b3,1,0.630872,0.23088,[ 86 124] ; [42 68],[ 84. 126.] ; [44. 66.],0
