Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,132.715962,[180  52] ; [ 84 222],[113.84386617 118.15613383] ; [150.15613383 155.84386617],1
s2,1,0.0,65.287461,[174  69] ; [117 198],[126.72580645 116.27419355] ; [164.27419355 150.72580645],1
s3,1,0.0,59.757953,[181  62] ; [129 181],[136.22061483 106.77938517] ; [173.77938517 136.22061483],1
s6,1,0.0,49.393735,[207  37] ; [177 133],[169.12635379  74.87364621] ; [214.87364621  95.12635379],1
s5,1,1e-06,23.299069,[104 127] ; [ 79 234],[ 77.70772059 153.29227941] ; [105.29227941 207.70772059],1
d2,1,2e-05,18.184082,[147  99] ; [132 185],[121.90763766 124.09236234] ; [157.09236234 159.90763766],1
a3,1,5.1e-05,16.398387,[197  48] ; [205 111],[175.56149733  69.43850267] ; [226.43850267  89.56149733],1
d1,1,6.4e-05,15.992212,[178  68] ; [178 140],[155.27659574  90.72340426] ; [200.72340426 117.27659574],1
p6,1,8.7e-05,15.403618,[116 127] ; [ 99 216],[ 93.62903226 149.37096774] ; [121.37096774 193.62903226],1
u1,1,0.00032,12.947254,[ 76 170] ; [ 57 261],[ 58.0106383 187.9893617] ; [ 74.9893617 243.0106383],1
p9,1,0.001114,10.627616,[224  20] ; [255  55],[210.96750903  33.03249097] ; [268.03249097  41.96750903],0
n4,1,0.002471,9.162062,[210  35] ; [239  78],[195.73843416  49.26156584] ; [253.26156584  63.73843416],0
v3,1,0.003255,8.658974,[111 124] ; [107 201],[ 94.34622468 140.65377532] ; [123.65377532 184.34622468],0
v2,1,0.003373,8.593655,[157  80] ; [164 141],[140.36346863  96.63653137] ; [180.63653137 124.36346863],0
a5,1,0.003478,8.537934,[199  47] ; [223  95],[184.06382979  61.93617021] ; [237.93617021  80.06382979],0
v1,1,0.003944,8.309207,[148  90] ; [155 156],[131.35519126 106.64480874] ; [171.64480874 139.35519126],0
a2,1,0.00481,7.949542,[ 88 158] ; [ 79 239],[ 72.84042553 173.15957447] ; [ 94.15957447 223.84042553],0
r1,1,0.005152,7.825257,[213  31] ; [247  69],[200.42857143  43.57142857] ; [259.57142857  56.42857143],0
p5,1,0.006161,7.502604,[ 40 203] ; [ 28 289],[ 29.50714286 213.49285714] ; [ 38.49285714 278.50714286],0
a4,1,0.006623,7.372434,[126 120] ; [126 191],[110.11012433 135.88987567] ; [141.88987567 175.11012433],0
r4,1,0.007341,7.187625,[237   9] ; [288  30],[228.9893617  17.0106383] ; [296.0106383  21.9893617],0
u4,1,0.007715,7.098443,[ 11 235] ; [  3 314],[  6.11722913 239.88277087] ; [  7.88277087 309.11722913],0
p4,1,0.008228,6.983217,[170  75] ; [185 131],[155.03565062  89.96434938] ; [199.96434938 116.03565062],0
p10,1,0.008551,6.91438,[216  26] ; [254  59],[204.93693694  37.06306306] ; [265.06306306  47.93693694],0
n5,1,0.010012,6.632719,[203  42] ; [233  83],[190.40998217  54.59001783] ; [245.59001783  70.40998217],0
p3,1,0.013101,6.155386,[140 106] ; [147 170],[125.40319716 120.59680284] ; [161.59680284 155.40319716],0
p12,1,0.023076,5.162777,[ 30 216] ; [ 21 295],[ 22.32384342 223.67615658] ; [ 28.67615658 287.32384342],0
a8,1,0.032352,4.579721,[ 41 178] ; [ 34 252],[ 32.52475248 186.47524752] ; [ 42.47524752 243.52475248],0
p7,1,0.037258,4.338598,[164  75] ; [186 124],[152.36794171  86.63205829] ; [197.63205829 112.36794171],0
d5,1,0.045011,4.018226,[213  33] ; [255  63],[204.12765957  41.87234043] ; [263.87234043  54.12765957],0
u2,1,0.08168,3.031157,[32 17] ; [56 55],[26.95 22.05] ; [61.05 49.95],0
d4,1,0.112224,2.52262,[214  32] ; [261  57],[207.18085106  38.81914894] ; [267.81914894  50.18085106],0
p8,1,0.11276,2.5151,[141 102] ; [161 153],[131.75224417 111.24775583] ; [170.24775583 143.75224417],0
b2,1,0.181052,1.788965,[66 99] ; [ 55 112],[ 60.13554217 104.86445783] ; [ 60.86445783 106.13554217],0
b3,1,0.181052,1.788965,[66 99] ; [ 55 112],[ 60.13554217 104.86445783] ; [ 60.86445783 106.13554217],0
u3,1,0.207537,1.588527,[33 16] ; [63 48],[29.4 19.6] ; [66.6 44.4],0
b5,1,0.257754,1.280783,[166  80] ; [200 118],[159.63829787  86.36170213] ; [206.36170213 111.63829787],0
p1,1,0.281809,1.158343,[ 26 220] ; [ 25 290],[ 22.36363636 223.63636364] ; [ 28.63636364 286.36363636],0
d3,1,0.41982,0.65082,[195  51] ; [243  75],[191.04255319  54.95744681] ; [246.95744681  71.04255319],0
s1,1,0.426434,0.632517,[  9 233] ; [  8 306],[  7.39928058 234.60071942] ; [  9.60071942 304.39928058],0
p2,1,0.4467,0.57901,[212  34] ; [265  51],[208.79359431  37.20640569] ; [268.20640569  47.79359431],0
n3,1,0.447446,0.577114,[35 14] ; [52 15],[36.75 12.25] ; [50.25 16.75],0
r2,1,0.478719,0.50178,[235   8] ; [299  14],[233.38489209   9.61510791] ; [300.61510791  12.38489209],0
n2,1,0.505793,0.44276,[36 13] ; [52 14],[37.49565217 11.50434783] ; [50.50434783 15.49565217],0
b4,1,0.555004,0.348429,[153  93] ; [190 128],[149.60638298  96.39361702] ; [193.39361702 124.60638298],0
a6,1,0.564714,0.331608,[190  55] ; [240  78],[187.12255773  57.87744227] ; [242.87744227  75.12255773],0
s4,1,0.579766,0.306612,[ 44 201] ; [ 50 259],[ 41.57039711 203.42960289] ; [ 52.42960289 256.57039711],0
b1,1,0.661222,0.192042,[ 80 166] ; [109 209],[ 82.43617021 163.56382979] ; [106.56382979 211.43617021],0
n1,1,0.710219,0.138058,[19 30] ; [23 42],[18.05263158 30.94736842] ; [23.94736842 41.05263158],0
a1,1,0.789416,0.071326,[ 12 234] ; [ 14 304],[ 11.34042553 234.65957447] ; [ 14.65957447 303.34042553],0
r3,1,0.821498,0.050904,[239   7] ; [305  10],[238.54545455   7.45454545] ; [305.45454545   9.54545455],0
v4,1,0.958817,0.002667,[238   8] ; [305  10],[238.10695187   7.89304813] ; [304.89304813  10.10695187],0
p11,1,0.996362,2.1e-05,[198  48] ; [256  62],[198.0212766  47.9787234] ; [255.9787234  62.0212766],0
