Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-06,22.674622,[67 62] ; [88 20],[84.36708861 44.63291139] ; [70.63291139 37.36708861],1
s5,1,0.003174,8.704741,[ 24 104] ; [38 68],[33.91452991 94.08547009] ; [28.08547009 77.91452991],0
s7,1,0.004348,8.132494,[28 93] ; [41 59],[37.77828054 83.22171946] ; [31.22171946 68.77828054],0
b4,1,0.010088,6.619252,[56 73] ; [65 43],[65.86075949 63.13924051] ; [55.13924051 52.86075949],0
s2,1,0.011006,6.464275,[ 14 115] ; [25 83],[ 21.2278481 107.7721519] ; [17.7721519 90.2278481],0
a1,1,0.015412,5.868724,[  1 128] ; [  7 101],[  4.35443038 124.64556962] ; [  3.64556962 104.35443038],0
p8,1,0.032977,4.546975,[79 47] ; [81 26],[86.52360515 39.47639485] ; [73.47639485 33.52360515],0
p1,1,0.037038,4.348661,[  6 123] ; [13 95],[ 10.34177215 118.65822785] ; [ 8.65822785 99.34177215],0
p3,1,0.042534,4.113839,[68 61] ; [71 37],[75.65822785 53.34177215] ; [63.34177215 44.65822785],0
v4,1,0.097131,2.752037,[121   8] ; [106   2],[123.55696203   5.44303797] ; [103.44303797   4.55696203],0
s8,1,0.114187,2.495295,[33 94] ; [38 69],[38.53418803 88.46581197] ; [32.46581197 74.53418803],0
n6,1,0.139735,2.180875,[105  23] ; [96 12],[109.01694915  18.98305085] ; [91.98305085 16.01694915],0
s6,1,0.140095,2.176916,[56 71] ; [56 48],[61.57575758 65.42424242] ; [50.42424242 53.57575758],0
n4,1,0.152367,2.048393,[91 38] ; [85 23],[95.79746835 33.20253165] ; [80.20253165 27.79746835],0
p9,1,0.158702,1.986548,[103  24] ; [94 13],[106.91880342  20.08119658] ; [90.08119658 16.91880342],0
s4,1,0.164095,1.936082,[ 12 117] ; [16 89],[ 15.43589744 113.56410256] ; [12.56410256 92.43589744],0
b2,1,0.173957,1.84851,[22 52] ; [28 41],[25.87412587 48.12587413] ; [24.12587413 44.87412587],0
b3,1,0.173957,1.84851,[22 52] ; [28 41],[25.87412587 48.12587413] ; [24.12587413 44.87412587],0
p5,1,0.192108,1.701379,[ 14 115] ; [18 90],[ 17.41772152 111.58227848] ; [14.58227848 93.41772152],0
v1,1,0.197784,1.658662,[67 60] ; [66 42],[71.87659574 55.12340426] ; [61.12340426 46.87659574],0
a6,1,0.210062,1.571002,[90 39] ; [67 41],[85.4556962 43.5443038] ; [71.5443038 36.4556962],0
d2,1,0.212243,1.556059,[63 66] ; [44 64],[58.24050633 70.75949367] ; [48.75949367 59.24050633],0
p12,1,0.227438,1.456811,[  5 124] ; [ 8 99],[  7.1059322 121.8940678] ; [  5.8940678 101.1059322],0
a8,1,0.232374,1.42627,[19 96] ; [10 83],[16.03365385 98.96634615] ; [12.96634615 80.03365385],0
d4,1,0.232801,1.423663,[105  24] ; [81 27],[101.24050633  27.75949367] ; [84.75949367 23.24050633],0
u3,1,0.3081,1.038805,[17 23] ; [19 16],[19.2 20.8] ; [16.8 18.2],0
n2,1,0.335592,0.927198,[19  7] ; [17 11],[17.33333333  8.66666667] ; [18.66666667  9.33333333],0
u1,1,0.340131,0.909939,[ 18 111] ; [20 88],[ 20.6835443 108.3164557] ; [17.3164557 90.6835443],0
a5,1,0.414991,0.664457,[98 31] ; [77 31],[95.25316456 33.74683544] ; [79.74683544 28.25316456],0
p10,1,0.427823,0.628726,[106  23] ; [92 15],[108.22881356  20.77118644] ; [89.77118644 17.22881356],0
r2,1,0.473305,0.514249,[115  13] ; [99  8],[116.56170213  11.43829787] ; [97.43829787  9.56170213],0
n3,1,0.480472,0.497793,[18  8] ; [21  6],[19.13207547  6.86792453] ; [19.86792453  7.13207547],0
v3,1,0.496706,0.461967,[44 80] ; [43 65],[46.5 77.5] ; [40.5 67.5],0
b5,1,0.524999,0.404062,[76 53] ; [68 40],[78.37974684 50.62025316] ; [65.62025316 42.37974684],0
p2,1,0.592496,0.286463,[113  16] ; [97 11],[114.30379747  14.69620253] ; [95.69620253 12.30379747],0
n5,1,0.643959,0.213602,[93 36] ; [80 27],[94.56355932 34.43644068] ; [78.43644068 28.56355932],0
d1,1,0.672644,0.178525,[74 55] ; [59 49],[72.39240506 56.60759494] ; [60.60759494 47.39240506],0
b1,1,0.697529,0.151055,[47 82] ; [42 66],[48.44303797 80.55696203] ; [40.55696203 67.44303797],0
u2,1,0.698829,0.149692,[20 18] ; [20 15],[20.82191781 17.17808219] ; [19.17808219 15.82191781],0
d3,1,0.723201,0.125446,[88 41] ; [70 36],[86.73191489 42.26808511] ; [71.26808511 34.73191489],0
r4,1,0.832158,0.044916,[116  13] ; [98 10],[116.48101266  12.51898734] ; [97.51898734 10.48101266],0
r1,1,0.833791,0.044034,[101  27] ; [84 24],[100.33898305  27.66101695] ; [84.66101695 23.33898305],0
d5,1,0.866634,0.028202,[105  24] ; [88 19],[105.49576271  23.50423729] ; [87.50423729 19.49576271],0
p11,1,0.869597,0.026952,[105  24] ; [87 21],[104.50632911  24.49367089] ; [87.49367089 20.50632911],0
r3,1,0.879706,0.022904,[120   9] ; [101   7],[120.29113924   8.70886076] ; [100.70886076   7.29113924],0
v2,1,0.893379,0.017964,[74 51] ; [63 45],[73.49785408 51.50214592] ; [63.50214592 44.49785408],0
a7,1,0.897352,0.016643,[95 34] ; [78 29],[94.56355932 34.43644068] ; [78.43644068 28.56355932],0
a3,1,0.899264,0.016025,[89 40] ; [73 34],[88.55084746 40.44915254] ; [73.44915254 33.55084746],0
a2,1,0.939156,0.005826,[ 28 101] ; [23 85],[ 27.75949367 101.24050633] ; [23.24050633 84.75949367],0
n1,1,0.96323,0.002125,[ 7 18] ; [ 8 20],[ 7.0754717 17.9245283] ; [ 7.9245283 20.0754717],0
a4,1,0.967737,0.001636,[53 75] ; [45 63],[53.15254237 74.84745763] ; [44.84745763 63.15254237],0
