Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,4.7e-05,16.556104,[ 8 63] ; [20 25],[17.13793103 53.86206897] ; [10.86206897 34.13793103],1
p7,1,6.1e-05,16.063769,[23 47] ; [32 13],[33.47826087 36.52173913] ; [21.52173913 23.47826087],1
p3,1,0.000224,13.622275,[12 61] ; [22 24],[20.85714286 52.14285714] ; [13.14285714 32.85714286],1
p10,1,0.000431,12.394244,[34 37] ; [37  9],[43.08547009 27.91452991] ; [27.91452991 18.08547009],1
p4,1,0.001002,10.82341,[20 51] ; [27 19],[28.52136752 42.47863248] ; [18.47863248 27.52136752],0
p2,1,0.001876,9.666774,[40 33] ; [38  8],[47.8487395 25.1512605] ; [30.1512605 15.8487395],0
p9,1,0.008962,6.830356,[43 29] ; [38  8],[49.42372881 22.57627119] ; [31.57627119 14.42372881],0
s6,1,0.012196,6.282126,[29 44] ; [28 16],[35.56410256 37.43589744] ; [21.43589744 22.56410256],0
n6,1,0.012803,6.196153,[42 30] ; [37  9],[48.20338983 23.79661017] ; [30.79661017 15.20338983],0
p5,1,0.015961,5.807155,[ 3 69] ; [ 8 38],[ 6.71186441 65.28813559] ; [ 4.28813559 41.71186441],0
s8,1,0.0357,4.41139,[13 60] ; [16 30],[17.78991597 55.21008403] ; [11.21008403 34.78991597],0
p11,1,0.050809,3.814564,[41 32] ; [34 12],[46.00840336 26.99159664] ; [28.99159664 17.00840336],0
a7,1,0.061277,3.502472,[30 43] ; [27 19],[34.96638655 38.03361345] ; [22.03361345 23.96638655],0
v4,1,0.063614,3.44056,[55 18] ; [41  5],[58.8907563 14.1092437] ; [37.1092437  8.8907563],0
s7,1,0.076874,3.12978,[19 50] ; [20 26],[23.4 45.6] ; [15.6 30.4],0
b5,1,0.108474,2.576317,[40 33] ; [32 14],[44.16806723 28.83193277] ; [27.83193277 18.16806723],0
d2,1,0.122387,2.386499,[20 53] ; [ 7 39],[16.56302521 56.43697479] ; [10.43697479 35.56302521],0
a4,1,0.128404,2.311694,[18 54] ; [ 6 39],[14.76923077 57.23076923] ; [ 9.23076923 35.76923077],0
s2,1,0.179059,1.805413,[25 48] ; [21 24],[28.45762712 44.54237288] ; [17.54237288 27.45762712],0
p1,1,0.21176,1.559352,[ 7 66] ; [ 8 38],[ 9.20168067 63.79831933] ; [ 5.79831933 40.20168067],0
a2,1,0.292341,1.108808,[ 7 66] ; [ 2 44],[ 5.5210084 67.4789916] ; [ 3.4789916 42.5210084],0
p12,1,0.303676,1.05798,[ 2 71] ; [ 3 42],[ 3.09322034 69.90677966] ; [ 1.90677966 43.09322034],0
a5,1,0.308118,1.038727,[28 45] ; [22 24],[30.67226891 42.32773109] ; [19.32773109 26.67226891],0
a3,1,0.327403,0.959144,[35 36] ; [18 27],[32.43965517 38.56034483] ; [20.56034483 24.43965517],0
a6,1,0.331244,0.944029,[33 40] ; [25 21],[35.57983193 37.42016807] ; [22.42016807 23.57983193],0
b4,1,0.341255,0.905709,[43 30] ; [23 23],[40.48739496 32.51260504] ; [25.51260504 20.48739496],0
s5,1,0.346556,0.886028,[14 57] ; [12 32],[16.05217391 54.94782609] ; [ 9.94782609 34.05217391],0
d1,1,0.381453,0.766015,[ 4 69] ; [ 1 45],[ 3.06722689 69.93277311] ; [ 1.93277311 44.06722689],0
