Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000371,12.673739,[19  8] ; [ 7 23],[12.31578947 14.68421053] ; [13.68421053 16.31578947],1
p7,1,0.001502,10.075854,[10 16] ; [24  6],[15.78571429 10.21428571] ; [18.21428571 11.78571429],0
s5,1,0.004354,8.129822,[ 3 23] ; [14 16],[ 7.89285714 18.10714286] ; [ 9.10714286 20.89285714],0
v2,1,0.006268,7.47153,[13 14] ; [24  5],[17.83928571  9.16071429] ; [19.16071429  9.83928571],0
p6,1,0.006514,7.402293,[ 5 22] ; [16 14],[ 9.94736842 17.05263158] ; [11.05263158 18.94736842],0
p1,1,0.016518,5.746914,[ 2 25] ; [10 20],[ 5.68421053 21.31578947] ; [ 6.31578947 23.68421053],0
p3,1,0.049737,3.850289,[11 16] ; [20 10],[14.68421053 12.31578947] ; [16.31578947 13.68421053],0
a7,1,0.091374,2.85,[15 12] ; [23  7],[18.  9.] ; [20. 10.],0
r1,1,0.114458,2.49156,[20  7] ; [27  3],[22.26315789  4.73684211] ; [24.73684211  5.26315789],0
a3,1,0.117531,2.449915,[19  8] ; [15 15],[16.10526316 10.89473684] ; [17.89473684 12.10526316],0
r4,1,0.126017,2.340897,[23  4] ; [29  1],[24.63157895  2.36842105] ; [27.36842105  2.63157895],0
d2,1,0.131847,2.270617,[ 8 19] ; [ 4 26],[ 5.68421053 21.31578947] ; [ 6.31578947 23.68421053],0
p4,1,0.157387,1.999158,[13 14] ; [20 10],[15.63157895 11.36842105] ; [17.36842105 12.63157895],0
s6,1,0.185793,1.750663,[18  8] ; [15 14],[15.6 10.4] ; [17.4 11.6],0
n5,1,0.225749,1.467447,[24  3] ; [23  7],[22.26315789  4.73684211] ; [24.73684211  5.26315789],0
p9,1,0.244171,1.356352,[19  8] ; [25  5],[20.84210526  6.15789474] ; [23.15789474  6.84210526],0
b4,1,0.248664,1.330792,[13 14] ; [19 11],[15.15789474 11.84210526] ; [16.84210526 13.15789474],0
v4,1,0.25105,1.317453,[24  3] ; [29  1],[25.10526316  1.89473684] ; [27.89473684  2.10526316],0
u3,1,0.303552,1.058523,[5 3] ; [6 9],[3.82608696 4.17391304] ; [7.17391304 7.82608696],0
s2,1,0.327231,0.959824,[12 14] ; [10 20],[10.21428571 15.78571429] ; [11.78571429 18.21428571],0
r3,1,0.355233,0.854677,[22  5] ; [27  3],[23.21052632  3.78947368] ; [25.78947368  4.21052632],0
p5,1,0.358129,0.844444,[ 3 24] ; [ 6 24],[ 4.26315789 22.73684211] ; [ 4.73684211 25.26315789],0
s8,1,0.396218,0.719775,[11 16] ; [ 9 21],[ 9.47368421 17.52631579] ; [10.52631579 19.47368421],0
p10,1,0.399051,0.711185,[19  8] ; [24  6],[20.36842105  6.63157895] ; [22.63157895  7.36842105],0
p2,1,0.400337,0.707312,[17 10] ; [22  8],[18.47368421  8.52631579] ; [20.52631579  9.47368421],0
p11,1,0.401506,0.703811,[18  9] ; [23  7],[19.42105263  7.57894737] ; [21.57894737  8.42105263],0
n6,1,0.415812,0.662121,[23  4] ; [23  7],[21.78947368  5.21052632] ; [24.21052632  5.78947368],0
s3,1,0.463726,0.536886,[16 10] ; [15 14],[14.65454545 11.34545455] ; [16.34545455 12.65454545],0
a8,1,0.487248,0.482597,[ 3 21] ; [ 2 27],[ 2.26415094 21.73584906] ; [ 2.73584906 26.26415094],0
a5,1,0.562673,0.335097,[16 11] ; [20 10],[17.05263158  9.94736842] ; [18.94736842 11.05263158],0
v1,1,0.642579,0.215385,[14 12] ; [18 12],[14.85714286 11.14285714] ; [17.14285714 12.85714286],0
u2,1,0.672754,0.178397,[3 5] ; [7 8],[3.47826087 4.52173913] ; [6.52173913 8.47826087],0
s7,1,0.764334,0.089877,[11 14] ; [13 14],[11.53846154 13.46153846] ; [12.46153846 14.53846154],0
d3,1,0.792323,0.069324,[ 9 18] ; [11 19],[ 9.47368421 17.52631579] ; [10.52631579 19.47368421],0
a6,1,0.81853,0.052641,[17 10] ; [18 12],[16.57894737 10.42105263] ; [18.42105263 11.57894737],0
b5,1,0.843086,0.039184,[16 11] ; [17 13],[15.63157895 11.36842105] ; [17.36842105 12.63157895],0
b1,1,0.843086,0.039184,[11 16] ; [13 17],[11.36842105 15.63157895] ; [12.63157895 17.36842105],0
n1,1,0.850436,0.035556,[3 2] ; [2 1],[3.125 1.875] ; [1.875 1.125],0
n4,1,0.872266,0.02585,[23  4] ; [26  4],[23.21052632  3.78947368] ; [25.78947368  4.21052632],0
s4,1,0.89144,0.018627,[ 3 24] ; [ 3 27],[ 2.84210526 24.15789474] ; [ 3.15789474 26.84210526],0
a2,1,0.89144,0.018627,[ 3 24] ; [ 3 27],[ 2.84210526 24.15789474] ; [ 3.15789474 26.84210526],0
b2,1,0.899192,0.016048,[ 7 14] ; [ 6 11],[ 7.18421053 13.81578947] ; [ 5.81578947 11.18421053],0
b3,1,0.899192,0.016048,[ 7 14] ; [ 6 11],[ 7.18421053 13.81578947] ; [ 5.81578947 11.18421053],0
s1,1,0.912953,0.01195,[ 2 25] ; [ 2 28],[ 1.89473684 25.10526316] ; [ 2.10526316 27.89473684],0
a4,1,0.920483,0.009965,[ 6 21] ; [ 7 23],[ 6.15789474 20.84210526] ; [ 6.84210526 23.15789474],0
d1,1,0.939516,0.005758,[ 1 26] ; [ 1 29],[ 0.94736842 26.05263158] ; [ 1.05263158 28.94736842],0
r2,1,0.939516,0.005758,[26  1] ; [29  1],[26.05263158  0.94736842] ; [28.94736842  1.05263158],0
