Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5.9e-05,16.137221,[ 8 45] ; [8 3],[13.25 39.75] ; [2.75 8.25],1
r3,1,0.006038,7.539073,[19 33] ; [9 2],[23.11111111 28.88888889] ; [4.88888889 6.11111111],0
p4,1,0.018733,5.526228,[11 43] ; [6 5],[14.12307692 39.87692308] ; [2.87692308 8.12307692],0
p6,1,0.040656,4.190302,[ 6 46] ; [4 7],[ 8.25396825 43.74603175] ; [1.74603175 9.25396825],0
a4,1,0.052359,3.764259,[21 32] ; [ 1 10],[18.21875 34.78125] ; [3.78125 7.21875],0
s2,1,0.05328,3.735129,[10 44] ; [5 6],[12.46153846 41.53846154] ; [2.53846154 8.46153846],0
p11,1,0.060858,3.513842,[14 40] ; [6 5],[16.61538462 37.38461538] ; [3.38461538 7.61538462],0
n2,1,0.102458,2.666852,[10 17] ; [5 2],[11.91176471 15.08823529] ; [3.08823529 3.91176471],0
d1,1,0.105109,2.626263,[24 30] ; [2 9],[21.6 32.4] ; [4.4 6.6],0
a6,1,0.136848,2.213054,[26 28] ; [8 3],[28.24615385 25.75384615] ; [5.75384615 5.24615385],0
n5,1,0.179736,1.799802,[31 22] ; [4 7],[28.984375 24.015625] ; [6.015625 4.984375],0
p3,1,0.201482,1.6316,[10 43] ; [4 7],[11.59375 41.40625] ; [2.40625 8.59375],0
p12,1,0.205082,1.605807,[ 1 53] ; [ 1 10],[ 1.66153846 52.33846154] ; [ 0.33846154 10.66153846],0
r1,1,0.217078,1.523585,[14 39] ; [ 1 10],[12.421875 40.578125] ; [2.578125 8.421875],0
a3,1,0.241685,1.370741,[29 23] ; [4 7],[27.23809524 24.76190476] ; [5.76190476 5.23809524],0
s6,1,0.246948,1.340488,[15 39] ; [5 6],[16.61538462 37.38461538] ; [3.38461538 7.61538462],0
d2,1,0.250291,1.321678,[24 28] ; [3 8],[22.28571429 29.71428571] ; [4.71428571 6.28571429],0
s3,1,0.264037,1.247466,[15 38] ; [5 6],[16.5625 36.4375] ; [3.4375 7.5625],0
s1,1,0.270819,1.212594,[ 4 49] ; [2 9],[ 4.96875 48.03125] ; [1.03125 9.96875],0
d5,1,0.279972,1.167228,[34 20] ; [5 6],[32.4 21.6] ; [6.6 4.4],0
b1,1,0.292161,1.109634,[30 24] ; [8 3],[31.56923077 22.43076923] ; [6.43076923 4.56923077],0
b4,1,0.294408,1.099354,[29 25] ; [4 7],[27.41538462 26.58461538] ; [5.58461538 5.41538462],0
n4,1,0.301601,1.067104,[33 20] ; [5 6],[31.46875 21.53125] ; [6.53125 4.46875],0
v3,1,0.309371,1.033361,[12 41] ; [ 1 10],[10.765625 42.234375] ; [2.234375 8.765625],0
p2,1,0.336831,0.922456,[21 33] ; [6 5],[22.43076923 31.56923077] ; [4.56923077 6.43076923],0
n1,1,0.380977,0.767549,[ 7 20] ; [3 4],[ 7.94117647 19.05882353] ; [2.05882353 4.94117647],0
b5,1,0.402671,0.700337,[32 22] ; [8 3],[33.23076923 20.76923077] ; [6.76923077 4.23076923],0
v4,1,0.44267,0.589352,[27 26] ; [7 4],[28.15625 24.84375] ; [5.84375 5.15625],0
a1,1,0.525599,0.402893,[ 9 45] ; [ 1 10],[ 8.30769231 45.69230769] ; [1.69230769 9.30769231],0
s7,1,0.526469,0.401203,[ 9 39] ; [3 8],[ 9.76271186 38.23728814] ; [2.23728814 8.76271186],0
p9,1,0.545107,0.366156,[14 38] ; [2 9],[13.20634921 38.79365079] ; [2.79365079 8.20634921],0
v1,1,0.554763,0.348854,[14 37] ; [4 7],[14.80645161 36.19354839] ; [3.19354839 7.80645161],0
r2,1,0.607381,0.264007,[27 23] ; [5 6],[26.2295082 23.7704918] ; [5.7704918 5.2295082],0
u2,1,0.643094,0.214719,[ 8 16] ; [3 4],[ 8.51612903 15.48387097] ; [2.48387097 4.51612903],0
s5,1,0.672837,0.178302,[ 8 45] ; [1 9],[ 7.57142857 45.42857143] ; [1.42857143 8.57142857],0
d3,1,0.698885,0.149634,[28 26] ; [5 6],[27.41538462 26.58461538] ; [5.58461538 5.41538462],0
a2,1,0.72162,0.126946,[ 7 47] ; [ 1 10],[ 6.64615385 47.35384615] ; [1.35384615 9.64615385],0
a5,1,0.783432,0.075542,[27 27] ; [5 6],[26.58461538 27.41538462] ; [5.41538462 5.58461538],0
n3,1,0.802644,0.062463,[13 14] ; [3 4],[12.70588235 14.29411765] ; [3.29411765 3.70588235],0
u3,1,0.804997,0.060952,[ 6 19] ; [2 5],[ 6.25 18.75] ; [1.75 5.25],0
a7,1,0.84805,0.036713,[22 30] ; [5 6],[22.28571429 29.71428571] ; [4.71428571 6.28571429],0
u1,1,0.848536,0.036476,[ 4 50] ; [ 1 10],[ 4.15384615 49.84615385] ; [ 0.84615385 10.15384615],0
s8,1,0.848536,0.036476,[ 4 50] ; [ 1 10],[ 4.15384615 49.84615385] ; [ 0.84615385 10.15384615],0
s4,1,0.902776,0.014922,[ 9 45] ; [2 9],[ 9.13846154 44.86153846] ; [1.86153846 9.13846154],0
n6,1,0.956351,0.002996,[26 27] ; [5 5],[26.07936508 26.92063492] ; [4.92063492 5.07936508],0
d4,1,0.974178,0.001048,[34 19] ; [7 4],[33.953125 19.046875] ; [7.046875 3.953125],0
v2,1,0.99127,0.00012,[19 33] ; [4 7],[18.98412698 33.01587302] ; [4.01587302 6.98412698],0
