Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.000358,12.73898,[ 3 65] ; [10 24],[ 8.66666667 59.33333333] ; [ 4.33333333 29.66666667],1
s7,1,0.013692,6.077478,[34 30] ; [26  7],[39.58762887 24.41237113] ; [20.41237113 12.58762887],0
u1,1,0.017124,5.683594,[11 57] ; [13 22],[15.84466019 52.15533981] ; [ 8.15533981 26.84466019],0
p6,1,0.020865,5.338024,[26 41] ; [22 13],[31.52941176 35.47058824] ; [16.47058824 18.52941176],0
p10,1,0.021142,5.315083,[54 13] ; [34  1],[57.80392157  9.19607843] ; [30.19607843  4.80392157],0
a2,1,0.0585,3.579417,[12 56] ; [12 23],[15.84466019 52.15533981] ; [ 8.15533981 26.84466019],0
s6,1,0.064771,3.410798,[40 28] ; [27  8],[44.23300971 23.76699029] ; [22.76699029 12.23300971],0
p11,1,0.089005,2.892278,[55 13] ; [23 12],[51.49514563 16.50485437] ; [26.50485437  8.49514563],0
a6,1,0.127615,2.321274,[36 32] ; [24 11],[39.61165049 28.38834951] ; [20.38834951 14.61165049],0
b3,1,0.156273,2.009926,[19 30] ; [12  9],[21.7 27.3] ; [ 9.3 11.7],0
b2,1,0.156273,2.009926,[19 30] ; [12  9],[21.7 27.3] ; [ 9.3 11.7],0
d5,1,0.161652,1.958702,[55 13] ; [32  3],[57.4368932 10.5631068] ; [29.5631068  5.4368932],0
p3,1,0.167459,1.905545,[35 33] ; [23 12],[38.29126214 29.70873786] ; [19.70873786 15.29126214],0
p9,1,0.170441,1.879062,[57 10] ; [33  2],[59.11764706  7.88235294] ; [30.88235294  4.11764706],0
p5,1,0.17339,1.853387,[ 7 61] ; [ 7 28],[ 9.24271845 58.75728155] ; [ 4.75728155 30.24271845],0
p1,1,0.180188,1.796073,[ 3 65] ; [ 4 31],[ 4.62135922 63.37864078] ; [ 2.37864078 32.62135922],0
p12,1,0.187412,1.737844,[ 3 64] ; [ 4 31],[ 4.59803922 62.40196078] ; [ 2.40196078 32.59803922],0
v2,1,0.22119,1.496633,[37 29] ; [24 11],[39.86138614 26.13861386] ; [21.13861386 13.86138614],0
p4,1,0.264599,1.244533,[41 27] ; [25 10],[43.57281553 24.42718447] ; [22.42718447 12.57281553],0
n2,1,0.279426,1.169881,[10  5] ; [5 6],[8.65384615 6.34615385] ; [6.34615385 4.65384615],0
p7,1,0.293687,1.102644,[45 22] ; [27  8],[47.29411765 19.70588235] ; [24.70588235 10.29411765],0
v3,1,0.294507,1.098901,[35 30] ; [15 20],[32.5 32.5] ; [17.5 17.5],0
a3,1,0.30362,1.058227,[48 20] ; [28  7],[50.17475728 17.82524272] ; [25.82524272  9.17475728],0
s2,1,0.387931,0.745416,[16 52] ; [11 24],[17.82524272 50.17475728] ; [ 9.17475728 25.82524272],0
d3,1,0.405676,0.691437,[43 25] ; [25 10],[44.89320388 23.10679612] ; [23.10679612 11.89320388],0
a5,1,0.434745,0.610112,[54 14] ; [30  5],[55.45631068 12.54368932] ; [28.54368932  6.45631068],0
v1,1,0.458587,0.549342,[37 30] ; [22 13],[38.75490196 28.24509804] ; [20.24509804 14.75490196],0
