Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.000358,12.73898,[ 3 65] ; [10 24],[ 8.66666667 59.33333333] ; [ 4.33333333 29.66666667],1
a1,1,0.490217,0.47605,[ 2 66] ; [ 2 33],[ 2.6407767 65.3592233] ; [ 1.3592233 33.6407767],0
v4,1,0.498628,0.457856,[64  4] ; [34  1],[64.69902913  3.30097087] ; [33.30097087  1.69902913],0
n6,1,0.517615,0.418642,[57 11] ; [31  4],[58.09708738  9.90291262] ; [29.90291262  5.09708738],0
d4,1,0.540789,0.37408,[55 13] ; [30  5],[56.11650485 11.88349515] ; [28.88349515  6.11650485],0
a7,1,0.584529,0.298969,[47 21] ; [26  9],[48.19417476 19.80582524] ; [24.80582524 10.19417476],0
u3,1,0.589951,0.29042,[12  8] ; [5 2],[12.59259259  7.40740741] ; [4.40740741 2.59259259],0
n1,1,0.596613,0.280135,[ 4 11] ; [4 7],[ 4.61538462 10.38461538] ; [3.38461538 7.61538462],0
b5,1,0.64992,0.206001,[42 26] ; [20 15],[40.93203883 27.06796117] ; [21.06796117 13.93203883],0
p2,1,0.655472,0.199071,[55 13] ; [27  8],[54.13592233 13.86407767] ; [27.86407767  7.13592233],0
d1,1,0.692025,0.156902,[40 28] ; [22 13],[40.93203883 27.06796117] ; [21.06796117 13.93203883],0
r3,1,0.698906,0.149613,[65  3] ; [34  1],[65.3592233  2.6407767] ; [33.6407767  1.3592233],0
n3,1,0.742174,0.108225,[8 6] ; [7 4],[8.4 5.6] ; [6.6 4.4],0
b4,1,0.748494,0.102801,[43 25] ; [21 14],[42.25242718 25.74757282] ; [21.74757282 13.25242718],0
r2,1,0.762238,0.091532,[60  7] ; [32  3],[60.43137255  6.56862745] ; [31.56862745  3.43137255],0
a4,1,0.773756,0.082637,[31 37] ; [17 18],[31.68932039 36.31067961] ; [16.31067961 18.68932039],0
a8,1,0.787771,0.072472,[ 9 53] ; [ 5 25],[ 9.43478261 52.56521739] ; [ 4.56521739 25.43478261],0
d2,1,0.791722,0.069736,[37 31] ; [20 15],[37.63106796 30.36893204] ; [19.36893204 15.63106796],0
r1,1,0.801881,0.062957,[57 11] ; [30  5],[57.4368932 10.5631068] ; [29.5631068  5.4368932],0
u2,1,0.852777,0.034439,[15  5] ; [5 2],[14.81481481  5.18518519] ; [5.18518519 1.81481481],0
p8,1,0.865839,0.028543,[36 29] ; [20 15],[36.4 28.6] ; [19.6 15.4],0
b1,1,0.913787,0.011721,[26 42] ; [13 22],[25.74757282 42.25242718] ; [13.25242718 21.74757282],0
n4,1,0.914611,0.011497,[55 13] ; [28  7],[54.7961165 13.2038835] ; [28.2038835  6.7961165],0
r4,1,0.96577,0.001842,[62  6] ; [32  3],[62.05825243  5.94174757] ; [31.94174757  3.05825243],0
n5,1,0.970059,0.001409,[50 17] ; [26  9],[49.92156863 17.07843137] ; [26.07843137  8.92156863],0
