Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.068144,3.32716,[16  2] ; [2 2],[14.72727273  3.27272727] ; [3.27272727 0.72727273],0
p1,1,0.075752,3.15377,[ 5 13] ; [3 1],[ 6.54545455 11.45454545] ; [1.45454545 2.54545455],0
a4,1,0.075752,3.15377,[ 5 13] ; [3 1],[ 6.54545455 11.45454545] ; [1.45454545 2.54545455],0
a2,1,0.221099,1.497222,[ 1 17] ; [1 3],[ 1.63636364 16.36363636] ; [0.36363636 3.63636364],0
p2,1,0.259177,1.273148,[14  4] ; [2 2],[13.09090909  4.90909091] ; [2.90909091 1.09090909],0
b1,1,0.268925,1.222222,[ 8 10] ; [3 1],[9. 9.] ; [2. 2.],0
s7,1,0.314065,1.013503,[8 9] ; [3 1],[8.9047619 8.0952381] ; [2.0952381 1.9047619],0
d2,1,0.363722,0.825,[9 9] ; [3 1],[9.81818182 8.18181818] ; [2.18181818 1.81818182],0
s5,1,0.422489,0.643382,[9 8] ; [3 1],[9.71428571 7.28571429] ; [2.28571429 1.71428571],0
p4,1,0.431923,0.617647,[12  5] ; [2 2],[11.33333333  5.66666667] ; [2.66666667 1.33333333],0
v1,1,0.431923,0.617647,[12  5] ; [2 2],[11.33333333  5.66666667] ; [2.66666667 1.33333333],0
r2,1,0.464069,0.536062,[16  2] ; [3 1],[15.54545455  2.45454545] ; [3.45454545 0.54545455],0
p6,1,0.464069,0.536062,[ 2 16] ; [1 3],[ 2.45454545 15.54545455] ; [0.54545455 3.45454545],0
d1,1,0.47433,0.511871,[10  8] ; [3 1],[10.63636364  7.36363636] ; [2.36363636 1.63636364],0
p12,1,0.496116,0.463235,[ 2 15] ; [1 3],[ 2.42857143 14.57142857] ; [0.57142857 3.42857143],0
p11,1,0.530801,0.392857,[12  6] ; [2 2],[11.45454545  6.54545455] ; [2.54545455 1.45454545],0
s8,1,0.682665,0.167142,[ 7 11] ; [2 2],[ 7.36363636 10.63636364] ; [1.63636364 2.36363636],0
b5,1,0.682665,0.167142,[11  7] ; [2 2],[10.63636364  7.36363636] ; [2.36363636 1.63636364],0
p3,1,0.682665,0.167142,[11  7] ; [2 2],[10.63636364  7.36363636] ; [2.36363636 1.63636364],0
s1,1,0.695895,0.152778,[ 3 15] ; [1 3],[ 3.27272727 14.72727273] ; [0.72727273 3.27272727],0
s3,1,0.718816,0.12963,[10  8] ; [2 1],[10.28571429  7.71428571] ; [1.71428571 1.28571429],0
v2,1,0.746188,0.104762,[ 6 12] ; [1 3],[ 5.72727273 12.27272727] ; [1.27272727 2.72727273],0
d3,1,0.746188,0.104762,[12  6] ; [3 1],[12.27272727  5.72727273] ; [2.72727273 1.27272727],0
a3,1,0.746188,0.104762,[12  6] ; [3 1],[12.27272727  5.72727273] ; [2.72727273 1.27272727],0
v3,1,0.840039,0.040741,[ 8 10] ; [2 2],[8.18181818 9.81818182] ; [1.81818182 2.18181818],0
d5,1,0.904552,0.014379,[14  4] ; [3 1],[13.90909091  4.09090909] ; [3.09090909 0.90909091],0
s6,1,0.904552,0.014379,[14  4] ; [3 1],[13.90909091  4.09090909] ; [3.09090909 0.90909091],0
d4,1,0.904552,0.014379,[14  4] ; [3 1],[13.90909091  4.09090909] ; [3.09090909 0.90909091],0
u1,1,0.904552,0.014379,[ 4 14] ; [1 3],[ 4.09090909 13.90909091] ; [0.90909091 3.09090909],0
a7,1,0.910162,0.012731,[13  5] ; [3 1],[13.09090909  4.90909091] ; [2.90909091 1.09090909],0
p8,1,1.0,0.0,[9 9] ; [2 2],[9. 9.] ; [2. 2.],0
n3,1,1.0,0.0,[2 2] ; [1 1],[2. 2.] ; [1. 1.],0
s2,1,1.0,0.0,[9 9] ; [2 2],[9. 9.] ; [2. 2.],0
