Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.8e-05,17.574192,[56 10] ; [22 24],[45.96428571 20.03571429] ; [32.03571429 13.96428571],1
p4,1,0.000301,13.065792,[49 18] ; [18 28],[39.72566372 27.27433628] ; [27.27433628 18.72566372],1
p3,1,0.000547,11.949463,[44 23] ; [15 31],[34.98230088 32.01769912] ; [24.01769912 21.98230088],1
p2,1,0.003468,8.543251,[60  7] ; [31 15],[53.95575221 13.04424779] ; [37.04424779  8.95575221],0
p6,1,0.009076,6.80782,[33 32] ; [12 34],[26.35135135 38.64864865] ; [18.64864865 27.35135135],0
v1,1,0.014027,6.034688,[41 26] ; [16 27],[34.71818182 32.28181818] ; [22.28181818 20.71818182],0
u3,1,0.016184,5.782753,[ 8 11] ; [11  2],[11.28125  7.71875] ; [7.71875 5.28125],0
n5,1,0.031333,4.634631,[54 13] ; [28 17],[49.05357143 17.94642857] ; [32.94642857 12.05357143],0
u2,1,0.033464,4.521896,[11  8] ; [12  1],[13.65625  5.34375] ; [9.34375 3.65625],0
d2,1,0.054422,3.699697,[40 27] ; [19 27],[34.98230088 32.01769912] ; [24.01769912 21.98230088],0
p5,1,0.055872,3.655857,[15 52] ; [ 4 42],[11.26548673 55.73451327] ; [ 7.73451327 38.26548673],0
p9,1,0.104147,2.64086,[62  5] ; [38  8],[59.2920354  7.7079646] ; [40.7079646  5.2920354],0
d1,1,0.117341,2.452453,[42 25] ; [22 24],[37.94690265 29.05309735] ; [26.05309735 19.94690265],0
p11,1,0.161993,1.955526,[59  8] ; [36 10],[56.32743363 10.67256637] ; [38.67256637  7.32743363],0
p1,1,0.23934,1.384477,[ 7 60] ; [ 2 44],[ 5.33628319 61.66371681] ; [ 3.66371681 42.33628319],0
s3,1,0.24021,1.37936,[25 42] ; [12 33],[22.13392857 44.86607143] ; [14.86607143 30.13392857],0
b5,1,0.252947,1.306953,[32 35] ; [27 19],[34.98230088 32.01769912] ; [24.01769912 21.98230088],0
a7,1,0.260947,1.263728,[46 21] ; [36 10],[48.61946903 18.38053097] ; [33.38053097 12.61946903],0
p10,1,0.28008,1.166704,[58  8] ; [37  9],[55.98214286 10.01785714] ; [39.01785714  6.98214286],0
n2,1,0.300623,1.071429,[12  4] ; [8 6],[10.66666667  5.33333333] ; [9.33333333 4.66666667],0
r1,1,0.325519,0.966643,[55 12] ; [40  5],[56.83035714 10.16964286] ; [38.16964286  6.83035714],0
u1,1,0.351148,0.869304,[10 57] ; [10 36],[11.85840708 55.14159292] ; [ 8.14159292 37.85840708],0
a1,1,0.369102,0.806687,[ 2 65] ; [ 3 43],[ 2.96460177 64.03539823] ; [ 2.03539823 43.96460177],0
b2,1,0.370781,0.801044,[23 23] ; [14 21],[21.01234568 24.98765432] ; [15.98765432 19.01234568],0
b3,1,0.370781,0.801044,[23 23] ; [14 21],[21.01234568 24.98765432] ; [15.98765432 19.01234568],0
n3,1,0.410727,0.676695,[11  5] ; [7 6],[9.93103448 6.06896552] ; [8.06896552 4.93103448],0
n6,1,0.51704,0.419794,[57 10] ; [37  9],[55.73451327 11.26548673] ; [38.26548673  7.73451327],0
r4,1,0.531013,0.392453,[62  5] ; [41  5],[61.07079646  5.92920354] ; [41.92920354  4.07079646],0
d5,1,0.564692,0.331646,[54 13] ; [35 11],[52.7699115 14.2300885] ; [36.2300885  9.7699115],0
s5,1,0.569294,0.323865,[19 47] ; [10 32],[17.72222222 48.27777778] ; [11.27777778 30.72222222],0
s4,1,0.582312,0.302512,[ 8 59] ; [ 4 42],[ 7.11504425 59.88495575] ; [ 4.88495575 41.11504425],0
a6,1,0.607387,0.263997,[42 25] ; [31 15],[43.28318584 23.71681416] ; [29.71681416 16.28318584],0
p12,1,0.622681,0.242117,[ 6 60] ; [ 3 43],[ 5.30357143 60.69642857] ; [ 3.69642857 42.30357143],0
r3,1,0.634005,0.226669,[64  3] ; [43  3],[63.44247788  3.55752212] ; [43.55752212  2.44247788],0
b4,1,0.669057,0.182707,[42 25] ; [27 19],[40.91150442 26.08849558] ; [28.08849558 17.91150442],0
s6,1,0.681539,0.168399,[42 24] ; [31 15],[43.01785714 22.98214286] ; [29.98214286 16.01785714],0
n1,1,0.704507,0.143826,[ 6 10] ; [4 9],[ 5.51724138 10.48275862] ; [4.48275862 8.51724138],0
a8,1,0.713651,0.134658,[10 50] ; [ 8 33],[10.69306931 49.30693069] ; [ 7.30693069 33.69306931],0
d3,1,0.724189,0.124514,[43 24] ; [31 15],[43.87610619 23.12389381] ; [30.12389381 15.87610619],0
d4,1,0.761875,0.091821,[54 13] ; [36 10],[53.36283186 13.63716814] ; [36.63716814  9.36283186],0
r2,1,0.775905,0.081031,[59  6] ; [41  5],[58.55855856  6.44144144] ; [41.44144144  4.55855856],0
a5,1,0.789549,0.071234,[51 16] ; [34 12],[50.39823009 16.60176991] ; [34.60176991 11.39823009],0
v2,1,0.814853,0.054835,[36 30] ; [23 21],[35.4 30.6] ; [23.6 20.4],0
a2,1,0.82418,0.04936,[12 55] ; [ 9 37],[12.45132743 54.54867257] ; [ 8.54867257 37.45132743],0
v4,1,0.84806,0.036708,[62  5] ; [43  3],[62.25663717  4.74336283] ; [42.74336283  3.25663717],0
s7,1,0.892622,0.018221,[37 27] ; [26 20],[36.65454545 27.34545455] ; [26.34545455 19.65454545],0
b1,1,0.90083,0.015528,[27 40] ; [18 28],[26.68141593 40.31858407] ; [18.31858407 27.68141593],0
a4,1,0.90083,0.015528,[27 40] ; [18 28],[26.68141593 40.31858407] ; [18.31858407 27.68141593],0
n4,1,0.943368,0.005046,[55 12] ; [38  8],[55.14159292 11.85840708] ; [37.85840708  8.14159292],0
v3,1,0.958041,0.002768,[29 37] ; [20 25],[29.13513514 36.86486486] ; [19.86486486 25.13513514],0
a3,1,0.990998,0.000127,[48 19] ; [33 13],[48.02654867 18.97345133] ; [32.97345133 13.02654867],0
