Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000795,11.252074,[18  5] ; [53 78],[10.6038961 12.3961039] ; [60.3961039 70.6038961],1
s2,1,0.002584,9.080024,[15  8] ; [43 90],[ 8.55128205 14.44871795] ; [49.44871795 83.55128205],0
s7,1,0.003276,8.647267,[14  7] ; [42 85],[ 7.94594595 13.05405405] ; [48.05405405 78.94594595],0
s5,1,0.007163,7.231594,[ 9 11] ; [ 24 107],[ 4.37086093 15.62913907] ; [ 28.62913907 102.37086093],0
s6,1,0.022254,5.225801,[17  6] ; [64 69],[11.94230769 11.05769231] ; [69.05769231 63.94230769],0
p3,1,0.025116,5.01584,[12 11] ; [38 95],[ 7.37179487 15.62820513] ; [42.62820513 90.37179487],0
u3,1,0.055681,3.661566,[7 1] ; [23 22],[4.52830189 3.47169811] ; [25.47169811 19.52830189],0
p4,1,0.074949,3.171163,[13 10] ; [49 84],[ 9.14102564 13.85897436] ; [52.85897436 80.14102564],0
b1,1,0.080791,3.048918,[15  8] ; [61 73],[11.13375796 11.86624204] ; [64.86624204 69.13375796],0
r1,1,0.111008,2.539815,[13 10] ; [97 36],[16.21794872  6.78205128] ; [93.78205128 39.21794872],0
n2,1,0.128226,2.313855,[9 2] ; [28 21],[6.78333333 4.21666667] ; [30.21666667 18.78333333],0
p11,1,0.138611,2.193314,[ 8 15] ; [69 65],[11.28025478 11.71974522] ; [65.71974522 68.28025478],0
v1,1,0.150499,2.067187,[ 6 17] ; [55 76],[ 9.11038961 13.88961039] ; [51.88961039 79.11038961],0
r3,1,0.161114,1.963736,[18  5] ; [119  15],[20.07006369  2.92993631] ; [116.92993631  17.07006369],0
p6,1,0.197774,1.65874,[ 8 15] ; [ 29 101],[ 5.5620915 17.4379085] ; [31.4379085 98.5620915],0
d1,1,0.20202,1.62771,[11 12] ; [83 51],[13.77070064  9.22929936] ; [80.22929936 53.77070064],0
v2,1,0.212201,1.556349,[ 8 15] ; [64 67],[10.75324675 12.24675325] ; [61.24675325 69.75324675],0
b2,1,0.234009,1.416329,[6 6] ; [29 60],[4.15841584 7.84158416] ; [30.84158416 58.15841584],0
b3,1,0.234009,1.416329,[6 6] ; [29 60],[4.15841584 7.84158416] ; [30.84158416 58.15841584],0
n3,1,0.234247,1.414888,[8 3] ; [26 23],[6.23333333 4.76666667] ; [27.76666667 21.23333333],0
n1,1,0.240669,1.376672,[6 5] ; [17 31],[4.28813559 6.71186441] ; [18.71186441 29.28813559],0
a4,1,0.280047,1.166861,[13 10] ; [59 74],[10.61538462 12.38461538] ; [61.38461538 71.61538462],0
a6,1,0.304609,1.053909,[12 11] ; [85 49],[14.21019108  8.78980892] ; [82.78980892 51.21019108],0
n4,1,0.353139,0.862145,[12 11] ; [83 50],[14.00641026  8.99358974] ; [80.99358974 52.00641026],0
s1,1,0.400879,0.705689,[ 2 21] ; [  6 127],[ 1.17948718 21.82051282] ; [  6.82051282 126.17948718],0
a8,1,0.424641,0.637435,[ 1 18] ; [ 14 110],[ 1.99300699 17.00699301] ; [ 13.00699301 110.99300699],0
d2,1,0.487209,0.482685,[11 12] ; [74 59],[12.53205128 10.46794872] ; [72.46794872 60.53205128],0
d3,1,0.520984,0.411946,[17  6] ; [90 44],[15.67515924  7.32484076] ; [91.32484076 42.67515924],0
a5,1,0.555347,0.347825,[14  9] ; [90 44],[15.23566879  7.76433121] ; [88.76433121 45.23566879],0
v4,1,0.567701,0.326545,[20  3] ; [110  24],[19.04458599  3.95541401] ; [110.95541401  23.04458599],0
a2,1,0.590936,0.288885,[ 4 19] ; [ 30 104],[ 4.98089172 18.01910828] ; [ 29.01910828 104.98089172],0
a1,1,0.620963,0.244517,[ 2 21] ; [  8 126],[ 1.46496815 21.53503185] ; [  8.53503185 125.46496815],0
n6,1,0.639705,0.219128,[14  9] ; [87 45],[14.98709677  8.01290323] ; [86.01290323 45.98709677],0
b4,1,0.664607,0.187975,[15  8] ; [81 53],[14.06369427  8.93630573] ; [81.93630573 52.06369427],0
s8,1,0.680917,0.169096,[ 7 16] ; [35 98],[ 6.19230769 16.80769231] ; [35.80769231 97.19230769],0
p7,1,0.712145,0.136144,[10 13] ; [52 80],[ 9.2 13.8] ; [52.8 79.2],0
r2,1,0.739728,0.110366,[19  2] ; [117  16],[18.54545455  2.45454545] ; [117.45454545  15.54545455],0
p1,1,0.745839,0.105061,[ 1 22] ; [  8 124],[ 1.33548387 21.66451613] ; [  7.66451613 124.33548387],0
a7,1,0.798889,0.064915,[15  8] ; [91 43],[15.52866242  7.47133758] ; [90.47133758 43.52866242],0
n5,1,0.821337,0.050997,[12 11] ; [66 67],[11.5 11.5] ; [66.5 66.5],0
a3,1,0.873131,0.025499,[15  8] ; [89 44],[15.33333333  7.66666667] ; [88.66666667 44.33333333],0
v3,1,0.875626,0.024498,[ 6 16] ; [37 91],[ 6.30666667 15.69333333] ; [36.69333333 91.30666667],0
p9,1,0.884745,0.021012,[ 8 14] ; [49 80],[ 8.30463576 13.69536424] ; [48.69536424 80.30463576],0
p2,1,0.915912,0.011148,[14  9] ; [80 54],[13.77070064  9.22929936] ; [80.22929936 53.77070064],0
b5,1,0.922226,0.009532,[14  9] ; [83 51],[14.21019108  8.78980892] ; [82.78980892 51.21019108],0
p8,1,0.952232,0.003588,[ 7 16] ; [41 91],[ 7.12258065 15.87741935] ; [40.87741935 91.12258065],0
d5,1,0.978725,0.000711,[19  4] ; [111  23],[19.04458599  3.95541401] ; [110.95541401  23.04458599],0
u1,1,0.978725,0.000711,[ 4 19] ; [ 23 111],[ 3.95541401 19.04458599] ; [ 23.04458599 110.95541401],0
r4,1,0.997389,1.1e-05,[17  6] ; [99 35],[16.99363057  6.00636943] ; [99.00636943 34.99363057],0
u2,1,1.0,0.0,[4 4] ; [21 21],[4. 4.] ; [21. 21.],0
