Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,53.703653,[159  86] ; [20 76],[128.60703812 116.39296188] ; [50.39296188 45.60703812],1
s3,1,0.0,40.079951,[157  84] ; [26 70],[130.8694362 110.1305638] ; [52.1305638 43.8694362],1
s7,1,0.0,39.580537,[148  87] ; [22 69],[122.54601227 112.45398773] ; [47.45398773 43.54601227],1
s5,1,1e-06,23.386709,[108 133] ; [16 80],[ 88.67655786 152.32344214] ; [35.32344214 60.67655786],1
s8,1,6e-06,20.358468,[136 109] ; [28 70],[117.14285714 127.85714286] ; [46.85714286 51.14285714],1
s4,1,0.006055,7.533762,[ 43 201] ; [ 6 92],[ 34.95906433 209.04093567] ; [14.04093567 83.95906433],0
p10,1,0.018639,5.535072,[214  31] ; [74 22],[206.92082111  38.07917889] ; [81.07917889 14.92082111],0
p9,1,0.019886,5.42185,[224  22] ; [78 17],[217.86510264  28.13489736] ; [84.13489736 10.86510264],0
n5,1,0.021109,5.317737,[206  41] ; [71 27],[198.31594203  48.68405797] ; [78.68405797 19.31594203],0
u1,1,0.025055,5.020094,[ 72 176] ; [17 81],[ 63.79190751 184.20809249] ; [25.20809249 72.79190751],0
u2,1,0.025514,4.988671,[41 18] ; [13 16],[36.20454545 22.79545455] ; [17.79545455 11.20454545],0
n6,1,0.02857,4.79336,[220  26] ; [79 19],[213.81976744  32.18023256] ; [85.18023256 12.81976744],0
d4,1,0.037664,4.320141,[216  31] ; [77 21],[209.77101449  37.22898551] ; [83.22898551 14.77101449],0
b1,1,0.044602,4.033621,[ 78 170] ; [42 56],[ 86.01156069 161.98843931] ; [33.98843931 64.01156069],0
v4,1,0.05072,3.817511,[242   5] ; [92  6],[239.12463768   7.87536232] ; [94.87536232  3.12463768],0
p5,1,0.050987,3.808703,[ 41 207] ; [ 8 88],[ 35.3255814 212.6744186] ; [13.6744186 82.3255814],0
p7,1,0.08541,2.958827,[167  71] ; [58 38],[160.32934132  77.67065868] ; [64.67065868 31.32934132],0
r4,1,0.095022,2.787164,[235  13] ; [88 10],[231.51445087  16.48554913] ; [91.48554913  6.51445087],0
a2,1,0.099772,2.70918,[ 86 162] ; [25 73],[ 79.56069364 168.43930636] ; [31.43930636 66.56069364],0
p4,1,0.111834,2.528115,[174  72] ; [60 37],[167.82507289  78.17492711] ; [66.17492711 30.82507289],0
d1,1,0.113846,2.500007,[169  79] ; [58 40],[162.70520231  85.29479769] ; [64.29479769 33.70520231],0
p6,1,0.133562,2.250604,[114 129] ; [36 59],[107.84023669 135.15976331] ; [42.15976331 52.84023669],0
u4,1,0.150216,2.07006,[ 10 238] ; [ 1 97],[  7.88439306 240.11560694] ; [ 3.11560694 94.88439306],0
d5,1,0.158206,1.991295,[214  33] ; [79 19],[209.77101449  37.22898551] ; [83.22898551 14.77101449],0
p12,1,0.166895,1.910618,[ 31 217] ; [ 7 89],[ 27.39534884 220.60465116] ; [10.60465116 85.39534884],0
d2,1,0.194491,1.683266,[127 119] ; [43 55],[121.56976744 124.43023256] ; [48.43023256 49.56976744],0
b4,1,0.204864,1.607352,[155  93] ; [54 44],[149.80346821  98.19653179] ; [59.19653179 38.80346821],0
