Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,65.48799,[77  1] ; [ 8 21],[61.96261682 16.03738318] ; [23.03738318  5.96261682],1
v4,1,0.0,39.715909,[75  2] ; [14 16],[64.04672897 12.95327103] ; [24.95327103  5.04672897],1
r2,1,0.0,26.769732,[75  3] ; [17 13],[66.44444444 11.55555556] ; [25.55555556  4.44444444],1
r1,1,1e-06,24.145562,[55 21] ; [ 6 24],[43.73584906 32.26415094] ; [17.26415094 12.73584906],1
n6,1,5.6e-05,16.247473,[66 12] ; [14 16],[57.77777778 20.22222222] ; [22.22222222  7.77777778],1
s3,1,6.7e-05,15.900362,[47 29] ; [ 6 25],[37.64485981 38.35514019] ; [15.35514019 15.64485981],1
n3,1,0.00045,12.310315,[22  1] ; [8 9],[17.25  5.75] ; [12.75  4.25],1
p3,1,0.000643,11.647546,[31 47] ; [ 2 29],[23.6146789 54.3853211] ; [ 9.3853211 21.6146789],1
p4,1,0.001148,10.572361,[39 39] ; [ 5 26],[31.48623853 46.51376147] ; [12.51376147 18.48623853],0
p11,1,0.001197,10.495049,[54 24] ; [11 20],[46.51376147 31.48623853] ; [18.48623853 12.51376147],0
s6,1,0.00142,10.180142,[46 31] ; [ 8 23],[38.5 38.5] ; [15.5 15.5],0
a1,1,0.002169,9.400926,[ 1 77] ; [ 5 26],[ 4.29357798 73.70642202] ; [ 1.70642202 29.29357798],0
s8,1,0.00317,8.706852,[30 48] ; [ 3 28],[23.6146789 54.3853211] ; [ 9.3853211 21.6146789],0
d5,1,0.003879,8.339514,[46 31] ; [ 9 22],[39.21296296 37.78703704] ; [15.78703704 15.21296296],0
u3,1,0.003887,8.335845,[20 13] ; [ 3 14],[15.18 17.82] ; [7.82 9.18],0
p10,1,0.007329,7.190556,[49 26] ; [11 19],[42.85714286 32.14285714] ; [17.14285714 12.85714286],0
n2,1,0.011196,6.433962,[22  3] ; [9 8],[18.45238095  6.54761905] ; [12.54761905  4.45238095],0
a7,1,0.011655,6.362639,[44 33] ; [ 9 21],[38.14018692 38.85981308] ; [14.85981308 15.14018692],0
s2,1,0.018956,5.505555,[33 43] ; [ 6 25],[27.70093458 48.29906542] ; [11.29906542 19.70093458],0
b3,1,0.020173,5.396897,[12 40] ; [9 8],[15.82608696 36.17391304] ; [ 5.17391304 11.82608696],0
b2,1,0.020173,5.396897,[12 40] ; [9 8],[15.82608696 36.17391304] ; [ 5.17391304 11.82608696],0
s7,1,0.029595,4.732668,[27 47] ; [ 4 24],[22.49019608 51.50980392] ; [ 8.50980392 19.49019608],0
p9,1,0.032373,4.578633,[52 25] ; [13 16],[47.21698113 29.78301887] ; [17.78301887 11.21698113],0
