Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,36.312724,[ 2 21] ; [54 14],[14.15384615  8.84615385] ; [41.84615385 26.15384615],1
b4,1,0.757324,0.095479,[12 11] ; [38 30],[12.63736264 10.36263736] ; [37.36263736 30.63736264],0
p10,1,0.760988,0.092527,[11 11] ; [36 31],[11.61797753 10.38202247] ; [35.38202247 31.61797753],0
p8,1,0.76732,0.087546,[ 8 15] ; [26 42],[ 8.59340659 14.40659341] ; [25.40659341 42.59340659],0
p7,1,0.816658,0.053752,[10 13] ; [31 36],[10.47777778 12.52222222] ; [30.52222222 36.47777778],0
n6,1,0.827478,0.047497,[14  8] ; [45 23],[14.42222222  7.57777778] ; [44.57777778 23.42222222],0
n5,1,0.831641,0.045198,[16  7] ; [45 22],[15.58888889  7.41111111] ; [45.41111111 21.58888889],0
p5,1,0.848921,0.036289,[ 2 21] ; [ 5 62],[ 1.78888889 21.21111111] ; [ 5.21111111 61.78888889],0
a8,1,0.905813,0.014,[ 2 18] ; [ 7 57],[ 2.14285714 17.85714286] ; [ 6.85714286 57.14285714],0
a4,1,0.913934,0.011681,[ 4 19] ; [11 56],[ 3.83333333 19.16666667] ; [11.16666667 55.83333333],0
a5,1,0.964577,0.001972,[ 8 15] ; [24 44],[ 8.08791209 14.91208791] ; [23.91208791 44.08791209],0
p1,1,0.981249,0.000552,[ 3 20] ; [ 9 59],[ 3.03296703 19.96703297] ; [ 8.96703297 59.03296703],0
