Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2.6e-05,17.684711,[71 35] ; [13 31],[59.36 46.64] ; [24.64 19.36],1
n4,1,0.00351,8.52149,[77 29] ; [21 23],[69.25333333 36.74666667] ; [28.74666667 15.25333333],0
u3,1,0.025278,5.004772,[23 22] ; [14  3],[26.85483871 18.14516129] ; [10.14516129  6.85483871],0
u1,1,0.031552,4.62267,[19 87] ; [ 2 42],[14.84 91.16] ; [ 6.16 37.84],0
b5,1,0.041587,4.151932,[65 41] ; [19 25],[59.36 46.64] ; [24.64 19.36],0
r2,1,0.077752,3.111274,[98  7] ; [37  7],[95.13422819  9.86577181] ; [39.86577181  4.13422819],0
a7,1,0.080151,3.061832,[73 32] ; [24 20],[68.3557047 36.6442953] ; [28.6442953 15.3557047],0
u2,1,0.092082,2.8376,[20 23] ; [12  5],[22.93333333 20.06666667] ; [9.06666667 7.93333333],0
s7,1,0.111336,2.535155,[35 67] ; [ 8 31],[31.10638298 70.89361702] ; [11.89361702 27.10638298],0
s6,1,0.139187,2.186924,[54 50] ; [17 27],[49.89189189 54.10810811] ; [21.10810811 22.89189189],0
d1,1,0.155096,2.021405,[52 54] ; [16 28],[48.05333333 57.94666667] ; [19.94666667 24.05333333],0
n2,1,0.156943,2.00344,[27  7] ; [11  7],[24.84615385  9.15384615] ; [13.15384615  4.84615385],0
n1,1,0.19389,1.687806,[15 19] ; [ 4 12],[12.92 21.08] ; [6.08 9.92],0
b2,1,0.197608,1.659963,[20 45] ; [ 5 23],[17.47311828 47.52688172] ; [ 7.52688172 20.47311828],0
b3,1,0.197608,1.659963,[20 45] ; [ 5 23],[17.47311828 47.52688172] ; [ 7.52688172 20.47311828],0
p4,1,0.228342,1.451157,[49 55] ; [16 28],[45.67567568 58.32432432] ; [19.32432432 24.67567568],0
p10,1,0.241563,1.371448,[31 73] ; [ 9 35],[28.10810811 75.89189189] ; [11.89189189 32.10810811],0
s3,1,0.245826,1.346873,[44 61] ; [23 21],[47.2147651 57.7852349] ; [19.7852349 24.2147651],0
s5,1,0.24752,1.337245,[23 80] ; [ 6 37],[20.45890411 82.54109589] ; [ 8.54109589 34.45890411],0
a1,1,0.282463,1.1552,[ 7 99] ; [ 1 43],[  5.65333333 100.34666667] ; [ 2.34666667 41.65333333],0
v1,1,0.288659,1.125867,[41 65] ; [13 31],[38.16 67.84] ; [15.84 28.16],0
p11,1,0.320654,0.986278,[60 46] ; [21 23],[57.24 48.76] ; [23.76 20.24],0
r4,1,0.323964,0.972877,[87 19] ; [33 11],[84.8 21.2] ; [35.2  8.8],0
v3,1,0.331052,0.944777,[37 68] ; [11 30],[34.52054795 70.47945205] ; [13.47945205 27.52054795],0
a8,1,0.333802,0.934092,[ 9 84] ; [ 2 40],[ 7.57777778 85.42222222] ; [ 3.42222222 38.57777778],0
a6,1,0.39709,0.717119,[62 44] ; [29 15],[64.30666667 41.69333333] ; [26.69333333 17.30666667],0
s8,1,0.406172,0.689977,[28 76] ; [ 9 35],[26. 78.] ; [11. 33.],0
a2,1,0.440913,0.593905,[20 86] ; [ 6 38],[18.37333333 87.62666667] ; [ 7.62666667 36.37333333],0
b1,1,0.454501,0.559402,[58 48] ; [27 17],[60.06666667 45.93333333] ; [24.93333333 19.06666667],0
r3,1,0.459498,0.547117,[95 10] ; [38  6],[93.72483221 11.27516779] ; [39.27516779  4.72483221],0
p6,1,0.513967,0.425982,[25 79] ; [ 8 34],[23.50684932 80.49315068] ; [ 9.49315068 32.50684932],0
b4,1,0.52511,0.403845,[64 42] ; [29 15],[65.72 40.28] ; [27.28 16.72],0
r1,1,0.5454,0.365622,[82 24] ; [32 12],[80.56 25.44] ; [33.44 10.56],0
d5,1,0.556033,0.346619,[77 29] ; [34 10],[78.44 27.56] ; [32.56 11.44],0
d3,1,0.580746,0.30503,[63 43] ; [24 20],[61.48 44.52] ; [25.52 18.48],0
a3,1,0.665622,0.186766,[61 45] ; [27 17],[62.18666667 43.81333333] ; [25.81333333 18.18666667],0
v2,1,0.711364,0.136918,[47 57] ; [18 25],[45.98639456 58.01360544] ; [19.01360544 23.98639456],0
d4,1,0.719641,0.128837,[77 28] ; [31 13],[76.10738255 28.89261745] ; [31.89261745 12.10738255],0
d2,1,0.728214,0.120758,[51 54] ; [20 24],[50.03355705 54.96644295] ; [20.96644295 23.03355705],0
a5,1,0.744314,0.106371,[62 44] ; [27 17],[62.89333333 43.10666667] ; [26.10666667 17.89333333],0
p2,1,0.747053,0.104024,[68 38] ; [27 17],[67.13333333 38.86666667] ; [27.86666667 16.13333333],0
a4,1,0.807065,0.05964,[38 67] ; [15 29],[37.34899329 67.65100671] ; [15.65100671 28.34899329],0
n3,1,0.831022,0.045536,[23 12] ; [11  5],[23.33333333 11.66666667] ; [10.66666667  5.33333333],0
s2,1,0.831576,0.045233,[37 66] ; [15 29],[36.43537415 66.56462585] ; [15.56462585 28.43537415],0
p8,1,0.837497,0.042064,[38 68] ; [15 29],[37.45333333 68.54666667] ; [15.54666667 28.45333333],0
p3,1,0.840118,0.0407,[36 69] ; [14 29],[35.47297297 69.52702703] ; [14.52702703 28.47297297],0
p1,1,0.903965,0.014558,[ 8 98] ; [ 3 40],[ 7.82550336 98.17449664] ; [ 3.17449664 39.82550336],0
s1,1,0.945601,0.004656,[ 7 98] ; [ 3 40],[ 7.09459459 97.90540541] ; [ 2.90540541 40.09459459],0
s4,1,0.954282,0.003287,[16 87] ; [ 7 37],[16.11564626 86.88435374] ; [ 6.88435374 37.11564626],0
p7,1,0.957008,0.002906,[52 51] ; [22 22],[51.85034014 51.14965986] ; [22.14965986 21.85034014],0
