Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,47.415813,[51 72] ; [109  22],[77.48031496 45.51968504] ; [82.51968504 48.48031496],1
v1,1,0.000109,14.98109,[58 60] ; [95 35],[72.7983871 45.2016129] ; [80.2016129 49.7983871],1
n4,1,0.011036,6.459464,[100  24] ; [120  11],[106.98039216  17.01960784] ; [113.01960784  17.98039216],0
a1,1,0.019178,5.485171,[  4 121] ; [ 14 117],[  8.7890625 116.2109375] ; [  9.2109375 121.7890625],0
r3,1,0.047746,3.9189,[119   6] ; [130   1],[121.58203125   3.41796875] ; [127.41796875   3.58203125],0
n6,1,0.052182,3.769915,[106  18] ; [120   9],[110.76679842  13.23320158] ; [115.23320158  13.76679842],0
s6,1,0.060413,3.526007,[108  14] ; [103  26],[102.55776892  19.44223108] ; [108.44223108  20.55776892],0
p11,1,0.074763,3.175222,[96 29] ; [112  19],[101.5625  23.4375] ; [106.4375  24.5625],0
s4,1,0.076942,3.128334,[34 89] ; [ 24 107],[28.08661417 94.91338583] ; [ 29.91338583 101.08661417],0
r4,1,0.081864,3.027508,[115  10] ; [127   4],[118.1640625   6.8359375] ; [123.8359375   7.1640625],0
p12,1,0.094811,2.790733,[ 12 111] ; [ 22 108],[ 16.52964427 106.47035573] ; [ 17.47035573 112.52964427],0
u3,1,0.099228,2.717906,[19  4] ; [12  8],[16.58139535  6.41860465] ; [14.41860465  5.58139535],0
n1,1,0.101353,2.684118,[18 16] ; [ 6 14],[15.11111111 18.88888889] ; [ 8.88888889 11.11111111],0
u4,1,0.10403,2.642653,[  2 123] ; [  7 124],[  4.39453125 120.60546875] ; [  4.60546875 126.39453125],0
p5,1,0.125164,2.351476,[ 15 109] ; [ 25 106],[ 19.45098039 104.54901961] ; [ 20.54901961 110.45098039],0
d2,1,0.166897,1.910593,[99 26] ; [94 37],[94.23828125 30.76171875] ; [98.76171875 32.23828125],0
p6,1,0.186466,1.745325,[68 57] ; [59 69],[62.74703557 62.25296443] ; [64.25296443 63.74703557],0
v4,1,0.189871,1.718622,[124   1] ; [126   4],[122.54901961   2.45098039] ; [127.45098039   2.54901961],0
n2,1,0.197455,1.6611,[22 12] ; [17  4],[24.10909091  9.89090909] ; [14.89090909  6.10909091],0
d3,1,0.21054,1.567708,[105  20] ; [117  14],[108.3984375  16.6015625] ; [113.6015625  17.3984375],0
s7,1,0.229893,1.441522,[88 32] ; [99 25],[91.96721311 28.03278689] ; [95.03278689 28.96721311],0
p7,1,0.251153,1.316877,[82 39] ; [93 32],[86.07723577 34.92276423] ; [88.92276423 36.07723577],0
b5,1,0.265179,1.241515,[81 44] ; [76 55],[76.66015625 48.33984375] ; [80.33984375 50.66015625],0
p10,1,0.271301,1.210156,[107  17] ; [117  12],[109.78656126  14.21343874] ; [114.21343874  14.78656126],0
n5,1,0.304359,1.054995,[98 25] ; [110  20],[101.12252964  21.87747036] ; [106.87747036  23.12252964],0
p9,1,0.305683,1.049235,[112  12] ; [121   8],[114.19762846   9.80237154] ; [118.80237154  10.19762846],0
a5,1,0.320988,0.984916,[112  13] ; [112  19],[109.375  15.625] ; [114.625  16.375],0
b2,1,0.331288,0.943855,[41 48] ; [35 55],[37.7877095 51.2122905] ; [38.2122905 51.7877095],0
b3,1,0.331288,0.943855,[41 48] ; [35 55],[37.7877095 51.2122905] ; [38.2122905 51.7877095],0
p2,1,0.376884,0.780843,[106  19] ; [116  15],[108.3984375  16.6015625] ; [113.6015625  17.3984375],0
a3,1,0.415345,0.66345,[102  23] ; [111  19],[104.41176471  20.58823529] ; [108.58823529  21.41176471],0
p3,1,0.419613,0.651399,[75 50] ; [85 46],[78.125 46.875] ; [81.875 49.125],0
s3,1,0.420462,0.649024,[97 28] ; [93 34],[94.24603175 30.75396825] ; [95.75396825 31.24603175],0
p8,1,0.424394,0.638115,[75 49] ; [83 44],[78.05577689 45.94422311] ; [79.94422311 47.05577689],0
p1,1,0.448999,0.573177,[ 10 115] ; [ 14 116],[ 11.76470588 113.23529412] ; [ 12.23529412 117.76470588],0
a6,1,0.452279,0.564933,[84 41] ; [93 37],[86.76470588 38.23529412] ; [90.23529412 39.76470588],0
s5,1,0.508903,0.436322,[54 63] ; [63 62],[56.5661157 60.4338843] ; [60.4338843 64.5661157],0
u1,1,0.603093,0.270356,[40 85] ; [38 93],[38.0859375 86.9140625] ; [39.9140625 91.0859375],0
d5,1,0.619866,0.246055,[122   3] ; [128   2],[122.54901961   2.45098039] ; [127.45098039   2.54901961],0
b1,1,0.663375,0.189449,[52 73] ; [51 80],[50.29296875 74.70703125] ; [52.70703125 78.29296875],0
s1,1,0.733271,0.116129,[  3 121] ; [  4 124],[  3.44444444 120.55555556] ; [  3.55555556 124.44444444],0
a4,1,0.744735,0.106009,[70 55] ; [76 55],[71.2890625 53.7109375] ; [74.7109375 56.2890625],0
u2,1,0.749993,0.101537,[16  7] ; [13  7],[15.51162791  7.48837209] ; [13.48837209  6.51162791],0
r1,1,0.758579,0.094462,[108  17] ; [114  16],[108.82352941  16.17647059] ; [113.17647059  16.82352941],0
s2,1,0.781816,0.076703,[93 32] ; [94 35],[92.02755906 32.97244094] ; [94.97244094 34.02755906],0
b4,1,0.837173,0.042235,[76 49] ; [78 53],[75.1953125 49.8046875] ; [78.8046875 52.1953125],0
n3,1,0.881893,0.022073,[22 12] ; [14  7],[22.25454545 11.74545455] ; [13.74545455  7.25454545],0
p4,1,0.890202,0.019057,[89 35] ; [93 38],[88.50196078 35.49803922] ; [93.49803922 37.50196078],0
a2,1,0.904487,0.014399,[43 82] ; [46 85],[43.45703125 81.54296875] ; [45.54296875 85.45703125],0
a7,1,0.948365,0.004194,[93 32] ; [97 34],[92.7734375 32.2265625] ; [97.2265625 33.7734375],0
d4,1,0.968464,0.001563,[123   2] ; [128   2],[123.03921569   1.96078431] ; [127.96078431   2.03921569],0
a8,1,1.0,0.0,[18 98] ; [18 98],[18. 98.] ; [18. 98.],0
