Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,39.487943,[65  2] ; [ 6 11],[56.63095238 10.36904762] ; [14.36904762  2.63095238],1
r4,1,1.4e-05,18.906337,[50 17] ; [ 3 14],[42.27380952 24.72619048] ; [10.72619048  6.27380952],1
p11,1,0.001133,10.597186,[54 13] ; [ 7 10],[48.6547619 18.3452381] ; [12.3452381  4.6547619],0
n5,1,0.004971,7.889835,[54 13] ; [8 9],[49.45238095 17.54761905] ; [12.54761905  4.45238095],0
n6,1,0.006998,7.273433,[56 11] ; [9 8],[51.8452381 15.1547619] ; [13.1547619  3.8452381],0
r2,1,0.010262,6.588816,[57  9] ; [10  7],[53.27710843 12.72289157] ; [13.72289157  3.27710843],0
p2,1,0.011733,6.350702,[55 12] ; [9 8],[51.04761905 15.95238095] ; [12.95238095  4.04761905],0
s8,1,0.021026,5.324671,[28 39] ; [ 2 15],[23.92857143 43.07142857] ; [ 6.07142857 10.92857143],0
v4,1,0.027559,4.855453,[60  6] ; [12  5],[57.25301205  8.74698795] ; [14.74698795  2.25301205],0
b4,1,0.03097,4.654609,[43 24] ; [ 6 11],[39.08333333 27.91666667] ; [9.91666667 7.08333333],0
p6,1,0.032978,4.546933,[27 39] ; [ 2 14],[23.34146341 42.65853659] ; [ 5.65853659 10.34146341],0
b1,1,0.033735,4.508069,[28 39] ; [12  5],[31.9047619 35.0952381] ; [8.0952381 8.9047619],0
p8,1,0.038899,4.265289,[34 32] ; [ 4 13],[30.21686747 35.78313253] ; [7.78313253 9.21686747],0
n1,1,0.106343,2.607745,[ 6 11] ; [5 2],[7.79166667 9.20833333] ; [3.20833333 3.79166667],0
r3,1,0.121402,2.399135,[57  9] ; [12  5],[54.86746988 11.13253012] ; [14.13253012  2.86746988],0
s5,1,0.161266,1.962314,[22 40] ; [ 3 14],[19.62025316 42.37974684] ; [ 5.37974684 11.62025316],0
v3,1,0.176305,1.828496,[31 34] ; [ 5 12],[28.53658537 36.46341463] ; [7.46341463 9.53658537],0
p7,1,0.185128,1.755973,[39 27] ; [ 7 10],[36.57831325 29.42168675] ; [9.42168675 7.57831325],0
p4,1,0.241039,1.374506,[42 25] ; [8 9],[39.88095238 27.11904762] ; [10.11904762  6.88095238],0
s3,1,0.251219,1.316512,[38 29] ; [ 7 10],[35.89285714 31.10714286] ; [9.10714286 7.89285714],0
a1,1,0.256746,1.286218,[ 3 64] ; [ 2 15],[ 3.98809524 63.01190476] ; [ 1.01190476 15.98809524],0
p5,1,0.267573,1.229148,[11 56] ; [ 1 16],[ 9.57142857 57.42857143] ; [ 2.42857143 14.57142857],0
b2,1,0.296073,1.0918,[15 25] ; [2 8],[13.6 26.4] ; [3.4 6.6],0
b3,1,0.296073,1.0918,[15 25] ; [2 8],[13.6 26.4] ; [3.4 6.6],0
