Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,30.374614,[573  40] ; [99 28],[556.67027027  56.32972973] ; [115.32972973  11.67027027],1
p8,1,1e-06,24.555476,[361 246] ; [45 82],[335.7520436 271.2479564] ; [70.2479564 56.7520436],1
r3,1,9.7e-05,15.189967,[599  17] ; [114  13],[591.12786003  24.87213997] ; [121.87213997   5.12786003],1
n6,1,0.00043,12.398421,[541  73] ; [96 30],[528.53783784  85.46216216] ; [108.46216216  17.53783784],1
p7,1,0.001021,10.789546,[410 189] ; [67 59],[394.10068966 204.89931034] ; [82.89931034 43.10068966],0
n4,1,0.001194,10.500266,[492 124] ; [84 42],[478.18867925 137.81132075] ; [97.81132075 28.18867925],0
n5,1,0.001826,9.716332,[487 126] ; [84 42],[473.64411367 139.35588633] ; [97.35588633 28.64411367],0
p3,1,0.004655,8.008878,[336 278] ; [52 75],[321.50067476 292.49932524] ; [66.49932524 60.50067476],0
r4,1,0.005136,7.830984,[578  38] ; [111  17],[570.46236559  45.53763441] ; [118.53763441   9.46236559],0
b1,1,0.010046,6.626776,[201 415] ; [57 71],[213.61290323 402.38709677] ; [44.38709677 83.61290323],0
p2,1,0.016287,5.771589,[537  76] ; [101  26],[528.50540541  84.49459459] ; [109.49459459  17.50540541],0
p4,1,0.016935,5.703056,[392 220] ; [67 60],[380.11907984 231.88092016] ; [78.88092016 48.11907984],0
p12,1,0.023154,5.156916,[ 63 550] ; [  5 123],[ 56.2537112 556.7462888] ; [ 11.7462888 116.2537112],0
b5,1,0.023194,5.153894,[367 249] ; [90 38],[378.37634409 237.62365591] ; [78.62365591 49.37634409],0
v1,1,0.029332,4.748009,[348 246] ; [61 66],[336.95700416 257.04299584] ; [72.04299584 54.95700416],0
s2,1,0.033239,4.533408,[314 297] ; [79 49],[324.92963464 286.07036536] ; [68.07036536 59.92963464],0
